"subject_id","group","wave","fcOrder","item","forecast","form","resolution_31May2024","unit","diff","diff_standardized","diff_standardized_to_reg"
"uQRpUbhzyEcG4FbBbFXW","reg",2,"fcDC","G2404",1.75,"E",2.1,"percent",0.35,-0.563812210140155,NA
"59CIsegSEuhOgM3tBMsK","reg",2,"fcCB","G1920",1e+09,"D",550347492,"USD",449652508,0.458156016926367,NA
"59CIsegSEuhOgM3tBMsK","reg",2,"fcCB","G2006",35,"D",38.6,"percent",3.6,0.44853816495705,NA
"VsGtKomxWScMg5NWV7la","reg",2,"fcED","G1472",2.7,"A",2.6,"percent",0.1,-0.52395283868422,NA
"VsGtKomxWScMg5NWV7la","reg",2,"fcED","G1948",3500000,"A",2126085,"count",1373915,2.02039445342073,NA
"Hy5g7Y3sJf9BcHPqEZ8p","reg",2,"fcED","G1472",2.8,"A",2.6,"percent",0.2,-0.160585098209706,NA
"Hy5g7Y3sJf9BcHPqEZ8p","reg",2,"fcED","G1948",2500000,"A",2126085,"count",373915,-0.615091856604597,NA
"Go5RkRHzG4ksr6WsU3PS","sup",2,"fcDC","G2404",2.6,"E",2.1,"percent",0.5,0.571192357518001,-0.450338537113094
"QygIO2O30zG9kOeA6yaW","reg",2,"fcCB","G1920",143,"D",550347492,"USD",550347349,0.901570695074134,NA
"QygIO2O30zG9kOeA6yaW","reg",2,"fcCB","G2006",35,"D",38.6,"percent",3.6,0.44853816495705,NA
"gHWgHzynJbowDqymIDjy","reg",2,"fcAE","C1039",7,"B",4.23,"percent",2.77,-0.722071559244935,NA
"gHWgHzynJbowDqymIDjy","reg",2,"fcAE","G2063",5250,"B",8986,"count",3736,0.384010372135384,NA
"GYv2yIEyt3cnKUR2SAOh","reg",2,"fcBA","C47",15,"C",104,"count",89,1.05814045975739,NA
"GYv2yIEyt3cnKUR2SAOh","reg",2,"fcBA","M7949",10,"C",12.116,"million km2",2.116,0.539955051876127,NA
"x4XJ7SUOoiY9RKQhe1Ig","reg",2,"fcAE","C1039",6,"B",4.23,"percent",1.77,-0.814801095273561,NA
"x4XJ7SUOoiY9RKQhe1Ig","reg",2,"fcAE","G2063",12000,"B",8986,"count",3014,-0.00966524199687201,NA
"pYXv5jekuYIsCKNfEukj","reg",2,"fcDC","G2404",2.7,"E",2.1,"percent",0.6,-0.37468942176172,NA
"sBFTgOui0BzVpYvFfxUw","reg",2,"fcCB","G1920",8e+08,"D",550347492,"USD",249652508,-0.422553806425492,NA
"sBFTgOui0BzVpYvFfxUw","reg",2,"fcCB","G2006",38,"D",38.6,"percent",0.600000000000001,-0.687616095704886,NA
"cAYYkpIxMiubqvZJv80N","reg",2,"fcCB","G1920",114725500,"D",550347492,"USD",435621992,0.39637195058689,NA
"cAYYkpIxMiubqvZJv80N","reg",2,"fcCB","G2006",35,"D",38.6,"percent",3.6,0.44853816495705,NA
"aXtAwUv3JWttnWXbi1wX","reg",2,"fcBA","C47",200,"C",104,"count",96,1.26235683760923,NA
"aXtAwUv3JWttnWXbi1wX","reg",2,"fcBA","M7949",4.5,"C",12.116,"million km2",7.616,4.00379677359485,NA
"YwWY4wrREDr4JqKcAYda","reg",2,"fcCB","G1920",773298439,"D",550347492,"USD",222950947,-0.540135441783136,NA
"YwWY4wrREDr4JqKcAYda","reg",2,"fcCB","G2006",38.1,"D",38.6,"percent",0.5,-0.725487904393617,NA
"kgAJm1lblz7JIf8qQqZd","reg",2,"fcDC","G2404",3,"E",2.1,"percent",0.9,-0.147742075707598,NA
"O0yVeeQVT2OJE6mbt5wl","reg",2,"fcAE","C1039",8.05,"B",4.23,"percent",3.82,-0.624705546414878,NA
"O0yVeeQVT2OJE6mbt5wl","reg",2,"fcAE","G2063",5408,"B",8986,"count",3578,0.297859752976248,NA
"0PDGJ5hkAxxmw4ziCQiz","reg",2,"fcCB","G1920",7.7e+07,"D",550347492,"USD",473347492,0.562498042791192,NA
"0PDGJ5hkAxxmw4ziCQiz","reg",2,"fcCB","G2006",44,"D",38.6,"percent",5.4,1.13023072135421,NA
"OZxiKlHgf246UrOWZWYB","reg",2,"fcDC","G2404",12.8,"E",2.1,"percent",10.7,5,NA
"QXS83CXvmp6zYnsLAuuG","reg",2,"fcAE","C1039",8,"B",4.23,"percent",3.77,-0.629342023216309,NA
"QXS83CXvmp6zYnsLAuuG","reg",2,"fcAE","G2063",11000,"B",8986,"count",2014,-0.554922325282545,NA
"21eJs1O3lWsEI15RTa48","reg",2,"fcED","G1472",5,"A",2.6,"percent",2.4,5,NA
"21eJs1O3lWsEI15RTa48","reg",2,"fcED","G1948",95,"A",2126085,"count",2125990,4.00247782003303,NA
"0WgPYP5L2MNMyFtsWEaG","reg",2,"fcBA","C47",60,"C",104,"count",44,-0.254679112147271,NA
"0WgPYP5L2MNMyFtsWEaG","reg",2,"fcBA","M7949",15,"C",12.116,"million km2",2.884,1.02363331410885,NA
"S3ozFIIRmmWlk0ykAaHv","sup",2,"fcCB","G1920",302,"D",550347492,"USD",550347190,1.18593187569867,0.901569994909825
"S3ozFIIRmmWlk0ykAaHv","sup",2,"fcCB","G2006",39.5,"D",38.6,"percent",0.899999999999999,-0.320420873610847,-0.574000669638693
"j5bxfVlajJwn5pZNQQsa","reg",2,"fcDC","G2404",2.5,"E",2.1,"percent",0.4,-0.525987652464468,NA
"yXJcaIASTUm1jt5BV2Mm","reg",2,"fcAE","C1039",15.25,"B",4.23,"percent",11.02,0.0429471129912307,NA
"yXJcaIASTUm1jt5BV2Mm","reg",2,"fcAE","G2063",10560,"B",8986,"count",1574,-0.794835441928241,NA
"JLnGgJO2Ms84Cyk7fRai","reg",2,"fcCB","G1920",5.01e+08,"D",550347492,"USD",49347492,-1.30460678271475,NA
"JLnGgJO2Ms84Cyk7fRai","reg",2,"fcCB","G2006",44,"D",38.6,"percent",5.4,1.13023072135421,NA
"puSjjud5MPEJwWtnleFz","reg",2,"fcDC","G2404",2.1,"E",2.1,"percent",0,-0.828584113869965,NA
"cipP2AJ1Mm2TqQzzr3YE","reg",2,"fcAE","C1039",29,"B",4.23,"percent",24.77,1.31797823338484,NA
"cipP2AJ1Mm2TqQzzr3YE","reg",2,"fcAE","G2063",6180,"B",8986,"count",2806,-0.123078715320292,NA
"gd651YaRgBbmHmGqDTiR","reg",2,"fcCB","G1920",1.25e+08,"D",550347492,"USD",425347492,0.351127685186746,NA
"gd651YaRgBbmHmGqDTiR","reg",2,"fcCB","G2006",55,"D",38.6,"percent",16.4,5,NA
"VEXHf6Q3dSG6vKlcvhzj","reg",2,"fcED","G1472",2.6,"A",2.6,"percent",0,-0.887320579158736,NA
"VEXHf6Q3dSG6vKlcvhzj","reg",2,"fcED","G1948",2860000,"A",2126085,"count",733915,0.333683215004522,NA
"p6gZwkCYLDi7vWOthkM3","reg",2,"fcAE","C1039",9,"B",4.23,"percent",4.77,-0.536612487187683,NA
"p6gZwkCYLDi7vWOthkM3","reg",2,"fcAE","G2063",9000,"B",8986,"count",14,-1.64543649185389,NA
"dFi2sGOS1gEWWg2KDXcs","reg",2,"fcED","G1472",2.3,"A",2.6,"percent",0.3,0.202782642264811,NA
"dFi2sGOS1gEWWg2KDXcs","reg",2,"fcED","G1948",3400,"A",2126085,"count",2122685,3.9937675377784,NA
"umPuWugT1xnDE3i5CyiS","reg",2,"fcED","G1472",2.5,"A",2.6,"percent",0.1,-0.52395283868422,NA
"umPuWugT1xnDE3i5CyiS","reg",2,"fcED","G1948",3e+06,"A",2126085,"count",873915,0.702651298408068,NA
"gxLCq0J0kllMVqQr7XUA","reg",2,"fcED","G1472",2.4,"A",2.6,"percent",0.2,-0.160585098209705,NA
"gxLCq0J0kllMVqQr7XUA","reg",2,"fcED","G1948",2444000,"A",2126085,"count",317915,-0.762679089966015,NA
"BpXGyUgvqzapjyMB15Zy","reg",2,"fcED","G1472",3,"A",2.6,"percent",0.4,0.566150382739325,NA
"BpXGyUgvqzapjyMB15Zy","reg",2,"fcED","G1948",2650000,"A",2126085,"count",523915,-0.219768910100797,NA
"cbZLy4QLBgsjiiszHV4w","reg",2,"fcAE","C1039",20.5,"B",4.23,"percent",16.27,0.529777177141518,NA
"cbZLy4QLBgsjiiszHV4w","reg",2,"fcAE","G2063",7000,"B",8986,"count",1986,-0.570189523614544,NA
"j0nw3vkMwyvjJk5uLKTs","reg",2,"fcAE","C1039",28,"B",4.23,"percent",23.77,1.22524869735621,NA
"j0nw3vkMwyvjJk5uLKTs","reg",2,"fcAE","G2063",11300,"B",8986,"count",2314,-0.391345200296843,NA
"QakFVrMCqt7gRZVH3iEC","reg",2,"fcED","G1472",2.78,"A",2.6,"percent",0.18,-0.233258646304609,NA
"QakFVrMCqt7gRZVH3iEC","reg",2,"fcED","G1948",2750000,"A",2126085,"count",623915,0.0437797209017354,NA
"YPnkwtG0Yh9ThBhomIz3","reg",2,"fcCB","G1920",8.3e+08,"D",550347492,"USD",279652508,-0.290447332922713,NA
"YPnkwtG0Yh9ThBhomIz3","reg",2,"fcCB","G2006",40,"D",38.6,"percent",1.4,-0.384641626195037,NA
"ePV1AgHR8WO6UjCufdXI","reg",2,"fcDC","G2404",3.4,"E",2.1,"percent",1.3,0.154854385697898,NA
"TzFZOXZnhIQE8OWTcMXv","reg",2,"fcED","G1472",2.9,"A",2.6,"percent",0.3,0.20278264226481,NA
"TzFZOXZnhIQE8OWTcMXv","reg",2,"fcED","G1948",2325000,"A",2126085,"count",198915,-1.07630196085903,NA
"h4BsMeQIsxfUoLOaxX2M","reg",2,"fcBA","C47",190,"C",104,"count",86,0.970619154963749,NA
"h4BsMeQIsxfUoLOaxX2M","reg",2,"fcBA","M7949",7,"C",12.116,"million km2",5.116,2.42932326372271,NA
"MUe7xZKzTix8JJXQ0oPT","reg",2,"fcED","G1472",32,"A",2.6,"percent",29.4,5,NA
"MUe7xZKzTix8JJXQ0oPT","reg",2,"fcED","G1948",2500000,"A",2126085,"count",373915,-0.615091856604597,NA
"5PP2t16GSzChbtte5vVw","reg",2,"fcDC","G2404",5,"E",2.1,"percent",2.9,1.36524023131988,NA
"l6WLNuf2HjJWGxOVFiYO","reg",2,"fcBA","C47",155,"C",104,"count",51,-0.0504627342954345,NA
"l6WLNuf2HjJWGxOVFiYO","reg",2,"fcBA","M7949",1255,"C",12.116,"million km2",1242.884,5,NA
"9eUKJ1MDRhFJ0kdt2ikq","reg",2,"fcDC","G2404",2.1,"E",2.1,"percent",0,-0.828584113869965,NA
"O0NYuwahmBnGRb5IPZGa","reg",2,"fcED","G1472",2.9,"A",2.6,"percent",0.3,0.20278264226481,NA
"O0NYuwahmBnGRb5IPZGa","reg",2,"fcED","G1948",3e+06,"A",2126085,"count",873915,0.702651298408068,NA
"tz0SRD6z9NGXGVGASUen","reg",2,"fcAE","C1039",50,"B",4.23,"percent",45.77,3.26529848998599,NA
"tz0SRD6z9NGXGVGASUen","reg",2,"fcAE","G2063",1000,"B",8986,"count",7986,2.70135297609949,NA
"D3ShceKj3iyKrXmCrB7j","reg",2,"fcBA","C47",68,"C",104,"count",36,-0.488069258263656,NA
"D3ShceKj3iyKrXmCrB7j","reg",2,"fcBA","M7949",12541,"C",12.116,"million km2",12528.884,5,NA
"DRrgI3jzHMjID8Q48PjB","reg",2,"fcED","G1472",3,"A",2.6,"percent",0.4,0.566150382739325,NA
"DRrgI3jzHMjID8Q48PjB","reg",2,"fcED","G1948",545000,"A",2126085,"count",1581085,2.56638815226868,NA
"V1xdoWDG7JrNH3V0yjyU","reg",2,"fcAE","C1039",12,"B",4.23,"percent",7.77,-0.258423879101804,NA
"V1xdoWDG7JrNH3V0yjyU","reg",2,"fcAE","G2063",11750,"B",8986,"count",2764,-0.14597951281829,NA
"5lwLca1YoqMii4EVdusQ","reg",2,"fcDC","G2404",1.5,"E",2.1,"percent",0.6,-0.37468942176172,NA
"Mlh747YAui02cXxoOo7i","reg",2,"fcDC","G2404",3,"E",2.1,"percent",0.9,-0.147742075707598,NA
"qcx2RIuXihoDjqT84xfl","reg",2,"fcAE","C1039",20,"B",4.23,"percent",15.77,0.483412409127205,NA
"qcx2RIuXihoDjqT84xfl","reg",2,"fcAE","G2063",10000,"B",8986,"count",1014,-1.10017940856822,NA
"cUamoVQNHYnryVfwEH5q","reg",2,"fcBA","C47",1500,"C",104,"count",1396,5,NA
"cUamoVQNHYnryVfwEH5q","reg",2,"fcBA","M7949",1e+07,"C",12.116,"million km2",9999987.884,5,NA
"KofgQTwOEWPBY5YSx1Dy","reg",2,"fcDC","G2404",2,"E",2.1,"percent",0.1,-0.75293499851859,NA
"2E7Kz0rLkjuxffXaHEf8","reg",2,"fcBA","C47",170,"C",104,"count",66,0.387143789672787,NA
"2E7Kz0rLkjuxffXaHEf8","reg",2,"fcBA","M7949",12.9,"C",12.116,"million km2",0.784000000000001,-0.298924434183753,NA
"Fvbgz7h6itCmDDBRtsYh","reg",2,"fcCB","G1920",4.5e+08,"D",550347492,"USD",100347492,-1.08002577776002,NA
"Fvbgz7h6itCmDDBRtsYh","reg",2,"fcCB","G2006",37,"D",38.6,"percent",1.6,-0.308898008817574,NA
"KrVNLVpt6Hl3efXpBh6Q","reg",2,"fcCB","G1920",7.95e+08,"D",550347492,"USD",244652508,-0.444571552009288,NA
"KrVNLVpt6Hl3efXpBh6Q","reg",2,"fcCB","G2006",37,"D",38.6,"percent",1.6,-0.308898008817574,NA
"Rw1m2pue8CmVp1Gbe9Aj","reg",2,"fcED","G1472",2.8,"A",2.6,"percent",0.2,-0.160585098209706,NA
"Rw1m2pue8CmVp1Gbe9Aj","reg",2,"fcED","G1948",25500000,"A",2126085,"count",23373915,5,NA
"8JaYb3F1ROCzvHGVhkAk","reg",2,"fcED","G1472",2.7,"A",2.6,"percent",0.1,-0.52395283868422,NA
"8JaYb3F1ROCzvHGVhkAk","reg",2,"fcED","G1948",250000,"A",2126085,"count",1876085,3.34385661372615,NA
"BdgTQ1C8QkSCuLiWUM6G","reg",2,"fcED","G1472",25,"A",2.6,"percent",22.4,5,NA
"BdgTQ1C8QkSCuLiWUM6G","reg",2,"fcED","G1948",45,"A",2126085,"count",2126040,4.00260959434853,NA
"o24iqAR0WC7cR2ZkNHie","reg",2,"fcED","G1472",3.8,"A",2.6,"percent",1.2,3.47309230653545,NA
"o24iqAR0WC7cR2ZkNHie","reg",2,"fcED","G1948",2850000,"A",2126085,"count",723915,0.307328351904268,NA
"3lGsczpaOxmDeZmuT7yz","reg",2,"fcBA","C47",68,"C",104,"count",36,-0.488069258263656,NA
"3lGsczpaOxmDeZmuT7yz","reg",2,"fcBA","M7949",12.5,"C",12.116,"million km2",0.384,-0.550840195763297,NA
"jwrZAchUJllqwC4lOtJw","reg",2,"fcBA","C47",180,"C",104,"count",76,0.678881472318268,NA
"jwrZAchUJllqwC4lOtJw","reg",2,"fcBA","M7949",12.4,"C",12.116,"million km2",0.284000000000001,-0.613819136158183,NA
"XNnSYvWVz1rYeszmhtm8","reg",2,"fcAE","C1039",8,"B",4.23,"percent",3.77,-0.629342023216309,NA
"XNnSYvWVz1rYeszmhtm8","reg",2,"fcAE","G2063",7975,"B",8986,"count",1011,-1.10181517981808,NA
"YadICsCbreoE8j0XqU5o","reg",2,"fcAE","C1039",9,"B",4.23,"percent",4.77,-0.536612487187683,NA
"YadICsCbreoE8j0XqU5o","reg",2,"fcAE","G2063",10250,"B",8986,"count",1264,-0.9638651377468,NA
"NsnSnPBoVOM0FBnTLBUg","reg",2,"fcCB","G1920",4e+06,"D",550347492,"USD",546347492,0.883957128314621,NA
"NsnSnPBoVOM0FBnTLBUg","reg",2,"fcCB","G2006",40,"D",38.6,"percent",1.4,-0.384641626195037,NA
"vLZOQcg7ef2x9mZXoFxr","reg",2,"fcBA","C47",90,"C",104,"count",14,-1.12989216008371,NA
"vLZOQcg7ef2x9mZXoFxr","reg",2,"fcBA","M7949",12,"C",12.116,"million km2",0.116,-0.719623756021592,NA
"h4uUfeR4zbcyISP04L14","reg",2,"fcCB","G1920",4.05e+08,"D",550347492,"USD",145347492,-0.881866067505856,NA
"h4uUfeR4zbcyISP04L14","reg",2,"fcCB","G2006",37,"D",38.6,"percent",1.6,-0.308898008817574,NA
"2mOtyqwcjao4GA2ABxyL","reg",2,"fcDC","G2404",2.1,"E",2.1,"percent",0,-0.828584113869965,NA
"7O6mku0Wul8BBONaop2n","reg",2,"fcCB","G1920",540000,"D",550347492,"USD",549807492,0.899193408258608,NA
"7O6mku0Wul8BBONaop2n","reg",2,"fcCB","G2006",49,"D",38.6,"percent",10.4,3.02382115579077,NA
"nIVIY5hc7DmG8frmbML7","reg",2,"fcCB","G1920",8e+08,"D",550347492,"USD",249652508,-0.422553806425492,NA
"nIVIY5hc7DmG8frmbML7","reg",2,"fcCB","G2006",34.2,"D",38.6,"percent",4.4,0.751512634466899,NA
"AvX9Dhp3jgSThm1Kp5Tk","reg",2,"fcBA","C47",175,"C",104,"count",71,0.533012630995528,NA
"AvX9Dhp3jgSThm1Kp5Tk","reg",2,"fcBA","M7949",16,"C",12.116,"million km2",3.884,1.65342271805771,NA
"6wy442hkJPB9xqeWlzIo","reg",2,"fcDC","G2404",2.5,"E",2.1,"percent",0.4,-0.525987652464468,NA
"8bdVYH1QTIdVRAAiB38w","reg",2,"fcDC","G2404",3.5,"E",2.1,"percent",1.4,0.230503501049272,NA
"iyuZLCEoBQhUFziAKyiy","reg",2,"fcAE","C1039",10,"B",4.23,"percent",5.77,-0.443882951159057,NA
"iyuZLCEoBQhUFziAKyiy","reg",2,"fcAE","G2063",4500,"B",8986,"count",4486,0.792953184599639,NA
"Q8xQjMfeUVXmPEqv1H7b","reg",2,"fcCB","G1920",7.78e+08,"D",550347492,"USD",227652508,-0.519431886994196,NA
"Q8xQjMfeUVXmPEqv1H7b","reg",2,"fcCB","G2006",39,"D",38.6,"percent",0.399999999999999,-0.763359713082349,NA
"NH3PiPNoQ05mlw2FESiA","reg",2,"fcDC","G2404",3,"E",2.1,"percent",0.9,-0.147742075707598,NA
"SJdYRJAFtFnPuPXeDtZ9","reg",2,"fcED","G1472",2.6,"A",2.6,"percent",0,-0.887320579158736,NA
"SJdYRJAFtFnPuPXeDtZ9","reg",2,"fcED","G1948",2500000,"A",2126085,"count",373915,-0.615091856604597,NA
"QdUrtE4V9YCVu4rhYmEd","reg",2,"fcDC","G2404",3.7,"E",2.1,"percent",1.6,0.381801731752021,NA
"Fvv0ALwZPTKLL7OVVBmn","reg",2,"fcBA","C47",10000,"C",104,"count",9896,5,NA
"Fvv0ALwZPTKLL7OVVBmn","reg",2,"fcBA","M7949",15,"C",12.116,"million km2",2.884,1.02363331410885,NA
"zdKF1SXibeBH26CpiufK","reg",2,"fcED","G1472",3.2,"A",2.6,"percent",0.6,1.29288586368836,NA
"zdKF1SXibeBH26CpiufK","reg",2,"fcED","G1948",3200000,"A",2126085,"count",1073915,1.22974856041313,NA
"3v8cpIfuZbk4rsihgtbl","reg",2,"fcBA","C47",110,"C",104,"count",6,-1.3632823062001,NA
"3v8cpIfuZbk4rsihgtbl","reg",2,"fcBA","M7949",12300000,"C",12.116,"million km2",12299987.884,5,NA
"sakpCgS4Q92eACEHYviZ","reg",2,"fcBA","C47",65,"C",104,"count",39,-0.400547953470012,NA
"sakpCgS4Q92eACEHYviZ","reg",2,"fcBA","M7949",16,"C",12.116,"million km2",3.884,1.65342271805771,NA
"ur0bltcfUPDHCL7htFAq","reg",2,"fcAE","C1039",8,"B",4.23,"percent",3.77,-0.629342023216309,NA
"ur0bltcfUPDHCL7htFAq","reg",2,"fcAE","G2063",8000,"B",8986,"count",986,-1.11544660690022,NA
"wBUnPDocOasWtOr37ldU","reg",2,"fcBA","C47",184,"C",104,"count",80,0.795576545376461,NA
"wBUnPDocOasWtOr37ldU","reg",2,"fcBA","M7949",12.1,"C",12.116,"million km2",0.016,-0.782602696416478,NA
"tnvKkJpoe2VvoCKQ2eec","reg",2,"fcAE","C1039",25.7,"B",4.23,"percent",21.47,1.01197076449037,NA
"tnvKkJpoe2VvoCKQ2eec","reg",2,"fcAE","G2063",5794,"B",8986,"count",3192,0.0873905188279778,NA
"gYQyYFdGcutMxasXnyBC","reg",2,"fcDC","G2404",1.7,"E",2.1,"percent",0.4,-0.525987652464468,NA
"GPD6F9DZ5KZ649zqEkmE","reg",2,"fcED","G1472",2.8,"A",2.6,"percent",0.2,-0.160585098209706,NA
"GPD6F9DZ5KZ649zqEkmE","reg",2,"fcED","G1948",2700000,"A",2126085,"count",573915,-0.087994594599531,NA
"bCsHIncu9vWXiEw3HSG9","sup",2,"fcBA","C47",175,"C",104,"count",71,0.635474011092415,0.533012630995528
"bCsHIncu9vWXiEw3HSG9","sup",2,"fcBA","M7949",12250,"C",12.116,"million km2",12237.884,5,5
"LET8WoVedvwZfxVlSeK9","reg",2,"fcBA","C47",145,"C",104,"count",41,-0.342200416940916,NA
"LET8WoVedvwZfxVlSeK9","reg",2,"fcBA","M7949",12.005,"C",12.116,"million km2",0.110999999999999,-0.722772703041337,NA
"kr9CWXPe1Jc4tybB5TDJ","reg",2,"fcAE","C1039",8,"B",4.23,"percent",3.77,-0.629342023216309,NA
"kr9CWXPe1Jc4tybB5TDJ","reg",2,"fcAE","G2063",8500,"B",8986,"count",486,-1.38807514854305,NA
"DXeOGqQEgoEt16VOuaOn","reg",2,"fcBA","C47",20,"C",104,"count",84,0.912271618434653,NA
"DXeOGqQEgoEt16VOuaOn","reg",2,"fcBA","M7949",20,"C",12.116,"million km2",7.884,4.17258033385315,NA
"EBrkSBiy1PKvIf2SZ558","reg",2,"fcDC","G2404",2.4,"E",2.1,"percent",0.3,-0.601636767815842,NA
"sKCPMq72llUL2gHahkDQ","reg",2,"fcCB","G1920",7e+08,"D",550347492,"USD",149652508,-0.862908718101421,NA
"sKCPMq72llUL2gHahkDQ","reg",2,"fcCB","G2006",37,"D",38.6,"percent",1.6,-0.308898008817574,NA
"OwOc8QyU7AaqFGJJByVK","reg",2,"fcAE","C1039",10,"B",4.23,"percent",5.77,-0.443882951159057,NA
"OwOc8QyU7AaqFGJJByVK","reg",2,"fcAE","G2063",6000,"B",8986,"count",2986,-0.0249324403288709,NA
"s16ztfeT6kdUIE27AFTD","reg",2,"fcCB","G1920",5e+08,"D",550347492,"USD",50347492,-1.30020323359799,NA
"s16ztfeT6kdUIE27AFTD","reg",2,"fcCB","G2006",35,"D",38.6,"percent",3.6,0.44853816495705,NA
"baWpZ45AscEjcjtTL7mF","reg",2,"fcCB","G1920",4.8e+08,"D",550347492,"USD",70347492,-1.2121322512628,NA
"baWpZ45AscEjcjtTL7mF","reg",2,"fcCB","G2006",40,"D",38.6,"percent",1.4,-0.384641626195037,NA
"9NyaXPkKlfyjubys7IoE","reg",2,"fcDC","G2404",6,"E",2.1,"percent",3.9,2.12173138483362,NA
"WgRfEmiRKt0bi4Pa8GXf","reg",2,"fcED","G1472",5,"A",2.6,"percent",2.4,5,NA
"WgRfEmiRKt0bi4Pa8GXf","reg",2,"fcED","G1948",3e+06,"A",2126085,"count",873915,0.702651298408068,NA
"ZP9yL6PFVQSvSIC7bUee","reg",2,"fcBA","C47",68,"C",104,"count",36,-0.488069258263656,NA
"ZP9yL6PFVQSvSIC7bUee","reg",2,"fcBA","M7949",12.266,"C",12.116,"million km2",0.15,-0.698210916287331,NA
"t46xHr4YxXBc3lF6k7Ha","reg",2,"fcAE","C1039",80,"B",4.23,"percent",75.77,5,NA
"t46xHr4YxXBc3lF6k7Ha","reg",2,"fcAE","G2063",5000,"B",8986,"count",3986,0.520324642956802,NA
"0x2cRlqKcXPG9u4HNEXL","reg",2,"fcED","G1472",2.6,"A",2.6,"percent",0,-0.887320579158736,NA
"0x2cRlqKcXPG9u4HNEXL","reg",2,"fcED","G1948",2693000,"A",2126085,"count",566915,-0.106442998769708,NA
"lI4g85zoiUUhqmDuctZy","reg",2,"fcDC","G2404",2.2,"E",2.1,"percent",0.1,-0.75293499851859,NA
"BFJ82oQJcYVAZ2SMBPIY","reg",2,"fcBA","C47",120,"C",104,"count",16,-1.07154462355462,NA
"BFJ82oQJcYVAZ2SMBPIY","reg",2,"fcBA","M7949",12.2,"C",12.116,"million km2",0.0839999999999996,-0.739777016947956,NA
"g3iMJxodMUlpO2mQ8tOt","reg",2,"fcBA","C47",60,"C",104,"count",44,-0.254679112147271,NA
"g3iMJxodMUlpO2mQ8tOt","reg",2,"fcBA","M7949",13600,"C",12.116,"million km2",13587.884,5,NA
"MskJPTzjpASwSGntWf2Y","reg",2,"fcED","G1472",2.9,"A",2.6,"percent",0.3,0.20278264226481,NA
"MskJPTzjpASwSGntWf2Y","reg",2,"fcED","G1948",2260000,"A",2126085,"count",133915,-1.24760857101068,NA
"6d6gzVA98GwteUHuM56j","reg",2,"fcED","G1472",2.3,"A",2.6,"percent",0.3,0.202782642264811,NA
"6d6gzVA98GwteUHuM56j","reg",2,"fcED","G1948",2750000,"A",2126085,"count",623915,0.0437797209017354,NA
"wWq9wLHxof075cOrUFE6","reg",2,"fcBA","C47",168,"C",104,"count",64,0.328796253143691,NA
"wWq9wLHxof075cOrUFE6","reg",2,"fcBA","M7949",13.7,"C",12.116,"million km2",1.584,0.204907088975334,NA
"4MXqlRYjANDHSM003I2c","reg",2,"fcED","G1472",2.5,"A",2.6,"percent",0.1,-0.52395283868422,NA
"4MXqlRYjANDHSM003I2c","reg",2,"fcED","G1948",2710000,"A",2126085,"count",583915,-0.0616397314992777,NA
"ETLoAZ2H20kQtboU7bWK","reg",2,"fcED","G1472",3,"A",2.6,"percent",0.4,0.566150382739325,NA
"ETLoAZ2H20kQtboU7bWK","reg",2,"fcED","G1948",2405000,"A",2126085,"count",278915,-0.865463056057003,NA
"HngYolsZ7LnwhMepx4yf","reg",2,"fcAE","C1039",9,"B",4.23,"percent",4.77,-0.536612487187683,NA
"HngYolsZ7LnwhMepx4yf","reg",2,"fcAE","G2063",5000,"B",8986,"count",3986,0.520324642956802,NA
"eO2fxGLcdC5k0aGuROZx","reg",2,"fcED","G1472",4,"A",2.6,"percent",1.4,4.19982778748448,NA
"eO2fxGLcdC5k0aGuROZx","reg",2,"fcED","G1948",270000,"A",2126085,"count",1856085,3.29114688752564,NA
"G2076ZS0IEWQIAvbwCPT","reg",2,"fcBA","C47",160,"C",104,"count",56,0.0954061070273061,NA
"G2076ZS0IEWQIAvbwCPT","reg",2,"fcBA","M7949",12.26,"C",12.116,"million km2",0.144,-0.701989652711024,NA
"gMVww8j5DaVLpC3Yj8nr","reg",2,"fcCB","G1920",550,"D",550347492,"USD",550346942,0.901568902829644,NA
"gMVww8j5DaVLpC3Yj8nr","reg",2,"fcCB","G2006",38,"D",38.6,"percent",0.600000000000001,-0.687616095704886,NA
"7qLDDKDuB8YbLuP5HMQ3","reg",2,"fcAE","C1039",0.8,"B",4.23,"percent",3.43,-0.660870065466042,NA
"7qLDDKDuB8YbLuP5HMQ3","reg",2,"fcAE","G2063",3574,"B",8986,"count",5412,1.29786124372217,NA
"RoIHSTba58R45QQst0Ei","reg",2,"fcBA","C47",180,"C",104,"count",76,0.678881472318268,NA
"RoIHSTba58R45QQst0Ei","reg",2,"fcBA","M7949",12.6,"C",12.116,"million km2",0.484,-0.487861255368412,NA
"d7pCGcyjbWTZyaOtM2w1","reg",2,"fcED","G1472",3.5,"A",2.6,"percent",0.9,2.3829890851119,NA
"d7pCGcyjbWTZyaOtM2w1","reg",2,"fcED","G1948",4500000,"A",2126085,"count",2373915,4.65588076344606,NA
"TTdDRV6b7DxOANwKa3Hg","reg",2,"fcBA","C47",50,"C",104,"count",54,0.0370585704982099,NA
"TTdDRV6b7DxOANwKa3Hg","reg",2,"fcBA","M7949",12.5,"C",12.116,"million km2",0.384,-0.550840195763297,NA
