"subject_id","rc1_1_vs_rc2_5","rc1_2_vs_rc2_4","rc1_3_vs_rc2_7","rc1_4_vs_rc2_2","rc1_5_vs_rc2_6","rc1_6_vs_rc2_3","rc1_7_vs_rc2_1","a1_1_vs_a2_6","a1_2_vs_a2_5","a1_3_vs_a2_3","a1_4_vs_a2_1","a1_5_vs_a2_7","a1_6_vs_a2_2","a1_7_vs_a2_4","resistance_to_framing_score_mean","rp_a1_vs_rp_b1","rp_a2_vs_rp_b2","rp_a3_vs_rp_b3","rp_a4_vs_rp_b4","rp_a5_vs_rp_b5","rp_a6_vs_rp_b6","rp_a7_vs_rp_b7","rp_a8_vs_rp_b8","rp_a9_vs_rp_b9","rp_a10_vs_rp_b10","rp_a3_vs_rp_a6","rp_b3_vs_rp_b6","rp_a4_vs_rp_a7","rp_b4_vs_rp_b7","rp_a2_vs_rp_a9","rp_b2_vs_rp_b9","rp_a1_plus_rp_a10_equals_1","rp_b1_plus_rp_b10_equals_1","rp_a5_plus_rp_a8_equals_1","rp_b5_plus_rp_b8_equals_1","risk_perception_prop_consistent","dr1_C","dr2_D","dr3_C","dr4_None","dr5_A","dr6_E","dr7_E","dr8_A","dr8_C","dr9_A","dr9_D","dr9_E","dr10_C","dr10_D","dr10_E","dr_score_mean"
"GOQMVlwANYX2lSvvAvS4",3,1,2,0,0,2,1,1,2,4,1,0,1,0,1.28571428571429,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0.75,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0.6
"ZXZt7x4rQtyCuV68Yi6b",1,0,0,1,3,0,1,3,0,1,0,1,0,1,0.857142857142857,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.8
"ma3tSscD5k0uqSh5XnvX",2,1,1,2,1,3,1,1,0,2,3,1,0,0,1.28571428571429,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0.55,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0.6
"QTIBd0LPhjpEAg2t8jUc",4,0,0,3,0,2,0,0,0,2,1,0,1,0,0.928571428571429,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.7,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0.733333333333333
"Gp2PGuskkS8QiIdU2hkK",3,0,1,1,5,2,2,1,2,2,1,1,1,1,1.64285714285714,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.7,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0.6
"KDzeLpHMIZdjOc0PZs5d",1,3,0,2,1,3,0,3,0,2,0,1,1,2,1.35714285714286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0.6
"eNXtdvWDFDTA7Xrc5UTI",3,3,1,1,1,0,0,3,2,2,3,1,1,3,1.71428571428571,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0.8
"UTbnbzpfIOZKctb8UqP1",1,0,3,1,2,0,0,0,4,2,1,0,0,2,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.866666666666667
"fAPx69vDlA8qSfqNFaag",0,2,1,1,1,0,2,1,0,1,3,1,1,1,1.07142857142857,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.466666666666667
"I6zwRZqces67gSGlGpMl",2,1,0,1,0,0,0,1,2,0,1,0,1,1,0.714285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0.8
"mSclIp20483BS4ez5FbL",1,0,2,1,1,1,0,0,3,1,0,0,2,3,1.07142857142857,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.6,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0.733333333333333
"0x2cRlqKcXPG9u4HNEXL",0,1,1,1,3,0,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0.8
"nDejJ2gTwPGj389BaBsD",0,3,1,4,4,3,0,0,0,5,0,0,1,1,1.57142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0.866666666666667
"Sj53VnpD3hiHSfQ25VLN",1,0,0,1,2,1,0,3,2,1,0,0,0,1,0.857142857142857,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.65,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0.666666666666667
"CZuw9O4lHO9lFgor3kFU",1,2,1,1,1,0,2,4,0,2,0,0,4,0,1.28571428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0.8
"ZP9yL6PFVQSvSIC7bUee",2,2,2,1,2,1,1,1,2,2,1,0,2,2,1.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0.666666666666667
"FQCQhjkNqqJrCXXHGWyM",2,1,1,1,3,2,1,2,1,1,1,0,2,1,1.35714285714286,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0.75,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0.4
"xcMkFsNfZNXsd3qP1DVF",3,3,0,0,4,5,3,2,1,2,1,3,2,0,2.07142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.733333333333333
"EjsoVpqhWOiTqfeSVzaZ",0,2,2,3,1,0,2,2,0,0,1,0,1,1,1.07142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.933333333333333
"KdXV17I3V0fPvMAidxdb",2,1,1,0,1,0,2,1,0,1,0,1,1,0,0.785714285714286,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.933333333333333
"CAcC5hbZvjs1aY7hCZdQ",0,1,2,1,5,2,1,3,1,2,0,1,1,0,1.42857142857143,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.933333333333333
"J5eWb6Pq8mCfi5w5m4yC",3,3,2,2,0,1,1,1,2,0,1,1,1,0,1.28571428571429,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.7,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0.866666666666667
"zwOf6SigT5GZ65p2ohYu",1,2,1,0,1,1,4,2,0,2,0,1,0,1,1.14285714285714,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.6,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0.666666666666667
"sCZWBUoMXgVeR1I2vHPG",3,2,2,2,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0.75,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0.8
"y1JEIOJQJeheqJoGWlQ9",1,0,0,0,1,1,4,0,1,0,0,1,1,1,0.785714285714286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"QYSywlxUihOc0S6p7nNh",3,4,1,4,1,0,1,0,0,2,1,0,2,2,1.5,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.266666666666667
"VuUcRpAtYNI7G5o2tlz9",2,1,3,1,1,2,4,4,1,1,1,2,1,3,1.92857142857143,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0.7,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0.333333333333333
"J564sfvVKu6Jy0l0oC8i",0,3,3,0,3,2,1,1,1,0,2,1,3,0,1.42857142857143,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0.65,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0.6
"5KVDGaVVAHsiHJMjLWGH",1,0,2,1,0,2,2,1,1,1,0,0,1,1,0.928571428571429,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.75,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0.466666666666667
"R6U0YqqdHfgqkWkuCagF",2,0,2,1,0,1,2,0,0,3,0,1,1,0,0.928571428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0.6
"gYlhCVSj5pa1VFbFdicj",1,2,1,0,2,0,3,3,0,2,0,1,1,1,1.21428571428571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0.4
"srkAQIQzLKHWoGWrdXiz",1,1,1,0,3,3,2,1,0,0,0,0,1,2,1.07142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.866666666666667
"dFtCdZe11MFCIX3BYOtD",3,2,2,2,1,2,1,1,1,0,2,1,3,0,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0.6
"RIcuhrLt8BIs1le0DQl9",3,1,2,1,3,1,3,4,2,1,2,1,0,1,1.78571428571429,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.7,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0.4
"oORaDioQaRY9AiexTgt2",0,3,1,1,1,0,0,0,1,1,0,0,1,1,0.714285714285714,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.7,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0.866666666666667
"osEXywDfg2Ur8uPhCthR",1,0,3,0,3,0,2,2,0,3,1,1,1,1,1.28571428571429,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"EsnHWHltxFFWBvnaQ7wt",2,2,2,1,0,0,0,4,0,0,1,0,1,0,0.928571428571429,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0.7,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.933333333333333
"NfezsS2GPqZf3vUkvzDQ",5,1,1,1,1,0,4,0,1,0,2,1,0,2,1.35714285714286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0.733333333333333
"iJuHugYdAhBzELotbBWp",1,0,0,1,1,0,1,1,4,0,0,0,2,0,0.785714285714286,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0.55,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.866666666666667
"cbZLy4QLBgsjiiszHV4w",3,3,1,2,5,1,3,1,0,0,2,1,1,0,1.64285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.933333333333333
"ToeVsNlqNWNSypLVTqn4",1,1,4,0,0,2,3,2,0,3,2,0,1,3,1.57142857142857,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.75,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0.533333333333333
"tqhjQZRcZufpwFPq9bzC",2,2,1,1,2,1,3,2,1,1,1,1,3,1,1.57142857142857,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0.65,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0.6
"YO9ali8wQZwJc3ucK9MY",3,1,3,1,0,2,0,0,0,0,0,0,0,0,0.714285714285714,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"SmNqE40fAraVNqTIAae2",1,1,0,5,3,2,5,0,3,1,0,1,2,1,1.78571428571429,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.6,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0.4
"2t8eqhwiUfiSDnWfoHBW",0,0,1,2,5,4,3,1,1,0,2,0,0,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.866666666666667
"ViAOJ5c4xcmlicXktJDv",2,0,1,1,4,0,2,0,2,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.75,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0.6
"Czd635sdCxOALvFD51Dv",4,2,3,4,1,2,1,1,2,0,0,1,3,1,1.78571428571429,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0.65,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0.333333333333333
"VsGtKomxWScMg5NWV7la",2,1,2,1,3,3,0,4,0,1,1,0,2,2,1.57142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0.733333333333333
"3JAbXWzVHjOfIJvN5nIY",0,2,1,2,0,1,1,3,2,1,3,1,0,0,1.21428571428571,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.5,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0.666666666666667
"5gecmmusYQrR99UT4asY",0,1,1,2,0,1,1,0,4,0,2,1,0,2,1.07142857142857,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0.733333333333333
"59IvIpJNBTNdhP0pm9AL",1,0,2,2,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.866666666666667
"j3DeFL58jegIOcc4x1ND",2,3,1,0,0,1,0,2,1,1,0,0,3,1,1.07142857142857,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0.55,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0.8
"zwsDBXQLvSb1N8KuyQmf",4,1,1,1,2,1,0,0,0,0,1,0,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"adH08twQXGLnyHCi6ZEC",1,1,3,5,1,0,0,0,2,4,2,0,1,0,1.42857142857143,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.866666666666667
"gwfb91tqDWXbpOi8L2tf",3,1,1,2,0,2,2,1,0,1,1,1,1,0,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0.8
"catnqnqYkW0aj7DuBmRM",1,2,1,2,4,1,2,4,2,3,1,0,3,1,1.92857142857143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0.733333333333333
"fkOJ1NbnRk71F9aGqXWl",1,0,1,3,1,0,0,0,0,0,0,0,0,1,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0.666666666666667
"GWvg7NVGakvtiXu8z98w",1,1,2,1,1,2,1,2,2,1,2,1,0,0,1.21428571428571,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.75,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0.8
"mSyezlXPEYufS2qNT60f",1,2,2,1,1,0,2,4,0,1,2,1,2,2,1.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.933333333333333
"O0NYuwahmBnGRb5IPZGa",1,1,0,3,0,1,1,2,0,0,1,0,0,0,0.714285714285714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"lI4g85zoiUUhqmDuctZy",1,1,0,2,2,0,2,2,1,2,1,1,1,1,1.21428571428571,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0.6,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0.533333333333333
"UemMp9G7JW85v2e3Dgbl",1,1,3,2,2,2,0,2,2,0,1,0,1,1,1.28571428571429,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0.7,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.8
"wSixs1RYkv1efoymvtW1",1,1,2,3,1,2,3,1,0,1,0,1,0,1,1.21428571428571,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0.6,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0.733333333333333
"ASNPnjJhR3uNgopLHQ9Y",4,1,3,3,1,1,3,1,0,1,1,1,1,1,1.57142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0.666666666666667
"wzHelT4NEZJDvMIieAxe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0.666666666666667
"f0Qhy4BBQMm7haZW9njV",2,1,3,2,0,0,1,0,0,1,1,0,1,1,0.928571428571429,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.75,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0.333333333333333
"ZxO9B6Umeu90CwG7xIA5",1,2,3,2,1,0,0,0,1,1,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0.65,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0.533333333333333
"EjoIAEzk6UUhC7y9F0Ry",0,1,0,1,1,1,1,2,0,1,0,0,0,0,0.571428571428571,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cw1XsyeMghuuUJiSV9Qh",1,0,0,1,1,4,3,1,0,1,2,1,0,3,1.28571428571429,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0.8
"nEtoalBY0FuCldIuVyG8",3,1,0,2,0,0,1,3,2,0,0,1,0,2,1.07142857142857,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0.65,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0.8
"OFxLhD7SgOmQzJ2vnGcg",0,2,1,1,3,0,0,3,2,2,2,0,1,0,1.21428571428571,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0.6,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0.8
"6Q3RthfVul7PWNlhche0",4,0,3,3,0,1,3,3,0,0,2,1,3,0,1.64285714285714,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.65,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0.733333333333333
"9t9PlX7wfLMMjeei9kUa",1,1,0,0,1,1,2,1,1,4,1,1,1,0,1.07142857142857,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.65,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0.666666666666667
"ud0ctfBtDVNwiBGUTgWC",1,1,1,0,0,1,0,1,1,1,1,3,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.7,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0.266666666666667
"SwYoV379LawGLD0kqFcx",1,1,1,0,1,2,2,0,0,2,1,0,1,1,0.928571428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Yfk4ShUhELUtl9XwpgCa",2,1,1,0,4,0,1,1,1,1,0,0,2,1,1.07142857142857,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.75,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0.8
"QXS83CXvmp6zYnsLAuuG",3,3,2,2,4,1,3,2,0,0,1,1,1,3,1.85714285714286,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0.8
"Hy5g7Y3sJf9BcHPqEZ8p",1,1,2,2,0,1,0,1,2,1,2,0,0,0,0.928571428571429,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0.65,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0.733333333333333
"Z8vYqlN7AZH1XOE9fVW9",2,2,3,1,0,3,3,0,1,0,2,1,1,1,1.42857142857143,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0.55,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0.6
"TJns5NZcCMEwMuva3lvg",3,1,2,1,2,1,5,1,1,2,1,0,0,0,1.42857142857143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0.866666666666667
"u705XCN00NDookJAZSuU",1,0,0,2,0,3,5,0,0,0,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.866666666666667
"TqSddjjditUnblQcWfB3",1,3,0,2,0,2,3,3,2,0,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0.75,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0.6
"h4BsMeQIsxfUoLOaxX2M",1,0,0,3,3,2,1,1,1,1,0,1,1,2,1.21428571428571,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.933333333333333
"A8SHBz2S8Ui095L35Wjh",4,0,2,1,3,1,3,2,1,2,0,1,1,1,1.57142857142857,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.75,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0.6
"8AcDHk4eXDDaZAtdlBsu",0,1,1,4,3,2,4,3,1,0,1,0,4,0,1.71428571428571,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0.733333333333333
"LT2PWfa1d0t3mjn0w4KZ",4,3,3,5,5,3,5,1,3,3,3,3,0,2,3.07142857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0.666666666666667
"djnf7XA2hqEFdcudafsh",1,2,2,2,0,2,0,1,1,1,2,0,2,2,1.28571428571429,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0.533333333333333
"nvEdRy29lvIepo6irKSa",1,1,2,0,0,0,2,0,1,3,3,1,4,1,1.35714285714286,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0.6,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0.533333333333333
"iMajxXV06Xq7yz9G7h9l",2,0,1,1,2,2,1,1,0,2,0,0,1,0,0.928571428571429,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0.6,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0.6
"Xf5wK1xsRt5nKLDYQwop",1,1,2,3,1,0,2,0,4,0,0,0,0,1,1.07142857142857,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.866666666666667
"z9tcGvLAC8Xr8EQCj7MP",2,2,0,1,2,1,2,2,1,3,0,1,3,1,1.5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.75,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0.666666666666667
"vNUhkysUUHxRDi1a5BQ7",0,1,0,1,1,2,0,2,2,0,2,0,1,0,0.857142857142857,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0.6,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0.6
"t5fbyLOBsaQdFiNQyUea",0,1,1,1,0,0,1,1,2,1,0,1,1,1,0.785714285714286,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.933333333333333
"oaj9WvyKGTefrZ4v7rLm",4,2,1,2,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Es2GuFdquKQ4uWPOPXxX",1,0,2,2,3,1,2,1,1,1,0,0,1,1,1.14285714285714,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"GF9IyDN8pbWvTMVTucHY",0,0,0,0,0,1,0,0,0,2,1,0,0,0,0.285714285714286,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0.55,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0.933333333333333
"nNv1U7RDvAlO10CNVduv",1,3,3,1,3,1,1,0,1,2,1,1,3,1,1.57142857142857,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0.6,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0.666666666666667
