trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_cognitive_reflection,task_admc_a1,task_admc_rc2,task_admc_dr,task_bayesian_update_easy,task_bayesian_update_hard,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_time_series,task_leapfrog,task_raven_matrix,task_number_series,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,slider_start,slider_moved,admc_id,admc_response,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,y_axis_values,chart_height,func,direction,noise_condition,datapoints,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,list_id,ns_id,ns_response
html-keyboard-response,1052,4092450,0.0-23.0-8.0-2.0-1.36,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1053,4092539,0.0-23.0-8.0-2.0-0.37,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,87.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,2.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,200.0,210.0,A,,,,,
html-keyboard-response,1054,4093542,0.0-23.0-8.0-2.0-1.37,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1055,4094244,0.0-23.0-8.0-2.0-0.38,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,700.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,2.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,200.0,210.0,A,,,,,
html-keyboard-response,1056,4095247,0.0-23.0-8.0-2.0-1.38,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1057,4095402,0.0-23.0-8.0-2.0-0.39,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,153.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,2.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,200.0,210.0,A,,,,,
html-keyboard-response,1058,4096404,0.0-23.0-8.0-2.0-1.39,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1059,4096953,0.0-23.0-8.0-3.0-0.0,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,547.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1060,4097956,0.0-23.0-8.0-3.0-1.0,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1061,4098265,0.0-23.0-8.0-3.0-0.1,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,306.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1062,4099268,0.0-23.0-8.0-3.0-1.1,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1063,4099546,0.0-23.0-8.0-3.0-0.2,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,275.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1064,4100547,0.0-23.0-8.0-3.0-1.2,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1065,4100748,0.0-23.0-8.0-3.0-0.3,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,192.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1066,4101751,0.0-23.0-8.0-3.0-1.3,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1067,4102087,0.0-23.0-8.0-3.0-0.4,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,334.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1068,4103089,0.0-23.0-8.0-3.0-1.4,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1069,4103454,0.0-23.0-8.0-3.0-0.5,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,363.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,210.0,A,,,,,
html-keyboard-response,1070,4104455,0.0-23.0-8.0-3.0-1.5,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1071,4104865,0.0-23.0-8.0-3.0-0.6,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,408.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1072,4105867,0.0-23.0-8.0-3.0-1.6,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1073,4105937,0.0-23.0-8.0-3.0-0.7,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,68.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1074,4106939,0.0-23.0-8.0-3.0-1.7,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1075,4107641,0.0-23.0-8.0-3.0-0.8,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,700.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,210.0,A,,,,,
html-keyboard-response,1076,4108644,0.0-23.0-8.0-3.0-1.8,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1077,4108852,0.0-23.0-8.0-3.0-0.9,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,205.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1078,4109855,0.0-23.0-8.0-3.0-1.9,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1079,4110587,0.0-23.0-8.0-3.0-0.10,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,729.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1080,4111600,0.0-23.0-8.0-3.0-1.10,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1081,4111631,0.0-23.0-8.0-3.0-0.11,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,29.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1082,4112634,0.0-23.0-8.0-3.0-1.11,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1083,4112761,0.0-23.0-8.0-3.0-0.12,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,125.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,210.0,A,,,,,
html-keyboard-response,1084,4113763,0.0-23.0-8.0-3.0-1.12,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1085,4114244,0.0-23.0-8.0-3.0-0.13,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,479.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,133.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1086,4115247,0.0-23.0-8.0-3.0-1.13,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1087,4115436,0.0-23.0-8.0-3.0-0.14,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,188.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1088,4116439,0.0-23.0-8.0-3.0-1.14,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1089,4117268,0.0-23.0-8.0-3.0-0.15,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,827.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,False,3.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,,,,
html-keyboard-response,1090,4118270,0.0-23.0-8.0-3.0-1.15,bCsHIncu9vWXiEw3HSG9,33ff78,5,UXBCxBzfBs7sxUfAJxjKunDhka,nHh936ryugGBsflsZOcCPIWd25,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
