trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_graph_literacy,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_time_series,task_shipley_abstraction,task_admc_rc1,task_admc_a2,task_leapfrog,task_coherence_forecasting,task_impossible_question,task_admc_rp,task_shipley_vocab,task_bayesian_update_easy,task_bayesian_update_hard,response,custom_timer_ended_trial,interval_id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,stimulus,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,y_axis_values,chart_height,func,direction,noise_condition,datapoints,shipley_abstraction_score,slider_start,slider_moved,admc_id,admc_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,moved_sliders,cfs_id,cfs_response,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,question_order,shipley_vocabulary_score,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score
html-button-response,1216,6723715,0.0-33.0-7.0-0.0-0.19,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,5537.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,0,False,2845.0,,,,,,,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",False,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,aig,,,,3.0,4.0,"[40, 60]",blue,red,blue,['red'],"[['red'], ['blue'], ['blue'], ['blue']]",hard,0.0918075492531225
instructions,1217,6729682,0.0-33.0-7.0-0.0-1.19-0.19,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,"[{'page_index': 0, 'viewing_time': 5967}]",5967.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,,,False,2853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1218,6736490,0.0-33.0-7.0-0.0-0.20,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,6807.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,0,False,2855.0,,,,,,,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",False,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,aig,,,,4.0,0.0,"[30, 70]",red,blue,blue,['blue'],[],hard,0.1148488274796447
html-button-response,1219,6742493,0.0-33.0-7.0-0.0-0.21,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,6002.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,0,False,2863.0,,,,,,,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",False,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,aig,,,,4.0,1.0,"[30, 70]",red,blue,blue,['blue'],[['blue']],hard,0.0556557839554134
html-button-response,1220,6749047,0.0-33.0-7.0-0.0-0.22,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,6553.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,0,False,2872.0,,,,,,,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",False,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,aig,,,,4.0,2.0,"[30, 70]",red,blue,blue,['blue'],"[['blue'], ['blue']]",hard,0.0252739619266063
html-button-response,1221,6756003,0.0-33.0-7.0-0.0-0.23,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,6955.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,0,False,2883.0,,,,,,,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",False,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,aig,,,,4.0,3.0,"[30, 70]",red,blue,blue,['blue'],"[['blue'], ['blue'], ['blue']]",hard,0.0111161813006233
html-button-response,1222,6761480,0.0-33.0-7.0-0.0-0.24,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,5476.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,0,False,2894.0,,,,,,,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",False,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,aig,,,,4.0,4.0,"[30, 70]",red,blue,blue,['blue'],"[['blue'], ['blue'], ['blue'], ['blue']]",hard,0.0048183642802588
instructions,1223,6768349,0.0-33.0-7.0-0.0-1.24-0.24,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,"[{'page_index': 0, 'viewing_time': 6868}]",6868.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,,,False,2903.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1224,6776558,0.0-33.0-7.0-0.0-0.25,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,8207.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,0,False,2905.0,,,,,,,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",False,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,aig,,,,5.0,0.0,"[40, 60]",blue,red,blue,['red'],[],hard,0.1267517056391438
html-button-response,1225,6783312,0.0-33.0-7.0-0.0-0.26,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,6754.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,0,False,2913.0,,,,,,,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",False,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,aig,,,,5.0,1.0,"[40, 60]",blue,red,blue,['blue'],[['red']],hard,0.154150679827258
html-button-response,1226,6789603,0.0-33.0-7.0-0.0-0.27,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,6290.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,0,False,2921.0,,,,,,,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",False,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,aig,,,,5.0,2.0,"[40, 60]",blue,red,blue,['red'],"[['red'], ['blue']]",hard,0.1267517056391438
html-button-response,1227,6797321,0.0-33.0-7.0-0.0-0.28,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,7717.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,0,False,2929.0,,,,,,,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",False,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,aig,,,,5.0,3.0,"[40, 60]",blue,red,blue,['red'],"[['red'], ['blue'], ['red']]",hard,0.1000834585569823
html-button-response,1228,6804855,0.0-33.0-7.0-0.0-0.29,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,7533.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,0,False,2939.0,,,,,,,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",False,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,aig,,,,5.0,4.0,"[40, 60]",blue,red,blue,['red'],"[['red'], ['blue'], ['red'], ['red']]",hard,0.0760823064574394
instructions,1229,6807243,0.0-33.0-7.0-0.0-1.29-0.29,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,"[{'page_index': 0, 'viewing_time': 2388}]",2388.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,,,False,2947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1230,6819448,0.0-33.0-7.0-0.0-0.30,zKG5mSoyPstUeC99enq5,223301,3,JI0kypdQwT4vXupM8TZFF0byqQ,eaOEk3McF4IVo8kCi6u0Wsap5Z,1728.0,1001.0,,12204.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,0,False,2949.0,,,,,,,,,,,,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",False,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,aig,,,,6.0,0.0,"[40, 60]",blue,red,red,['red'],[],hard,0.1267517056391438
