view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_bayesian_update_easy,task_bayesian_update_hard,task_coherence_forecasting,task_time_series,task_impossible_question,task_admc_rc1,task_admc_rp,task_graph_literacy,task_admc_a2,task_leapfrog,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_shipley_abstraction,task_shipley_vocab,custom_timer_ended_trial,interval_id,stimulus,response,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,moved_sliders,cfs_id,cfs_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,slider_moved,id,question_text,answer_1,answer_2,correct_answer,correct,slider_start,admc_id,admc_response,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,shipley_abstraction_score,question_order,shipley_vocabulary_score
,,html-keyboard-response,1140,3586142,0.0-27.0-7.0-0.0-2.16,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1141,3586444,0.0-27.0-7.0-0.0-0.17,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1679.0,html-keyboard-response,1142,3588124,0.0-27.0-7.0-0.0-1.17,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2167.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,False,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.14,0.1,400.0,10.0,56.0,1.0,344.0,9.0,left,gold,,,
,,html-keyboard-response,1143,3589126,0.0-27.0-7.0-0.0-2.17,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1144,3589428,0.0-27.0-7.0-0.0-0.18,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1471.0,html-keyboard-response,1145,3590901,0.0-27.0-7.0-0.0-1.18,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2171.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,,False,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.13,0.2,400.0,10.0,52.0,2.0,348.0,8.0,right,silver,,,
,,html-keyboard-response,1146,3591903,0.0-27.0-7.0-0.0-2.18,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1147,3592204,0.0-27.0-7.0-0.0-0.19,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1235.0,html-keyboard-response,1148,3593441,0.0-27.0-7.0-0.0-1.19,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2174.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,False,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.11,0.1,400.0,10.0,44.0,1.0,356.0,9.0,left,silver,,,
,,html-keyboard-response,1149,3594447,0.0-27.0-7.0-0.0-2.19,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1150,3594749,0.0-27.0-7.0-0.0-0.20,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,994.0,html-keyboard-response,1151,3595745,0.0-27.0-7.0-0.0-1.20,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2177.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,,False,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.04,0.1,400.0,10.0,16.0,1.0,384.0,9.0,right,silver,,,
,,html-keyboard-response,1152,3596746,0.0-27.0-7.0-0.0-2.20,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1153,3597047,0.0-27.0-7.0-0.0-0.21,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1521.0,html-keyboard-response,1154,3598571,0.0-27.0-7.0-0.0-1.21,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2180.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,,False,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.16,0.2,400.0,10.0,64.0,2.0,336.0,8.0,right,silver,,,
,,html-keyboard-response,1155,3599573,0.0-27.0-7.0-0.0-2.21,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1156,3599876,0.0-27.0-7.0-0.0-0.22,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1490.0,html-keyboard-response,1157,3601367,0.0-27.0-7.0-0.0-1.22,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2183.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,False,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.2199999999999999,0.3,400.0,10.0,88.0,3.0,312.0,7.0,left,silver,,,
,,html-keyboard-response,1158,3602368,0.0-27.0-7.0-0.0-2.22,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1159,3602670,0.0-27.0-7.0-0.0-0.23,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1570.0,html-keyboard-response,1160,3604242,0.0-27.0-7.0-0.0-1.23,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2187.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,,False,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.06,0.1,400.0,10.0,24.0,1.0,376.0,9.0,right,gold,,,
,,html-keyboard-response,1161,3605249,0.0-27.0-7.0-0.0-2.23,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1162,3605550,0.0-27.0-7.0-0.0-0.24,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1642.0,html-keyboard-response,1163,3607194,0.0-27.0-7.0-0.0-1.24,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2191.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,,False,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.3,0.37,10.0,400.0,3.0,148.0,7.0,252.0,right,silver,,,
,,html-keyboard-response,1164,3608197,0.0-27.0-7.0-0.0-2.24,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1165,3608498,0.0-27.0-7.0-0.0-0.25,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1904.0,html-keyboard-response,1166,3610404,0.0-27.0-7.0-0.0-1.25,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2194.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,False,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.2,0.14,10.0,400.0,2.0,56.0,8.0,344.0,left,gold,,,
,,html-keyboard-response,1167,3611406,0.0-27.0-7.0-0.0-2.25,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1168,3611708,0.0-27.0-7.0-0.0-0.26,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1067.0,html-keyboard-response,1169,3612777,0.0-27.0-7.0-0.0-1.26,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,2198.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,,False,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.13,0.1,400.0,10.0,52.0,1.0,348.0,9.0,left,silver,,,
,,html-keyboard-response,1170,3613778,0.0-27.0-7.0-0.0-2.26,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,1171,3614079,0.0-27.0-7.0-0.0-0.27,fVHHTZLFRLllmKkI5FbQ,223301,5,xMBVMPWuuUIFTb91d84s9m1jNd,im6CdjrKtZOKzXxRMJP6vlYs4D,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
