trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc2,task_cognitive_reflection,task_leapfrog,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_admc_a1,task_bayesian_update_easy,task_bayesian_update_hard,task_time_series,task_admc_dr,task_raven_matrix,task_number_series,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,y_axis_values,chart_height,func,direction,noise_condition,datapoints,list_id,ns_id,ns_response
survey-html-form,1006,1853750,0.0-17.0-4.0-0.0-0.23,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,15367.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,1287.0,,,"{'GK_13': '1', 'GK_13_slider': '100'}",True,,,,,,,,,,,False,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,1.0,100.0,GK_13,Melting point is the temperature at which solids:,Melt in liquids,Evaporate into gases,1.0,aig_B,True,,,,,,,,,,,,,,,,,,,
html-button-response,1007,1856028,0.0-17.0-4.0-0.0-1.23,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,2276.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,1288.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 24/30 questions completed. 61% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,1008,1868770,0.0-17.0-4.0-0.0-0.24,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,12740.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,1289.0,,,"{'IQ_14': '1', 'IQ_14_slider': '100'}",True,,,,,,,,,,,False,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,1.0,100.0,IQ_14,What's the main purpose of a Tantrigon device?,To communicate with other dimensions,To teleport through space,3.0,aig_B,False,,,,,,,,,,,,,,,,,,,
html-button-response,1009,1870428,0.0-17.0-4.0-0.0-1.24,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,1657.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,1290.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 25/30 questions completed. 58% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,1010,1881627,0.0-17.0-4.0-0.0-0.25,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,11197.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,1291.0,,,"{'GK_58': '2', 'GK_58_slider': '100'}",True,,,,,,,,,,,False,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,2.0,100.0,GK_58,What light-sensitive cells in the eye detect colors?,Cones,Rods,1.0,aig_B,False,,,,,,,,,,,,,,,,,,,
html-button-response,1011,1883012,0.0-17.0-4.0-0.0-1.25,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,1383.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,1292.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 26/30 questions completed. 55% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,1012,1898451,0.0-17.0-4.0-0.0-0.26,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,15436.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,1293.0,,,"{'GK_41': '2', 'GK_41_slider': '59'}",True,,,,,,,,,,,False,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,2.0,59.0,GK_41,Which comes closest in meaning to the following word? Zephyr,Breeze,Tide,1.0,aig_B,False,,,,,,,,,,,,,,,,,,,
html-button-response,1013,1899594,0.0-17.0-4.0-0.0-1.26,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,1141.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,1294.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 27/30 questions completed. 52% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,1014,1907605,0.0-17.0-4.0-0.0-0.27,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,8010.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,1295.0,,,"{'GK_12': '2', 'GK_12_slider': '100'}",True,,,,,,,,,,,False,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,2.0,100.0,GK_12,Psychology is used to study the life cycle of animals and plants,True,False,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,
html-button-response,1015,1909073,0.0-17.0-4.0-0.0-1.27,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,1467.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,1296.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 28/30 questions completed. 55% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,1016,1915122,0.0-17.0-4.0-0.0-0.28,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,6047.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,1297.0,,,"{'GK_37': '2', 'GK_37_slider': '100'}",True,,,,,,,,,,,False,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,2.0,100.0,GK_37,Which champion boxer had the birth name Cassius Clay?,Mike Tyson,Muhammed Ali,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,
html-button-response,1017,1916800,0.0-17.0-4.0-0.0-1.28,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,1677.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,1298.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 29/30 questions completed. 57% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,1018,1926301,0.0-17.0-4.0-0.0-0.29,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,9500.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,1299.0,,,"{'GK_81': '2', 'GK_81_slider': '100'}",True,,,,,,,,,,,False,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,2.0,100.0,GK_81,"If you are standing on the Equator, your approximate rotational speed is:","Less than 1,000 km/h",Greater than 1000 km/h,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,
html-button-response,1019,1927685,0.0-17.0-4.0-0.0-1.29,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,1382.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,1300.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 30/30 questions completed. 58% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1020,1927686,0.0-17.0-5.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1021,1927687,0.0-17.0-6.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1022,1927690,0.0-17.0-8.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,async_data_save,,Impossible Question__completed,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1023,1927848,0.0-19.0-1.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,1024,1936676,0.0-19.0-2.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,"[{'page_index': 0, 'viewing_time': 8826}]",8826.0,,,,,,,,,,,,admc_a1_instructions,,,,,,,,,,,,,,,,,,False,1302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1025,1936677,0.0-19.0-3.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,1026,1958416,0.0-19.0-4.0-0.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,21735.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,1303.0,"<p><b>Problem</b></p>
                                <p>Imagine that a type of condom has a 95% success rate. That is, if you have sex with someone who has the AIDS virus, there is a 95% chance that this type of condom will prevent you from being exposed to the AIDS virus.</p>
                                <p>Should the government allow this type of condom to be advertised as ""an effective method for lowering the risk of AIDS""?</p>",1.0,1,True,a1_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,1027,1975509,0.0-19.0-4.0-0.1,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,17090.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,1304.0,"<p><b>Problem</b></p>
                                <p>Imagine the following situation. You are entertaining a special friend by inviting them for dinner. You are making your favorite lasagna dish with ground beef. Your roommate goes to the grocery store and purchases a package of ground beef for you. The label says 80% lean ground beef.</p>
                                <p>What's your evaluation of the quality of this ground beef?</p>",1.0,3,True,a1_2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,1028,1999937,0.0-19.0-4.0-0.2,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,24426.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,1305.0,"<p><b>Problem</b></p>
                                <p>In a recent confidential survey completed by graduating seniors, 35% of those completing the survey stated that they had never cheated during their college career.</p>
                                <p>Considering the results of the survey, how would you rate the incidence of cheating at your university?</p>",1.0,4,True,a1_3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,1029,2033261,0.0-19.0-4.0-0.3,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,33324.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,1306.0,"<p><b>Problem</b></p>
                                <p>As R&D manager, one of your project teams has come to you requesting an additional $100,000 in funds for a project you instituted several months ago. The project is already behind schedule and over budget, but the team still believes it can be successfully completed. You currently have $500,000 remaining in your budget unallocated, but which must carry you for the rest of the fiscal year. Lowering the balance by an additional $100,000 might jeopardize flexibility to respond to other opportunities.</p>
                                <p>Evaluating the situation, you believe there is a fair chance the project will not succeed, in which case the additional funding would be lost; if successful, however, the money would be well spent. You also noticed that of the projects undertaken by this team, 30 of the last 50 have been successful.</p>
                                <p>What is the likelihood you would fund the request?</p>",1.0,2,True,a1_4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,1030,2057226,0.0-19.0-4.0-0.4,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,23963.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,1307.0,"<p><b>Problem</b></p>
                                <p>Suppose a student got 90% correct in the mid-term exam and 70% correct in the final-term exam, what would be your evaluations of this student's performance?</p>",1.0,4,True,a1_5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,1031,2077995,0.0-19.0-4.0-0.5,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,20766.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,1308.0,"<p><b>Problem</b></p>
                                <p>Imagine that a woman parked illegally. After talking to her, you believe that there is a 20% chance that she did not know she parked illegally.</p>
                                <p>With this in mind, how much of a fine do you believe this woman deserves?</p>",1.0,5,True,a1_6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,1032,2090998,0.0-19.0-4.0-0.6,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,13001.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,False,1309.0,"<p><b>Problem</b></p>
                                <p>Imagine that a new technique has been developed to treat a particular kind of cancer. This technique has a 50% chance of success, and is available at the local hospital.</p>
                                <p>A member of your immediate family is a patient at the local hospital with this kind of cancer. Would you encourage him or her to undergo treatment using this technique?</p>",1.0,6,True,a1_7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1033,2090999,0.0-19.0-5.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1034,2091000,0.0-19.0-6.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1035,2091003,0.0-19.0-8.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing A1__completed,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,1036,2098811,0.0-20.0-0.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,"[{'page_index': 0, 'viewing_time': 7806}]",7807.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1037,2098813,0.0-21.0-0.0-0.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1038,2098966,0.0-21.0-1.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,1039,2137914,0.0-21.0-2.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,"[{'page_index': 0, 'viewing_time': 16957}, {'page_index': 1, 'viewing_time': 21990}]",38947.0,,,,,,,,,,,,bayesian_update_general_instructions,,,,,,,,,,,,,,,,,,False,1312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,1040,2137916,0.0-21.0-3.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,1041,2141237,0.0-21.0-4.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,"[{'page_index': 0, 'viewing_time': 3320}]",3320.0,,,,,,,,,,,,bayesian_update_pt_trials_instructions,,,,,,,,,,,,,,,,,,False,1313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,1042,2154519,0.0-21.0-5.0-0.0-0.0,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,13279.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1314.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,,,,,,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,aig,,0.0,0.0,"[40, 60]",blue,red,red,['red'],[],easy,1.060871960685263,,,,,,,,,
html-button-response,1043,2167711,0.0-21.0-5.0-0.0-0.1,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,13188.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1320.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,,,,,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,aig,,0.0,1.0,"[40, 60]",blue,red,red,['red'],[['red']],easy,0.5389965007326875,,,,,,,,,
html-button-response,1044,2180244,0.0-21.0-5.0-0.0-0.2,s9BvYB9WoYKvSNkimmdv,33ff78,3,DR15haz5pDHaKSHI8PaVezPO62,Z0EfCyJaRSJwcdoXKvo78bdfmK,1366.0,768.0,,12532.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1326.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,,,,,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,aig,,0.0,2.0,"[40, 60]",blue,red,red,['blue'],"[['red'], ['red']]",easy,0.5451503663070653,,,,,,,,,
