trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a2,task_bayesian_update_easy,task_bayesian_update_hard,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_shipley_abstraction,task_admc_rc1,task_time_series,task_graph_literacy,task_shipley_vocab,task_leapfrog,task_coherence_forecasting,task_admc_rp,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,shipley_abstraction_score,y_axis_values,chart_height,func,direction,noise_condition,datapoints,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,question_order,shipley_vocabulary_score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,moved_sliders,cfs_id,cfs_response
html-keyboard-response,805,4756969,0.0-29.0-5.0-6.0-0.14,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,52.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,True,3.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,150.0,140.0,A,,,,,
html-keyboard-response,806,4757972,0.0-29.0-5.0-6.0-1.14,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,807,4758216,0.0-29.0-5.0-6.0-0.15,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,243.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,3.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,150.0,150.0,B,,,,,
html-keyboard-response,808,4759217,0.0-29.0-5.0-6.0-1.15,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,809,4759529,0.0-29.0-5.0-6.0-0.16,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,311.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,3.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,150.0,150.0,B,,,,,
html-keyboard-response,810,4760531,0.0-29.0-5.0-6.0-1.16,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,811,4760832,0.0-29.0-5.0-6.0-0.17,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,300.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowright,,,,,True,3.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,150.0,150.0,B,,,,,
html-keyboard-response,812,4761835,0.0-29.0-5.0-6.0-1.17,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,813,4762359,0.0-29.0-5.0-6.0-0.18,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,524.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,True,3.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,150.0,160.0,A,,,,,
html-keyboard-response,814,4763361,0.0-29.0-5.0-6.0-1.18,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>160</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,815,4763702,0.0-29.0-5.0-6.0-0.19,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,340.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,arrowleft,,,,,True,3.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,150.0,160.0,A,,,,,
html-keyboard-response,816,4764703,0.0-29.0-5.0-6.0-1.19,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>160</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,817,4773069,0.0-29.0-6.0-0.0,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,8364.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,,False,1409.0,,,{'prediction': '3'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,3.0,,,
instructions,818,4802802,0.0-29.0-7.0,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,"[{'page_index': 0, 'viewing_time': 29732}]",29732.0,,,,,,,,,,,,leapfrog_test_trials_instructions,,,,,,,,,,,,,,,,,,,False,1410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,819,4803464,0.0-29.0-8.0-0.0-0.0,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,661.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,,,,
html-keyboard-response,820,4804467,0.0-29.0-8.0-0.0-1.0,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,821,4804868,0.0-29.0-8.0-0.0-0.1,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,400.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,,,,
html-keyboard-response,822,4805870,0.0-29.0-8.0-0.0-1.1,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,823,4806194,0.0-29.0-8.0-0.0-0.2,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,323.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,20.0,A,,,,,
html-keyboard-response,824,4807196,0.0-29.0-8.0-0.0-1.2,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,825,4807482,0.0-29.0-8.0-0.0-0.3,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,285.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,
html-keyboard-response,826,4808485,0.0-29.0-8.0-0.0-1.3,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,827,4808728,0.0-29.0-8.0-0.0-0.4,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,242.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,
html-keyboard-response,828,4809730,0.0-29.0-8.0-0.0-1.4,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,829,4810032,0.0-29.0-8.0-0.0-0.5,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,301.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,
html-keyboard-response,830,4811034,0.0-29.0-8.0-0.0-1.5,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,831,4811269,0.0-29.0-8.0-0.0-0.6,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,235.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,20.0,A,,,,,
html-keyboard-response,832,4812272,0.0-29.0-8.0-0.0-1.6,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,833,4812535,0.0-29.0-8.0-0.0-0.7,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,262.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,
html-keyboard-response,834,4813537,0.0-29.0-8.0-0.0-1.7,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,835,4813845,0.0-29.0-8.0-0.0-0.8,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,307.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,
html-keyboard-response,836,4814847,0.0-29.0-8.0-0.0-1.8,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,837,4814875,0.0-29.0-8.0-0.0-0.9,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,27.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,
html-keyboard-response,838,4815877,0.0-29.0-8.0-0.0-1.9,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,839,4816201,0.0-29.0-8.0-0.0-0.10,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,324.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,
html-keyboard-response,840,4817203,0.0-29.0-8.0-0.0-1.10,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,841,4817498,0.0-29.0-8.0-0.0-0.11,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,294.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,False,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,
html-keyboard-response,842,4818499,0.0-29.0-8.0-0.0-1.11,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,843,4818792,0.0-29.0-8.0-0.0-0.12,icpRmmer8RMDjezeZ9hd,223301,3,BynFm7Ut3voAkgNYMeyulvNvSW,GDXQa4xQndpXOELYsTYZroE3CH,1280.0,765.0,,293.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,False,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,30.0,B,,,,,
