view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_bayesian_update_easy,task_bayesian_update_hard,task_leapfrog,task_cognitive_reflection,task_admc_dr,task_admc_rc2,task_number_series,task_time_series,task_admc_a1,task_raven_matrix,custom_timer_ended_trial,interval_id,response,response_choice,response_slider,slider_moved,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,stimulus,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,admc_id,admc_response,slider_start,ns_id,ns_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints,list_id
,,html-keyboard-response,659,3237879,0.0-15.0-5.0-4.0-0.0,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,,,True,2.0,40.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,660,3238880,0.0-15.0-5.0-4.0-1.0,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,369.0,html-keyboard-response,661,3239250,0.0-15.0-5.0-4.0-0.1,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,41.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,662,3240254,0.0-15.0-5.0-4.0-1.1,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,313.0,html-keyboard-response,663,3240567,0.0-15.0-5.0-4.0-0.2,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,42.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,664,3241568,0.0-15.0-5.0-4.0-1.2,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,255.0,html-keyboard-response,665,3241823,0.0-15.0-5.0-4.0-0.3,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,43.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,80.0,A,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,666,3242825,0.0-15.0-5.0-4.0-1.3,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100.0,html-keyboard-response,667,3242926,0.0-15.0-5.0-4.0-0.4,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,44.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,668,3243928,0.0-15.0-5.0-4.0-1.4,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,200.0,html-keyboard-response,669,3244128,0.0-15.0-5.0-4.0-0.5,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,45.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,670,3245130,0.0-15.0-5.0-4.0-1.5,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61.0,html-keyboard-response,671,3245192,0.0-15.0-5.0-4.0-0.6,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,46.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,672,3246194,0.0-15.0-5.0-4.0-1.6,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62.0,html-keyboard-response,673,3246257,0.0-15.0-5.0-4.0-0.7,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,47.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,80.0,A,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,674,3247259,0.0-15.0-5.0-4.0-1.7,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64.0,html-keyboard-response,675,3247324,0.0-15.0-5.0-4.0-0.8,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,48.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,676,3248325,0.0-15.0-5.0-4.0-1.8,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12.0,html-keyboard-response,677,3248338,0.0-15.0-5.0-4.0-0.9,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,49.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,678,3249339,0.0-15.0-5.0-4.0-1.9,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,105.0,html-keyboard-response,679,3249450,0.0-15.0-5.0-4.0-0.10,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,50.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90.0,90.0,B,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,680,3250452,0.0-15.0-5.0-4.0-1.10,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,561.0,html-keyboard-response,681,3251015,0.0-15.0-5.0-4.0-0.11,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,51.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.0,100.0,A,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,682,3252016,0.0-15.0-5.0-4.0-1.11,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,371.0,html-keyboard-response,683,3252387,0.0-15.0-5.0-4.0-0.12,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,52.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,120.0,A,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,684,3253389,0.0-15.0-5.0-4.0-1.12,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,392.0,html-keyboard-response,685,3253781,0.0-15.0-5.0-4.0-0.13,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,53.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,120.0,A,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,686,3254783,0.0-15.0-5.0-4.0-1.13,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,467.0,html-keyboard-response,687,3255251,0.0-15.0-5.0-4.0-0.14,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,54.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,120.0,A,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,688,3256252,0.0-15.0-5.0-4.0-1.14,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,207.0,html-keyboard-response,689,3256460,0.0-15.0-5.0-4.0-0.15,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,55.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,120.0,A,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,690,3257461,0.0-15.0-5.0-4.0-1.15,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,209.0,html-keyboard-response,691,3257671,0.0-15.0-5.0-4.0-0.16,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,56.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,110.0,B,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,692,3258688,0.0-15.0-5.0-4.0-1.16,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,275.0,html-keyboard-response,693,3258963,0.0-15.0-5.0-4.0-0.17,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,57.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,120.0,A,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,694,3259965,0.0-15.0-5.0-4.0-1.17,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,80.0,html-keyboard-response,695,3260052,0.0-15.0-5.0-4.0-0.18,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,,True,2.0,58.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,120.0,A,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,696,3261060,0.0-15.0-5.0-4.0-1.18,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,205.0,html-keyboard-response,697,3261265,0.0-15.0-5.0-4.0-0.19,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,,True,2.0,59.0,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,130.0,130.0,B,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,698,3262267,0.0-15.0-5.0-4.0-1.19,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6291.0,survey-html-form,699,3268558,0.0-15.0-5.0-5.0-0.0-0.0,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,False,1251.0,{'prediction': '6'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,,,,,,,,,,,,,,,,,,,,
,1781.0,html-keyboard-response,700,3270340,0.0-15.0-5.0-5.0-0.0-1.0,Mtt1LXmZWBninK3ggSK5,33ff78,5,BMYWb7wq4628VWaiFfTRUNQ0vY,0GevTIoiFsqj0FlRUW8iVD5pLI,,,,,,,,,,,,,,pt_trial_after_interblock,,,,,,,,,,,,,,,,,,False,1252.0, ,,,,,,,,,,,,,,"<p>Now, please <b>place your right hand on the left and right arrow keys</b>.</p>
                            <p><i>Press the <b>spacebar</b> with your left hand whenever you are ready to continue!</i></p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
