trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a1,task_time_series,task_admc_rc2,task_impossible_question,task_raven_matrix,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_leapfrog,task_cognitive_reflection,task_number_series,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_dr,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,question_order,list_id,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score
html-keyboard-response,328,427101,0.0-15.0-7.0-0.0-1.37,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,1266.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,378.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,False,0.0,37.0,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.17,0.1,400.0,10.0,68.0,1.0,332.0,9.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,329,428102,0.0-15.0-7.0-0.0-2.37,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,330,428405,0.0-15.0-7.0-0.0-0.38,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,331,429218,0.0-15.0-7.0-0.0-1.38,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,808.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,381.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,38.0,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.2,0.21,10.0,400.0,2.0,84.0,8.0,316.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,332,430221,0.0-15.0-7.0-0.0-2.38,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,333,430540,0.0-15.0-7.0-0.0-0.39,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,334,431808,0.0-15.0-7.0-0.0-1.39,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,1262.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,384.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,False,0.0,39.0,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.26,0.2,400.0,10.0,104.0,2.0,296.0,8.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,335,432810,0.0-15.0-7.0-0.0-2.39,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,336,433113,0.0-15.0-7.0-0.0-0.40,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,337,434226,0.0-15.0-7.0-0.0-1.40,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,1107.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,387.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,40.0,,,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.2,0.28,10.0,400.0,2.0,112.0,8.0,288.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,338,435229,0.0-15.0-7.0-0.0-2.40,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,339,435531,0.0-15.0-7.0-0.0-0.41,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,340,438000,0.0-15.0-7.0-0.0-1.41,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,2463.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,390.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,False,0.0,41.0,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.3,0.28,10.0,400.0,3.0,112.0,7.0,288.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,341,439003,0.0-15.0-7.0-0.0-2.41,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,342,439305,0.0-15.0-7.0-0.0-0.42,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,343,440263,0.0-15.0-7.0-0.0-1.42,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,950.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,393.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,42.0,,,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.2,0.17,10.0,400.0,2.0,68.0,8.0,332.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,344,441288,0.0-15.0-7.0-0.0-2.42,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,345,441590,0.0-15.0-7.0-0.0-0.43,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,346,442541,0.0-15.0-7.0-0.0-1.43,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,945.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,396.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,False,0.0,43.0,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.02,0.1,400.0,10.0,8.0,1.0,392.0,9.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,347,443544,0.0-15.0-7.0-0.0-2.43,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,348,443847,0.0-15.0-7.0-0.0-0.44,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,349,445892,0.0-15.0-7.0-0.0-1.44,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,2039.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,399.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,False,0.0,44.0,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.04,0.1,400.0,10.0,16.0,1.0,384.0,9.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,350,446894,0.0-15.0-7.0-0.0-2.44,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,351,447197,0.0-15.0-7.0-0.0-0.45,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,352,448867,0.0-15.0-7.0-0.0-1.45,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,1664.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,402.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,45.0,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.12,0.2,400.0,10.0,48.0,2.0,352.0,8.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,353,449869,0.0-15.0-7.0-0.0-2.45,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,354,450172,0.0-15.0-7.0-0.0-0.46,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,355,451150,0.0-15.0-7.0-0.0-1.46,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,972.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,406.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,False,0.0,46.0,,,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.1,0.06,10.0,400.0,1.0,24.0,9.0,376.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,356,452172,0.0-15.0-7.0-0.0-2.46,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,357,452474,0.0-15.0-7.0-0.0-0.47,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,358,453342,0.0-15.0-7.0-0.0-1.47,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,866.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,409.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowright,,,,,,False,0.0,47.0,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.27,0.2,400.0,10.0,108.0,2.0,292.0,8.0,right,gold,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,359,454344,0.0-15.0-7.0-0.0-2.47,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,360,454348,0.0-15.0-8.0,MUe7xZKzTix8JJXQ0oPT,33ff78,5,Qp5qP8pvKl2uFErj1WWDUXfPU2,nslWkvDq2BdKMim2VKkHyMfTGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
