trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_number_series,task_time_series,task_raven_matrix,task_admc_a1,task_impossible_question,task_bayesian_update_easy,task_bayesian_update_hard,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_dr,task_cognitive_reflection,task_leapfrog,task_admc_rc2,custom_timer_ended_trial,interval_id,response,ns_id,ns_response,stimulus,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,question_order,list_id,correct_answer,correct,slider_start,slider_moved,admc_id,admc_response,response_choice,response_slider,id,question_text,answer_1,answer_2,aig_version,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction
html-keyboard-response,917,4407210,0.0-29.0-8.0-0.0-1.14,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,918,4407607,0.0-29.0-8.0-0.0-0.15,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,393.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,30.0,A,,
html-keyboard-response,919,4408610,0.0-29.0-8.0-0.0-1.15,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,920,4408938,0.0-29.0-8.0-0.0-0.16,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,326.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,40.0,B,,
html-keyboard-response,921,4409941,0.0-29.0-8.0-0.0-1.16,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,922,4410282,0.0-29.0-8.0-0.0-0.17,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,338.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,40.0,B,,
html-keyboard-response,923,4411287,0.0-29.0-8.0-0.0-1.17,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,924,4411647,0.0-29.0-8.0-0.0-0.18,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,356.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,40.0,B,,
html-keyboard-response,925,4412650,0.0-29.0-8.0-0.0-1.18,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,926,4412986,0.0-29.0-8.0-0.0-0.19,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,331.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,40.0,B,,
html-keyboard-response,927,4413994,0.0-29.0-8.0-0.0-1.19,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,928,4414867,0.0-29.0-8.0-0.0-0.20,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,869.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,50.0,A,,
html-keyboard-response,929,4415902,0.0-29.0-8.0-0.0-1.20,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,930,4416245,0.0-29.0-8.0-0.0-0.21,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,339.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,50.0,A,,
html-keyboard-response,931,4417250,0.0-29.0-8.0-0.0-1.21,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,932,4417582,0.0-29.0-8.0-0.0-0.22,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,327.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,50.0,A,,
html-keyboard-response,933,4418589,0.0-29.0-8.0-0.0-1.22,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,934,4418948,0.0-29.0-8.0-0.0-0.23,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,356.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,40.0,B,,
html-keyboard-response,935,4419953,0.0-29.0-8.0-0.0-1.23,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,936,4420942,0.0-29.0-8.0-0.0-0.24,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,985.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,50.0,A,,
html-keyboard-response,937,4421946,0.0-29.0-8.0-0.0-1.24,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,938,4422021,0.0-29.0-8.0-0.0-0.25,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,72.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,40.0,B,,
html-keyboard-response,939,4423025,0.0-29.0-8.0-0.0-1.25,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,940,4423920,0.0-29.0-8.0-0.0-0.26,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,889.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,50.0,A,,
html-keyboard-response,941,4424925,0.0-29.0-8.0-0.0-1.26,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,942,4425300,0.0-29.0-8.0-0.0-0.27,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,350.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,60.0,50.0,A,,
html-keyboard-response,943,4426304,0.0-29.0-8.0-0.0-1.27,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,944,4426341,0.0-29.0-8.0-0.0-0.28,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,35.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,60.0,60.0,B,,
html-keyboard-response,945,4427345,0.0-29.0-8.0-0.0-1.28,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,946,4428181,0.0-29.0-8.0-0.0-0.29,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,834.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,60.0,60.0,B,,
html-keyboard-response,947,4429185,0.0-29.0-8.0-0.0-1.29,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,948,4429523,0.0-29.0-8.0-0.0-0.30,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,334.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,60.0,60.0,B,,
html-keyboard-response,949,4430527,0.0-29.0-8.0-0.0-1.30,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,950,4430853,0.0-29.0-8.0-0.0-0.31,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,321.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,60.0,60.0,B,,
html-keyboard-response,951,4431858,0.0-29.0-8.0-0.0-1.31,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,952,4432284,0.0-29.0-8.0-0.0-0.32,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,422.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,60.0,50.0,A,,
html-keyboard-response,953,4433288,0.0-29.0-8.0-0.0-1.32,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,954,4433964,0.0-29.0-8.0-0.0-0.33,TnkZ3dTyO65eSD5NNCjV,33ff78,5,rMtTjLy9sYeDUvoWsIzHhIoemd,Ufx0MR5qjq63me9ovvPsgr1C7h,1280.0,720.0,,672.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,60.0,60.0,B,,
