trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_raven_matrix,task_admc_a1,task_admc_rc2,task_admc_dr,task_leapfrog,task_number_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_cognitive_reflection,task_bayesian_update_easy,task_bayesian_update_hard,task_time_series,custom_timer_ended_trial,interval_id,response,question_order,pt_trial,block,trial,list_id,stimulus,correct_answer,correct,slider_start,slider_moved,admc_id,admc_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,ns_id,ns_response,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,response_slider,id,question_text,answer_1,answer_2,aig_version,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,y_axis_values,chart_height,func,direction,noise_condition,datapoints
instructions,492,970059,0.0-23.0-7.0-0.0-1.29-0.29,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,"[{'page_index': 0, 'viewing_time': 3474}]",3475.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,False,713.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,493,977929,0.0-23.0-7.0-0.0-0.30,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,7866.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,714.0,0,,False,0.0,30.0,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,aig,,,,,,,,6.0,0.0,"[30, 70]",blue,red,blue,['blue'],[],easy,1.838664618701716,,,,,,
html-button-response,494,982444,0.0-23.0-7.0-0.0-0.31,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,4510.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,720.0,0,,False,0.0,31.0,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,aig,,,,,,,,6.0,1.0,"[30, 70]",blue,red,blue,['blue'],[['blue']],easy,2.754741728614721,,,,,,
html-button-response,495,990609,0.0-23.0-7.0-0.0-0.32,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,8161.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,726.0,0,,False,0.0,32.0,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,aig,,,,,,,,6.0,2.0,"[30, 70]",blue,red,blue,['red'],"[['blue'], ['blue']]",easy,2.082485684061064,,,,,,
html-button-response,496,999008,0.0-23.0-7.0-0.0-0.33,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,8392.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,732.0,0,,False,0.0,33.0,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,aig,,,,,,,,6.0,3.0,"[30, 70]",blue,red,blue,['blue'],"[['blue'], ['blue'], ['red']]",easy,2.730687652461183,,,,,,
html-button-response,497,1004056,0.0-23.0-7.0-0.0-0.34,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,5046.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,738.0,0,,False,0.0,34.0,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,aig,,,,,,,,6.0,4.0,"[30, 70]",blue,red,blue,['red'],"[['blue'], ['blue'], ['red'], ['blue']]",easy,2.032921526044943,,,,,,
instructions,498,1005522,0.0-23.0-7.0-0.0-1.34-0.34,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,"[{'page_index': 0, 'viewing_time': 1461}]",1462.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,False,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,499,1010183,0.0-23.0-7.0-0.0-0.35,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,4658.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,745.0,0,,False,0.0,35.0,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,aig,,,,,,,,7.0,0.0,"[30, 70]",blue,red,red,['red'],[],easy,0.4054651081081641,,,,,,
html-button-response,500,1015643,0.0-23.0-7.0-0.0-0.36,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,5456.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,751.0,0,,False,0.0,36.0,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,aig,,,,,,,,7.0,1.0,"[30, 70]",blue,red,red,['red'],[['red']],easy,0.4929512062080625,,,,,,
html-button-response,501,1021744,0.0-23.0-7.0-0.0-0.37,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,6093.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,757.0,0,,False,0.0,37.0,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,aig,,,,,,,,7.0,2.0,"[30, 70]",blue,red,red,['red'],"[['red'], ['red']]",easy,1.2522260557307918,,,,,,
html-button-response,502,1025988,0.0-23.0-7.0-0.0-0.38,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,4241.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,763.0,0,,False,0.0,38.0,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,aig,,,,,,,,7.0,3.0,"[30, 70]",blue,red,red,['blue'],"[['red'], ['red'], ['red']]",easy,0.6814011832606495,,,,,,
html-button-response,503,1030528,0.0-23.0-7.0-0.0-0.39,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,4529.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,769.0,0,,False,0.0,39.0,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,,aig,,,,,,,,7.0,4.0,"[30, 70]",blue,red,red,['red'],"[['red'], ['red'], ['red'], ['blue']]",easy,1.3237361418437184,,,,,,
instructions,504,1036921,0.0-23.0-7.0-0.0-1.39-0.39,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,"[{'page_index': 0, 'viewing_time': 6389}]",6390.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,False,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,505,1036925,0.0-23.0-8.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,506,1038090,0.0-23.0-9.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,1162.0,,,,,,,,,,,,feedback_Bayesian Update_easy,,,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,507,1038091,0.0-23.0-10.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,508,1038100,0.0-23.0-12.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,,,,,,,,,,,,,async_data_save,,Bayesian Update_easy__completed,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,509,1047275,0.0-24.0-0.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,"[{'page_index': 0, 'viewing_time': 9171}]",9172.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,510,1047283,0.0-25.0-0.0-0.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,511,1047444,0.0-25.0-1.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,512,1053845,0.0-25.0-2.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,"[{'page_index': 0, 'viewing_time': 2160}, {'page_index': 1, 'viewing_time': 4239}]",6400.0,,,,,,,,,,,,bayesian_update_general_instructions,,,,,,,,,,,,,,,,,,False,778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,513,1053847,0.0-25.0-3.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,514,1055216,0.0-25.0-4.0,9LHZO7LhTTmXrXAYaqib,33ff78,5,OEtwAC8oboYvBzIECqlDlNZJNp,dV6eF7p6L6N8VO2H87nArbY2ID,,,"[{'page_index': 0, 'viewing_time': 1367}]",1368.0,,,,,,,,,,,,bayesian_update_pt_trials_instructions,,,,,,,,,,,,,,,,,,False,779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
