trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_time_series,task_coherence_forecasting,task_shipley_abstraction,task_bayesian_update_easy,task_bayesian_update_hard,task_leapfrog,task_admc_rc1,task_admc_a2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_graph_literacy,task_shipley_vocab,task_admc_rp,custom_timer_ended_trial,interval_id,stimulus,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response,moved_sliders,cfs_id,cfs_response,shipley_abstraction_score,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,slider_start,slider_moved,admc_id,admc_response,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,question_order,shipley_vocabulary_score
html-slider-response,787,3073030,0.0-19.0-4.0-0.4,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,28293.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1528.0,"<p><b>Problem</b></p>
                                <p>Imagine that your doctor tells you that you have a cancer that must be treated. Your choices are as follows:</p>
                                <p style=""margin-left: 30px"">Surgery: Of 100 people having surgery, 90 live through the operation, and 34 are alive at the end of five years.</p>
                                <p style=""margin-left: 30px"">Radiation therapy: Of 100 people having radiation therapy, all live through the treatment, and 22 are alive at the end of five years.</p>
                                <p>Which treatment would you choose?</p>",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1.0,True,rc1_5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,788,3094470,0.0-19.0-4.0-0.5,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,21437.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1529.0,"<p><b>Problem</b></p>
                                <p>Imagine that your client has $6,000 invested in the stock market. A downturn in the economy is occurring. You have two investment strategies that you can recommend under the existing circumstances to preserve your client's capital.</p>
                                <p style=""margin-left: 30px"">If strategy A is followed, $2,000 of your client's investment will be saved.</p>
                                <p style=""margin-left: 30px"">If strategy B is followed, there is a 33% chance that the entire $6,000 will be saved, and a 67% chance that none of the principal will be saved.</p>
                                <p>Which of these two strategies would you favor?</p>",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1.0,True,rc1_6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,789,3112478,0.0-19.0-4.0-0.6,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,18005.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1530.0,"<p><b>Problem</b></p>
                                <p>Imagine a hospital is treating 32 injured soldiers, who are all expected to lose one leg. There are two doctors that can help the soldiers, but only one can be hired:</p>
                                <p style=""margin-left: 30px"">If Doctor A is hired, 20 soldiers will keep both legs.</p>
                                <p style=""margin-left: 30px"">If Doctor B is hired, there is a 63% chance that all soldiers keep both legs and a 37% chance that nobody will save both legs.</p>
                                <p>Which doctor do you recommend?</p>",,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1.0,True,rc1_7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,790,3112480,0.0-19.0-5.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,791,3115934,0.0-19.0-6.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,3453.0,,,,,,,,,,,,feedback_ADMC Framing RC1,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,792,3115935,0.0-19.0-7.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,793,3115937,0.0-19.0-9.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing RC1__completed,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,794,3116103,0.0-21.0-1.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,795,3130862,0.0-21.0-2.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 14757}]",14757.0,,,,,,,,,,,,admc_a2_instructions,,,,,,,,,,,,,,,,,,,False,1532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,796,3130864,0.0-21.0-3.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,797,3180046,0.0-21.0-4.0-0.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,49181.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1533.0,"<p><b>Problem</b></p>
                                <p>As R&D manager, one of your project teams has come to you requesting an additional $100,000 in funds for a project you instituted several months ago. The project is already behind schedule and over budget, but the team still believes it can be successfully completed. You currently have $500,000 remaining in your budget unallocated, but which must carry you for the rest of the fiscal year. Lowering the balance by an additional $100,000 might jeopardize flexibility to respond to other opportunities.</p>
                                <p>Evaluating the situation, you believe there is a fair chance the project will not succeed, in which case the additional funding would be lost; if successful, however, the money would be well spent. You also noticed that of the projects undertaken by this team, 20 of the last 50 have been unsuccessful.</p>
                                <p>What is the likelihood you would fund the request?</p>",,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1.0,True,a2_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,798,3196022,0.0-21.0-4.0-0.1,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,15973.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1534.0,"<p><b>Problem</b></p>
                                <p>Imagine that a woman parked illegally. After talking to her, you believe that there is an 80% chance that she knew she parked illegally</p>
                                <p>With this in mind, how much of a fine do you believe this woman deserves?</p>",,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1.0,True,a2_2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,799,3220030,0.0-21.0-4.0-0.2,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,24005.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1535.0,"<p><b>Problem</b></p>
                                <p>In a recent confidential survey completed by graduating seniors, 65% of those completing the survey stated that they had cheated during their college career.</p>
                                <p>Considering the results of the survey, how would you rate the incidence of cheating at your university?</p>",,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1.0,True,a2_3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,800,3238998,0.0-21.0-4.0-0.3,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,18965.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1536.0,"<p><b>Problem</b></p>
                                <p>Imagine that a new technique has been developed to treat a particular kind of cancer. This technique has a 50% chance of failure, and is available at the local hospital.</p>
                                <p>A member of your immediate family is a patient at the local hospital with this kind of cancer. How likely are you to encourage him or her to undergo treatment using this technique?</p>",,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1.0,True,a2_4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,801,3266735,0.0-21.0-4.0-0.4,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,27734.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1537.0,"<p><b>Problem</b></p>
                                <p>Imagine the following situation. You are entertaining a special friend by inviting them for dinner. You are making your favorite lasagna dish with ground beef. Your roommate goes to the grocery store and purchases a package of ground beef for you. The label says 20% fat ground beef.</p>
                                <p>What's your evaluation of the quality of this ground beef?</p>",,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1.0,True,a2_5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,802,3287894,0.0-21.0-4.0-0.5,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,21156.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1538.0,"<p><b>Problem</b></p>
                                <p>Imagine that a type of condom has a 5% failure rate. That is, if you have sex with someone who has the AIDS virus, there is a 5% chance that this type of condom will fail to prevent you from being exposed to the AIDS virus.</p>
                                <p>Should the government allow this type of condom to be advertised as ""an effective method for lowering the risk of AIDS""?</p>",,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1.0,True,a2_6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,803,3300198,0.0-21.0-4.0-0.6,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,12301.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1539.0,"<p><b>Problem</b></p>
                                <p>Suppose a student got 10% incorrect in the mid-term exam and 30% incorrect in the final-term exam, what would be your evaluations of this student's performance?</p>",,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1.0,True,a2_7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,804,3300200,0.0-21.0-5.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,805,3302510,0.0-21.0-6.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,2309.0,,,,,,,,,,,,feedback_ADMC Framing A2,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,806,3302511,0.0-21.0-7.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,807,3302513,0.0-21.0-9.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing A2__completed,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,808,3302515,0.0-23.0-0.0-0.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,809,3302675,0.0-23.0-1.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,810,3336238,0.0-23.0-2.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 17881}, {'page_index': 1, 'viewing_time': 15680}]",33561.0,,,,,,,,,,,,dn_general_instructions,,,,,,,,,,,,,,,,,,,False,1542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,811,3336241,0.0-23.0-3.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,812,3342450,0.0-23.0-4.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 6207}]",6208.0,,,,,,,,,,,,dn_pt_trials_instructions,,,,,,,,,,,,,,,,,,,False,1543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,813,3342760,0.0-23.0-5.0-0.0-0.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,814,3346408,0.0-23.0-5.0-0.0-1.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,3643.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1545.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,True,0.0,0.0,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.3,0.2799999999999999,10.0,400.0,3.0,112.0,7.0,288.0,left,gold,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,815,3347425,0.0-23.0-5.0-0.0-2.0,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,816,3347739,0.0-23.0-5.0-0.0-0.1,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,817,3351121,0.0-23.0-5.0-0.0-1.1,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,3380.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1549.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,True,0.0,1.0,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,small,large,0.2,0.16,10.0,400.0,2.0,64.0,8.0,336.0,left,silver,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,818,3352129,0.0-23.0-5.0-0.0-2.1,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,819,3352433,0.0-23.0-5.0-0.0-0.2,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,820,3354341,0.0-23.0-5.0-0.0-1.2,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,1904.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1552.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,True,0.0,2.0,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,array,small,large,0.3,0.24,10.0,400.0,3.0,96.0,7.0,304.0,left,gold,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,821,3355359,0.0-23.0-5.0-0.0-2.2,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,822,3355675,0.0-23.0-5.0-0.0-0.3,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,823,3360868,0.0-23.0-5.0-0.0-1.3,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,5191.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1556.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,True,0.0,3.0,,,,,arrowleft,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,large,small,0.2799999999999999,0.3,400.0,10.0,112.0,3.0,288.0,7.0,left,silver,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,824,3361883,0.0-23.0-5.0-0.0-2.3,Ett3HfOGyyzoYlFcfvTx,223301,5,lIYyoQAoZLSqXuFPVjVcs9LczN,p5xZt4OqQIDFy8OOUlFFTVau46,1536.0,864.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
