trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_shipley_abstraction,task_admc_rp,task_shipley_vocab,task_impossible_question,task_admc_rc1,task_bayesian_update_easy,task_bayesian_update_hard,task_graph_literacy,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_coherence_forecasting,task_leapfrog,task_admc_a2,custom_timer_ended_trial,interval_id,response,shipley_abstraction_score,stimulus,moved_sliders,admc_id,admc_response,question_order,shipley_vocabulary_score,response_choice,response_slider,slider_moved,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,slider_start,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,y_axis_values,chart_height,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,cfs_id,cfs_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction
html-keyboard-response,1111,85063692,0.0-31.0-8.0-3.0-1.15,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1112,85063833,0.0-31.0-8.0-3.0-0.16,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,139.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,240.0,B,,
html-keyboard-response,1113,85064837,0.0-31.0-8.0-3.0-1.16,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1114,85065014,0.0-31.0-8.0-3.0-0.17,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,175.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
html-keyboard-response,1115,85066018,0.0-31.0-8.0-3.0-1.17,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1116,85066184,0.0-31.0-8.0-3.0-0.18,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,164.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
html-keyboard-response,1117,85067191,0.0-31.0-8.0-3.0-1.18,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1118,85067430,0.0-31.0-8.0-3.0-0.19,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,237.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
html-keyboard-response,1119,85068435,0.0-31.0-8.0-3.0-1.19,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1120,85068655,0.0-31.0-8.0-3.0-0.20,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,219.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
html-keyboard-response,1121,85069661,0.0-31.0-8.0-3.0-1.20,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1122,85069777,0.0-31.0-8.0-3.0-0.21,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,114.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
html-keyboard-response,1123,85070785,0.0-31.0-8.0-3.0-1.21,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1124,85070904,0.0-31.0-8.0-3.0-0.22,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,117.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
html-keyboard-response,1125,85071912,0.0-31.0-8.0-3.0-1.22,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1126,85072005,0.0-31.0-8.0-3.0-0.23,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,92.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,240.0,B,,
html-keyboard-response,1127,85073011,0.0-31.0-8.0-3.0-1.23,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1128,85073295,0.0-31.0-8.0-3.0-0.24,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,269.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
html-keyboard-response,1129,85074301,0.0-31.0-8.0-3.0-1.24,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1130,85075550,0.0-31.0-8.0-3.0-0.25,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,1247.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
html-keyboard-response,1131,85076556,0.0-31.0-8.0-3.0-1.25,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1132,85077203,0.0-31.0-8.0-3.0-0.26,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,645.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
html-keyboard-response,1133,85078210,0.0-31.0-8.0-3.0-1.26,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1134,85078515,0.0-31.0-8.0-3.0-0.27,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,303.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,260.0,250.0,A,,
html-keyboard-response,1135,85079522,0.0-31.0-8.0-3.0-1.27,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1136,85080302,0.0-31.0-8.0-3.0-0.28,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,778.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,260.0,260.0,B,,
html-keyboard-response,1137,85081309,0.0-31.0-8.0-3.0-1.28,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>260</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1138,85081912,0.0-31.0-8.0-3.0-0.29,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,602.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,260.0,260.0,B,,
html-keyboard-response,1139,85082918,0.0-31.0-8.0-3.0-1.29,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>260</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1140,85083877,0.0-31.0-8.0-3.0-0.30,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,958.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,260.0,260.0,B,,
html-keyboard-response,1141,85084891,0.0-31.0-8.0-3.0-1.30,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>260</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1142,85085348,0.0-31.0-8.0-3.0-0.31,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,456.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,260.0,260.0,B,,
html-keyboard-response,1143,85086354,0.0-31.0-8.0-3.0-1.31,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>260</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1144,85086548,0.0-31.0-8.0-3.0-0.32,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,193.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,260.0,250.0,A,,
html-keyboard-response,1145,85087553,0.0-31.0-8.0-3.0-1.32,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1146,85087825,0.0-31.0-8.0-3.0-0.33,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,270.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,,,,,,False,3.0,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,260.0,260.0,B,,
html-keyboard-response,1147,85088827,0.0-31.0-8.0-3.0-1.33,zk894ptJtPu4P4dtlEE0,223301,5,B6ZFO2AZ03ECt3FzZ1SkKQ188y,gimEyvHtCWj1wNm3SxNrYWy4Ut,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>260</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
