trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a1,task_admc_rc2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_bayesian_update_easy,task_bayesian_update_hard,task_number_series,task_leapfrog,task_admc_dr,task_cognitive_reflection,task_time_series,task_impossible_question,task_raven_matrix,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,ns_id,ns_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,list_id
html-keyboard-response,730,40328039,0.0-17.0-8.0-4.0-1.36,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>310</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,731,40328073,0.0-17.0-8.0-4.0-0.37,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,33.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,False,4.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,300.0,310.0,A,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,732,40329075,0.0-17.0-8.0-4.0-1.37,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>310</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,733,40329171,0.0-17.0-8.0-4.0-0.38,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,94.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,False,4.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,320.0,310.0,A,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,734,40330173,0.0-17.0-8.0-4.0-1.38,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>310</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,735,40331231,0.0-17.0-8.0-4.0-0.39,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,1057.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,False,4.0,199.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,320.0,310.0,A,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,736,40332232,0.0-17.0-8.0-4.0-1.39,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>310</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,737,40332235,0.0-17.0-9.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,738,87075956,0.0-17.0-10.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,46748371.0,,,,,,,,,,,,feedback_Leapfrog,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,739,87075992,0.0-17.0-11.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,740,87076004,0.0-17.0-13.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,zfiD9L6klVSEo998PleYkraPyp,,,,,,,,,,,,,,,,async_data_save,,Leapfrog__completed,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,0,2,0.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
browser-check,1,1006,0.0-1.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,1514.0,671.0,True,chrome,123.0.0,False,Windows 10,True,61.56,True,True,browser_check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,2,1007,0.0-2.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,3,1007,0.0-3.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,4,1008,0.0-5.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,5,1008,0.0-7.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,6,1008,0.0-9.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,7,1008,0.0-11.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,8,1008,0.0-13.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,9,1010,0.0-15.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,10,1010,0.0-17.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,11,1011,0.0-19.0-0.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,12,1166,0.0-19.0-1.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,13,182168,0.0-19.0-2.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,admc_dr_instructions,,,,,,,,,,,,,,,,,,True,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,14,182228,0.0-19.0-3.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,15,202240,0.0-19.0-4.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,20005.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,4.0,,,{'dr1': ['B']},,dr1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,,,,,,,,,,,,,,,,,,,,
survey-multi-select,16,226043,0.0-19.0-4.0-0.1,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,23792.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,5.0,,,{'dr2': ['B']},,dr2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,,,,,,,,,,,,,,,,,,,,
survey-multi-select,17,269709,0.0-19.0-4.0-0.2,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,43659.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,6.0,,,{'dr3': ['C']},,dr3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,,,,,,,,,,,,,,,,,,,,
survey-multi-select,18,278684,0.0-19.0-4.0-0.3,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,8969.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,7.0,,,{'dr4': ['None']},,dr4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,,,,,,,,,,,,,,,,,,,,
survey-multi-select,19,314207,0.0-19.0-4.0-0.4,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,35511.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,8.0,,,{'dr5': ['D']},,dr5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,,,,,,,,,,,,,,,,,,,,
survey-multi-select,20,355511,0.0-19.0-4.0-0.5,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,41293.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,9.0,,,{'dr6': ['C']},,dr6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,,,,,,,,,,,,,,,,,,,,
survey-multi-select,21,387436,0.0-19.0-4.0-0.6,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,31914.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,10.0,,,{'dr7': ['E']},,dr7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,,,,,,,,,,,,,,,,,,,,
survey-multi-select,22,431311,0.0-19.0-4.0-0.7,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,43859.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,11.0,,,"{'dr8': ['A', 'C']}",,dr8,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,,,,,,,,,,,,,,,,,,,,
survey-multi-select,23,477322,0.0-19.0-4.0-0.8,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,45998.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,True,12.0,,,{'dr9': ['D']},,dr9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,,,,,,,,,,,,,,,,,,,,
survey-multi-select,24,506614,0.0-19.0-4.0-0.9,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,29283.0,,,,,,,,,,,,admc_dr_trial,,,,,,,,,,,,,,,,,,False,13.0,,,"{'dr10': ['B', 'D', 'E']}",,dr10,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0],,,,,,,,,,,,,,,,,,,,,
call-function,25,506620,0.0-19.0-5.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,26,515428,0.0-19.0-6.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,8804.0,,,,,,,,,,,,feedback_ADMC Decision Rules,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,was a little faster than expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,27,515429,0.0-19.0-7.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,28,515432,0.0-19.0-9.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,async_data_save,,ADMC Decision Rules__completed,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,29,515585,0.0-21.0-1.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,30,515586,0.0-21.0-2.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,31,751713,0.0-21.0-3.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,236120.0,,,,,,,,,,,,cognitive_reflection_test_trial,,,,,,,,,,,,,,,,,,False,15.0,,,"{'crt_1': '5 cents', 'crt_2': '5 minutes', 'crt_3': '47 days', 'crt_4': '4 days', 'crt_5': '29 students', 'crt_6': '20 dollars', 'crt_7': 'has lost money.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6]",5 cents,5 minutes,47 days,4 days,29 students,20 dollars,has lost money.,,,,,,,,,,,,,,
call-function,32,751778,0.0-21.0-4.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,33,753134,0.0-21.0-5.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,1354.0,,,,,,,,,,,,feedback_Cognitive Reflection,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,34,753135,0.0-21.0-6.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,35,753137,0.0-21.0-8.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,async_data_save,,Cognitive Reflection__completed,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,36,753139,0.0-23.0-0.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,37,753291,0.0-23.0-1.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,38,807292,0.0-23.0-2.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,"[{'page_index': 0, 'viewing_time': 42211}, {'page_index': 1, 'viewing_time': 11788}]",54000.0,,,,,,,,,,,,time_series_general_instructions,,,,,,,,,,,,,,,,,,False,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,39,807358,0.0-23.0-3.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,40,808492,0.0-23.0-4.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,"[{'page_index': 0, 'viewing_time': 1132}]",1133.0,,,,,,,,,,,,time_series_pt_trials_instructions,,,,,,,,,,,,,,,,,,False,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,41,821287,0.0-23.0-5.0-0.0-0.0,2QJZGGcIQF8A5FhBmyuz,33ff78,5,bfK66fgIu0AW5EyjGmZeFHHAn4,0GYa09fXXVnIGYonpKJ3RV7Kib,,,,12792.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,20.0,"<canvas id=""myChart""></canvas>",,0,,,,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[374.01092477710495, 346.65507068661793, 361.49610102868996, 355.0541296567309, 355.67927077711516, 350.6275529213112, 369.28681800703015, 342.99186204252214, 352.817950641301, 327.0756376286087, '311.13', '322.26', '327.31', '319.22', '314.17', '331.36']",440.6,exponential,negative,low,datapoints_10,,,,,,,,
