trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_leapfrog,task_admc_dr,task_bayesian_update_easy,task_bayesian_update_hard,task_number_series,task_raven_matrix,task_admc_rc2,task_cognitive_reflection,task_time_series,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_a1,custom_timer_ended_trial,interval_id,stimulus,response,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,question_order,admc_id,admc_response,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,ns_id,ns_response,list_id,correct_answer,correct,slider_start,slider_moved,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,id,question_text,answer_1,answer_2,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
html-keyboard-response,987,4339748,0.0-27.0-7.0-0.0-2.6,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,988,4340051,0.0-27.0-7.0-0.0-0.7,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,989,4342488,0.0-27.0-7.0-0.0-1.7,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,2435.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1742.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,large,small,0.18,0.1,400.0,10.0,72.0,1.0,328.0,9.0,left,silver
html-keyboard-response,990,4343489,0.0-27.0-7.0-0.0-2.7,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,991,4343791,0.0-27.0-7.0-0.0-0.8,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,992,4347938,0.0-27.0-7.0-0.0-1.8,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,4144.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1745.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,large,small,0.13,0.1,400.0,10.0,52.0,1.0,348.0,9.0,left,silver
html-keyboard-response,993,4348944,0.0-27.0-7.0-0.0-2.8,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,994,4349246,0.0-27.0-7.0-0.0-0.9,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,995,4351673,0.0-27.0-7.0-0.0-1.9,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,2425.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1749.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.2,0.13,10.0,400.0,2.0,52.0,8.0,348.0,left,silver
html-keyboard-response,996,4352675,0.0-27.0-7.0-0.0-2.9,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,997,4352978,0.0-27.0-7.0-0.0-0.10,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,998,4357930,0.0-27.0-7.0-0.0-1.10,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,4950.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1752.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,array,large,small,0.2199999999999999,0.3,400.0,10.0,88.0,3.0,312.0,7.0,right,silver
html-keyboard-response,999,4358932,0.0-27.0-7.0-0.0-2.10,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1000,4359239,0.0-27.0-7.0-0.0-0.11,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1001,4369093,0.0-27.0-7.0-0.0-1.11,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,9852.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1755.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,small,large,0.3,0.26,10.0,400.0,3.0,104.0,7.0,296.0,left,silver
html-keyboard-response,1002,4370097,0.0-27.0-7.0-0.0-2.11,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1003,4370400,0.0-27.0-7.0-0.0-0.12,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1004,4375049,0.0-27.0-7.0-0.0-1.12,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,4647.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1758.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,large,small,0.03,0.1,400.0,10.0,12.0,1.0,388.0,9.0,right,silver
html-keyboard-response,1005,4376051,0.0-27.0-7.0-0.0-2.12,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1006,4376353,0.0-27.0-7.0-0.0-0.13,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1007,4380474,0.0-27.0-7.0-0.0-1.13,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,4119.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1761.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.1,0.06,10.0,400.0,1.0,24.0,9.0,376.0,left,silver
html-keyboard-response,1008,4381479,0.0-27.0-7.0-0.0-2.13,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1009,4381782,0.0-27.0-7.0-0.0-0.14,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1010,4384140,0.0-27.0-7.0-0.0-1.14,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,2356.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1764.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.27,0.2,400.0,10.0,108.0,2.0,292.0,8.0,left,gold
html-keyboard-response,1011,4385143,0.0-27.0-7.0-0.0-2.14,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1012,4385445,0.0-27.0-7.0-0.0-0.15,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1013,4386971,0.0-27.0-7.0-0.0-1.15,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,1524.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1768.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowleft,False,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,array,small,large,0.1,0.02,10.0,400.0,1.0,8.0,9.0,392.0,left,silver
html-keyboard-response,1014,4387973,0.0-27.0-7.0-0.0-2.15,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1015,4388277,0.0-27.0-7.0-0.0-0.16,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1016,4399172,0.0-27.0-7.0-0.0-1.16,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,10894.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,1771.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",arrowright,False,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,large,small,0.16,0.2,400.0,10.0,64.0,2.0,336.0,8.0,right,silver
html-keyboard-response,1017,4400177,0.0-27.0-7.0-0.0-2.16,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1018,4400480,0.0-27.0-7.0-0.0-0.17,za6MrfAimgv3r4mlD3GD,33ff78,5,pvqx3drCURBzX2IxBu4sbP2sO9,CzQ4ikm0Ny0ZkREazadm2Uxkbt,1280.0,800.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
