trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_bayesian_update_easy,task_bayesian_update_hard,task_graph_literacy,task_time_series,task_leapfrog,task_admc_rp,task_admc_rc1,task_coherence_forecasting,task_impossible_question,task_admc_a2,task_shipley_vocab,task_shipley_abstraction,task_denominator_neglect_version_A,task_denominator_neglect_version_B,custom_timer_ended_trial,interval_id,stimulus,response,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,y_axis_values,chart_height,func,direction,noise_condition,datapoints,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,moved_sliders,admc_id,admc_response,slider_start,slider_moved,cfs_id,cfs_response,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,question_order,shipley_vocabulary_score,shipley_abstraction_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
html-keyboard-response,368,1972785,0.0-15.0-8.0-0.0-1.4,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,369,1973106,0.0-15.0-8.0-0.0-0.5,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,320.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,370,1974112,0.0-15.0-8.0-0.0-1.5,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,371,1974434,0.0-15.0-8.0-0.0-0.6,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,321.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,372,1975451,0.0-15.0-8.0-0.0-1.6,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,373,1975725,0.0-15.0-8.0-0.0-0.7,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,273.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,374,1976732,0.0-15.0-8.0-0.0-1.7,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,375,1976853,0.0-15.0-8.0-0.0-0.8,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,112.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,376,1977860,0.0-15.0-8.0-0.0-1.8,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,377,1978170,0.0-15.0-8.0-0.0-0.9,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,309.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,378,1979198,0.0-15.0-8.0-0.0-1.9,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,379,1979458,0.0-15.0-8.0-0.0-0.10,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,259.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,380,1980464,0.0-15.0-8.0-0.0-1.10,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,381,1980713,0.0-15.0-8.0-0.0-0.11,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,247.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,382,1981723,0.0-15.0-8.0-0.0-1.11,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,383,1981991,0.0-15.0-8.0-0.0-0.12,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,266.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,384,1982998,0.0-15.0-8.0-0.0-1.12,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,385,1983325,0.0-15.0-8.0-0.0-0.13,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,326.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,386,1984338,0.0-15.0-8.0-0.0-1.13,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,387,1984574,0.0-15.0-8.0-0.0-0.14,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,234.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,388,1985591,0.0-15.0-8.0-0.0-1.14,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,389,1985860,0.0-15.0-8.0-0.0-0.15,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,268.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,390,1986864,0.0-15.0-8.0-0.0-1.15,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,391,1987162,0.0-15.0-8.0-0.0-0.16,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,288.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,20.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,392,1988175,0.0-15.0-8.0-0.0-1.16,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,393,1988451,0.0-15.0-8.0-0.0-0.17,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,275.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,394,1989458,0.0-15.0-8.0-0.0-1.17,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,395,1989662,0.0-15.0-8.0-0.0-0.18,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,203.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,396,1990678,0.0-15.0-8.0-0.0-1.18,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,397,1990997,0.0-15.0-8.0-0.0-0.19,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,317.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,398,1992011,0.0-15.0-8.0-0.0-1.19,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,399,1992194,0.0-15.0-8.0-0.0-0.20,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,182.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,400,1993198,0.0-15.0-8.0-0.0-1.20,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,401,1993475,0.0-15.0-8.0-0.0-0.21,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,276.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,402,1994479,0.0-15.0-8.0-0.0-1.21,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,403,1994764,0.0-15.0-8.0-0.0-0.22,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,284.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,50.0,40.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,404,1995779,0.0-15.0-8.0-0.0-1.22,KDzeLpHMIZdjOc0PZs5d,223301,5,874PVDOpRkGVH7Fr6zGLWlDN3G,d2QjVBlR0EtwQXLyapSo93o08j,1280.0,720.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
