trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,trial_name,experiment_parameters,task_admc_a1,task_admc_dr,data_checkpoint,data_checkpoint_ind,view_history,rt,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,success,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order
html-keyboard-response,23,23663,0.0-11.0-0.0-0.0,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,,,,,,,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
call-function,24,23818,0.0-11.0-1.0,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,,,,,,,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
instructions,25,26328,0.0-11.0-2.0,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,admc_dr_instructions,,,,,,"[{'page_index': 0, 'viewing_time': 1608}, {'page_index': 1, 'viewing_time': 901}]",2509.0,1306.0,1080.0,,,,,,,,,,,,,False,351.0,,,,,,,
call-function,26,26331,0.0-11.0-3.0,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,,,,,,,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
survey-multi-select,27,29044,0.0-11.0-4.0-0.0,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,admc_dr_trial,,,,,,,2706.0,1306.0,1080.0,,,,,,,,,,,,,False,380.0,,,{'dr1': ['C']},,dr1,1.0,[0]
survey-multi-select,28,30002,0.0-11.0-4.0-0.1,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,admc_dr_trial,,,,,,,951.0,1306.0,1080.0,,,,,,,,,,,,,False,407.0,,,{'dr2': ['C']},,dr2,0.0,[0]
survey-multi-select,29,30985,0.0-11.0-4.0-0.2,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,admc_dr_trial,,,,,,,978.0,1306.0,1080.0,,,,,,,,,,,,,False,429.0,,,{'dr3': ['C']},,dr3,1.0,[0]
survey-multi-select,30,31930,0.0-11.0-4.0-0.3,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,admc_dr_trial,,,,,,,936.0,1306.0,1080.0,,,,,,,,,,,,,False,452.0,,,{'dr4': ['C']},,dr4,0.0,[0]
survey-multi-select,31,32725,0.0-11.0-4.0-0.4,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,admc_dr_trial,,,,,,,789.0,1306.0,1080.0,,,,,,,,,,,,,False,475.0,,,{'dr5': ['C']},,dr5,0.0,[0]
survey-multi-select,32,33535,0.0-11.0-4.0-0.5,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,admc_dr_trial,,,,,,,802.0,1306.0,1080.0,,,,,,,,,,,,,False,496.0,,,{'dr6': ['C']},,dr6,0.0,[0]
survey-multi-select,33,34271,0.0-11.0-4.0-0.6,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,admc_dr_trial,,,,,,,729.0,1306.0,1080.0,,,,,,,,,,,,,False,519.0,,,{'dr7': ['C']},,dr7,0.0,[0]
survey-multi-select,34,35830,0.0-11.0-4.0-0.7,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,admc_dr_trial,,,,,,,1550.0,1306.0,1080.0,,,,,,,,,,,,,False,542.0,,,"{'dr8': ['C', 'D']}",,dr8,1.0,[0]
survey-multi-select,35,37466,0.0-11.0-4.0-0.8,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,admc_dr_trial,,,,,,,1626.0,1306.0,1080.0,,,,,,,,,,,,,False,578.0,,,"{'dr9': ['C', 'D', 'E']}",,dr9,2.0,[0]
survey-multi-select,36,39498,0.0-11.0-4.0-0.9,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,admc_dr_trial,,,,,,,2023.0,1306.0,1080.0,,,,,,,,,,,,,False,626.0,,,"{'dr10': ['C', 'D', 'E']}",,dr10,3.0,[0]
call-function,37,39503,0.0-11.0-5.0,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,,,,,,,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
html-button-response,38,42506,0.0-11.0-6.0,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,feedback_ADMC Decision Rules,,,,,,,3002.0,1306.0,1080.0,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,5678,,,,
call-function,39,42509,0.0-11.0-7.0,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,,,,,,,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,40,42510,0.0-11.0-9.0,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,async_data_save,,,,ADMC Decision Rules__completed,3.0,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
call-function,41,42511,0.0-13.0,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,,,,,,,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,42,42512,0.0-14.0,Ayuk1Is8KqUKbSFHsaU9,all,,UWgMdpyDuRVPf3D4JN5atmkapx,RxnxSZZ4F27ByoqWMh7YxMuCM6,async_data_save,,,,experiment__completed,4.0,,,1306.0,1080.0,,,,,,,,,,,,,,,,,,,,,
