trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc2,task_admc_dr,task_leapfrog,task_number_series,task_cognitive_reflection,task_admc_a1,task_bayesian_update_easy,task_bayesian_update_hard,task_time_series,task_raven_matrix,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,ns_id,ns_response,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,y_axis_values,chart_height,func,direction,noise_condition,datapoints,list_id,correct_answer,correct,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,id,question_text,answer_1,answer_2
instructions,719,2044301,0.0-19.0-7.0-0.0-1.39-0.39,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 2345}]",2345.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,False,1310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,720,2044309,0.0-19.0-8.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,721,2046025,0.0-19.0-9.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,1715.0,,,,,,,,,,,,feedback_Bayesian Update_easy,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,722,2046026,0.0-19.0-10.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,723,2046031,0.0-19.0-12.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,async_data_save,,Bayesian Update_easy__completed,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,724,2046038,0.0-21.0-0.0-0.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,725,2046189,0.0-21.0-1.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,726,2073352,0.0-21.0-2.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 12226}, {'page_index': 1, 'viewing_time': 14934}]",27161.0,,,,,,,,,,,,bayesian_update_general_instructions,,,,,,,,,,,,,,,,,,False,1313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,727,2073356,0.0-21.0-3.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,728,2077519,0.0-21.0-4.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 4162}]",4162.0,,,,,,,,,,,,bayesian_update_pt_trials_instructions,,,,,,,,,,,,,,,,,,False,1314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,729,2090934,0.0-21.0-5.0-0.0-0.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,13413.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1315.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,True,0.0,0.0,,,,,,,,,,,,,,,,50.0,0.0,0.0,"[40, 60]",blue,red,blue,['blue'],[],hard,aig,0.0259754864032608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,730,2098221,0.0-21.0-5.0-0.0-0.1,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,7283.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1321.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,True,0.0,1.0,,,,,,,,,,,,,,,,45.0,0.0,1.0,"[40, 60]",blue,red,blue,['red'],[['blue']],hard,aig,0.0714589639821448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,731,2106693,0.0-21.0-5.0-0.0-0.2,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,8471.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1327.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,True,0.0,2.0,,,,,,,,,,,,,,,,60.0,0.0,2.0,"[40, 60]",blue,red,blue,['blue'],"[['blue'], ['red']]",hard,aig,0.0918075492531225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,732,2112271,0.0-21.0-5.0-0.0-0.3,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,5575.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1334.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,True,0.0,3.0,,,,,,,,,,,,,,,,60.0,0.0,3.0,"[40, 60]",blue,red,blue,['blue'],"[['blue'], ['red'], ['blue']]",hard,aig,0.0689928714869512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,733,2118747,0.0-21.0-5.0-0.0-0.4,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,6475.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1340.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,True,0.0,4.0,,,,,,,,,,,,,,,,60.0,0.0,4.0,"[40, 60]",blue,red,blue,['blue'],"[['blue'], ['red'], ['blue'], ['blue']]",hard,aig,0.050261834780888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,734,2122086,0.0-21.0-5.0-0.0-1.4-0.4,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 3337}]",3337.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,False,1346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,735,2134323,0.0-21.0-5.0-0.0-0.5,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,12235.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1347.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,True,0.0,5.0,,,,,,,,,,,,,,,,41.0,1.0,0.0,"[30, 70]",red,blue,red,['red'],[],hard,aig,0.0170303843559682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,736,2140543,0.0-21.0-5.0-0.0-0.6,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,6216.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1353.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,True,0.0,6.0,,,,,,,,,,,,,,,,30.0,1.0,1.0,"[30, 70]",red,blue,red,['red'],[['red']],hard,aig,0.1414116540498287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,737,2145461,0.0-21.0-5.0-0.0-0.7,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,4917.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1359.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,True,0.0,7.0,,,,,,,,,,,,,,,,30.0,1.0,2.0,"[30, 70]",red,blue,red,['red'],"[['red'], ['red']]",hard,aig,0.0706452942871318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,738,2152347,0.0-21.0-5.0-0.0-0.8,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,6883.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1365.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,True,0.0,8.0,,,,,,,,,,,,,,,,30.0,1.0,3.0,"[30, 70]",red,blue,red,['red'],"[['red'], ['red'], ['red']]",hard,aig,0.032601740323513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,739,2157324,0.0-21.0-5.0-0.0-0.9,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,,4976.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,1371.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,True,0.0,9.0,,,,,,,,,,,,,,,,30.0,1.0,4.0,"[30, 70]",red,blue,red,['red'],"[['red'], ['red'], ['red'], ['red']]",hard,aig,0.0144489273557557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,740,2159494,0.0-21.0-5.0-0.0-1.9-0.9,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 2168}]",2168.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,False,1377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,741,2171641,0.0-21.0-6.0,j1lSAtVBMhimMpC1Ha2o,33ff78,5,lhwezIDRCwonqIhhXjJB0h39QO,H1xRIRdvfNbOHpmY9HUtC9cZzV,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 12146}]",12146.0,,,,,,,,,,,,bayesian_update_test_trials_instructions,,,,,,,,,,,,,,,,,,False,1378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
