trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a1,task_raven_matrix,task_time_series,task_cognitive_reflection,task_number_series,task_admc_dr,task_impossible_question,task_admc_rc2,task_bayesian_update_easy,task_bayesian_update_hard,task_leapfrog,task_denominator_neglect_version_A,task_denominator_neglect_version_B,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,pt_trial,block,trial,list_id,correct_answer,correct,y_axis_values,chart_height,func,direction,noise_condition,datapoints,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,response_choice,response_slider,id,question_text,answer_1,answer_2,aig_version,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
survey-multi-choice,55,511494,0.0-9.0-7.0-0.0-0.23,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,12722.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,2848.0,A4B1C3,,6,,,,[0],False,0.0,23.0,2.0,6.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,56,524630,0.0-9.0-7.0-0.0-0.24,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,13131.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,2923.0,A4B2D5,,2,,,,[0],False,0.0,24.0,2.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,57,536884,0.0-9.0-7.0-0.0-0.25,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,12249.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,3001.0,A3C1E4,,1,,,,[0],False,0.0,25.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,58,555305,0.0-9.0-7.0-0.0-0.26,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,18417.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,3077.0,B5C4D2,,6,,,,[0],False,0.0,26.0,2.0,6.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,59,572190,0.0-9.0-7.0-0.0-0.27,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,16881.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,3170.0,B3C1D4,,4,,,,[0],False,0.0,27.0,2.0,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,60,583083,0.0-9.0-7.0-0.0-0.28,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,10888.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,3257.0,A1B3E5,,7,,,,[0],False,0.0,28.0,2.0,7.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,61,605123,0.0-9.0-7.0-0.0-0.29,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,22033.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,3326.0,C4D3E2,,2,,,,[0],False,0.0,29.0,2.0,2.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,62,616315,0.0-9.0-7.0-0.0-0.30,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,11187.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,3428.0,B1C4E5,,3,,,,[0],False,0.0,30.0,2.0,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,63,633637,0.0-9.0-7.0-0.0-0.31,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,17319.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,3500.0,A1D5E3,,3,,,,[0],False,0.0,31.0,2.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,64,652631,0.0-9.0-7.0-0.0-0.32,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,18990.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,3590.0,A3B5C4_1,,4,,,,[0],False,0.0,32.0,2.0,3.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,65,674249,0.0-9.0-7.0-0.0-0.33,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,21613.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,3683.0,A4B3D5_1,,1,,,,[0],False,0.0,33.0,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,66,688667,0.0-9.0-7.0-0.0-0.34,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,14414.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,3785.0,A4B5E3_1,,7,,,,[0],False,0.0,34.0,2.0,7.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,67,715742,0.0-9.0-7.0-0.0-0.35,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,27070.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,3867.0,A3C4D5_1,,7,,,,[0],False,0.0,35.0,2.0,4.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,68,737015,0.0-9.0-7.0-0.0-0.36,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,21269.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,3985.0,A3C5E4_1,,6,,,,[0],False,0.0,36.0,2.0,1.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,69,755706,0.0-9.0-7.0-0.0-0.37,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,18684.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,4088.0,A4D3E5_1,,3,,,,[0],False,0.0,37.0,2.0,3.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,70,768839,0.0-9.0-7.0-0.0-0.38,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,13131.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,4181.0,B3C5D4_1,,4,,,,[0],False,0.0,38.0,2.0,4.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,71,783632,0.0-9.0-7.0-0.0-0.39,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,14789.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,4259.0,B4C3E5_1,,5,,,,[0],False,0.0,39.0,2.0,5.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,72,807083,0.0-9.0-7.0-0.0-0.40,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,23444.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,4340.0,B4D5E3_1,,7,,,,[0],False,0.0,40.0,2.0,7.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,73,829765,0.0-9.0-7.0-0.0-0.41,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,22677.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,False,4452.0,C5D3E4_1,,8,,,,[0],False,0.0,41.0,2.0,8.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,74,829769,0.0-9.0-8.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,75,852339,0.0-9.0-9.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,22568.0,,,,,,,,,,,,feedback_Raven Matrices,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,76,852341,0.0-9.0-10.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,77,852342,0.0-9.0-12.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,async_data_save,,Raven Matrices__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,78,852344,0.0-11.0-0.0-0.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,79,852494,0.0-11.0-1.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,80,861191,0.0-11.0-2.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,"[{'page_index': 0, 'viewing_time': 2839}, {'page_index': 1, 'viewing_time': 5858}]",8697.0,,,,,,,,,,,,time_series_general_instructions,,,,,,,,,,,,,,,,,,False,4576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,81,861193,0.0-11.0-3.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,82,864809,0.0-11.0-4.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,"[{'page_index': 0, 'viewing_time': 3616}]",3616.0,,,,,,,,,,,,time_series_pt_trials_instructions,,,,,,,,,,,,,,,,,,False,4638.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,83,873942,0.0-11.0-5.0-0.0-0.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,9129.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,4658.0,"<canvas id=""myChart""></canvas>",,0,,,,,True,0.0,0.0,,,,"[543.0056347748651, 477.0662588085867, 465.9652056224052, 468.76053036173664, 521.7571463868647, 518.0352570420548, 377.8707102369473, 391.3556345644852, 438.8585195761972, 399.11695681888614, 354.7924839050521, 453.01314445631164, 357.7234181009711, 388.9228594970859, 363.9357177253392, 368.39438691378535, 339.5656579585175, 339.91159935702456, 298.46962259102804, 363.66551027759965, 271.2274352760377, 345.94831612978936, 357.08070789245863, 303.0796890865107, 347.1951454695117, 291.9918444681534, 257.5163798439263, 304.1874326418591, 321.80232084626454, 241.71505951106997, '278.51', '252.33', '227.16', '232.20', '192.93', '206.02']",727.6,linear,negative,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,84,886349,0.0-11.0-5.0-0.0-0.1,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,12405.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,4715.0,"<canvas id=""myChart""></canvas>",,0,,,,,True,0.0,1.0,,,,"[468.4144159381373, 450.8553240623261, 441.6772815557365, 463.5692781344197, 476.64085633200375, 439.1564261158816, 447.96676264269024, 422.57300255501764, 416.5998085055944, 408.88488784131766, 425.91154789655434, 420.5141931181526, 390.73053980331986, 388.4134154068356, 370.8417782467693, 387.4550862399253, 378.9650404823068, 372.9827560546572, 351.4651942834305, 348.79822359737557, 354.99314610432856, 346.2491463460817, 314.84373527204735, 322.12460059792977, 284.3314880121456, 299.7360580523799, 314.0569864489127, 289.13735327238993, 292.2735797394939, 272.8971506758517, '261.40', '253.34', '234.21', '233.20', '217.09', '218.10']",727.6,linear,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,85,904725,0.0-11.0-5.0-0.0-0.2,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,18372.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,4783.0,"<canvas id=""myChart""></canvas>",,0,,,,,True,0.0,2.0,,,,"[596.8788575243245, 588.491421414235, 581.8525466261581, 617.0175588299852, 606.9778154719285, 635.1204236376324, 629.3574231911206, 609.3856362419268, 583.2138478173736, 589.342498442153, 593.4956802211091, 596.8460189607423, 568.7225146766365, 579.8362261570759, 587.6496358667043, 596.972683117712, 573.3196603674171, 605.794726152404, 561.1123766215637, 570.5180705371897, 589.4681312107843, 555.5637342931361, 543.8410369282512, 542.6597939261768, 538.2165385843982, 523.2489108352905, 486.63308209073267, 498.013926315868, 460.28296746498506, 422.5505358060246, '415.45', '390.28', '374.17', '335.91', '346.98', '324.83']",727.6,exponential,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,86,917700,0.0-11.0-5.0-0.0-0.3,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,12973.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,4866.0,"<canvas id=""myChart""></canvas>",,0,,,,,True,0.0,3.0,,,,"[215.50783320751088, 267.23156879536356, 219.10009162120255, 320.2335131479828, 317.69942485485177, 328.29615788331535, 360.670571511681, 347.41877791533193, 421.09379150536694, 408.7330934245846, '443.65', '458.75', '498.02', '469.83', '503.06', '557.43']",727.6,linear,positive,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,87,919284,0.0-11.0-6.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,"[{'page_index': 0, 'viewing_time': 1581}]",1581.0,,,,,,,,,,,,time_series_test_trials_instructions,,,,,,,,,,,,,,,,,,False,4931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,88,938996,0.0-11.0-7.0-0.0-0.0,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,19709.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,4945.0,"<canvas id=""myChart""></canvas>",,0,,,,,False,0.0,0.0,,,,"[249.6454334962132, 273.20106333665467, 259.7727015908439, 249.93464058404564, 279.38346212434766, 281.7290120773471, 262.02664930080834, 292.63335121007674, 286.95866670596644, 307.0932551455753, 296.36945329472513, 292.0941870110905, 335.4203413942867, 364.4284750095494, 360.4126853799597, 352.10797939618254, 355.46618213087214, 357.1332095297988, 365.3392330326086, 400.34829384389843, 399.1230766419864, 367.19351919923616, 434.70354757545556, 423.0603633168209, 420.96744104926216, 413.36116837677343, 427.1135312953335, 453.78152898279393, 467.1982070379687, 447.0376020998811, '479.90', '472.85', '486.95', '472.85', '487.95', '498.02']",727.6,linear,positive,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,89,951921,0.0-11.0-7.0-0.0-0.1,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,12919.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,5031.0,"<canvas id=""myChart""></canvas>",,0,,,,,False,0.0,1.0,,,,"[588.9142559370638, 653.5172606303903, 619.2219709190116, 650.2826831506776, 626.6142792340804, 635.825500529851, 591.2979333254302, 559.7195091044649, 593.583534105885, 584.3361054922786, '540.31', '526.22', '484.93', '507.08', '497.02', '442.64']",727.6,exponential,negative,high,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,90,972664,0.0-11.0-7.0-0.0-0.2,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,20738.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,5096.0,"<canvas id=""myChart""></canvas>",,0,,,,,False,0.0,2.0,,,,"[614.0278120379809, 617.2740003218255, 719.3773172638579, 596.9504364381874, 598.6501212515432, 664.3993914874968, 618.5377042832857, 564.5788487839633, 648.3495039110246, 636.7610517819708, 542.712206925364, 622.1609762644438, 648.9698846476678, 502.79805762860303, 572.7680353577786, 596.0437289029808, 553.953831312874, 507.5908701037159, 563.5409742631107, 599.1515732119898, 622.1363267044915, 533.8728465968842, 547.5332558075304, 558.0274754187558, 533.7476724078502, 462.5641786471101, 459.6751740596148, 494.40664492099074, 422.04713705701187, 445.7446564385566, '467.81', '395.32', '401.36', '411.43', '355.04', '374.17']",727.6,exponential,negative,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,91,984365,0.0-11.0-7.0-0.0-0.3,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,11698.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,5185.0,"<canvas id=""myChart""></canvas>",,0,,,,,False,0.0,3.0,,,,"[146.39375641906344, 109.37639611152434, 151.61255862810958, 133.20462473036196, 116.94794517525592, 113.2788368196556, 121.52654176207129, 130.66497406451043, 153.35926378633548, 146.34861950709248, '144.59', '164.73', '157.68', '136.54', '160.70', '156.68']",727.6,exponential,positive,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,92,1005392,0.0-11.0-7.0-0.0-0.4,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,True,5247.0,"<canvas id=""myChart""></canvas>",,,,,,,False,0.0,4.0,,,,"[508.0652155359824, 440.7241763027474, 427.0035946817321, 496.56524742747683, 415.1777665586939, 475.99509067494125, 419.0558648623095, 419.22918725376553, 381.95121459310803, 440.98783480833885, 392.9437788914952, 312.1195514712016, 416.95199800175754, 403.86293560125813, 413.15481510162317, 388.95516603679715, 393.32675757492467, 373.3713257637126, 379.6672453451209, 337.35869403167663, 333.86182006847514, 363.9575850027299, 335.97480319858545, 332.97028861379107, 350.1537257477373, 262.36315671116876, 349.7566225317735, 305.48774927774735, 240.15640200526514, 329.56277967197866, '280.53', '248.31', '289.59', '255.35', '250.32', '239.24']",727.6,linear,negative,high,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,93,1022897,0.0-11.0-7.0-0.0-0.5,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,17498.0,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,False,5341.0,"<canvas id=""myChart""></canvas>",,0,,,,,False,0.0,5.0,,,,"[619.4329536823157, 621.8863304362854, 589.6593823418227, 599.980234326126, 593.7612629912929, 631.2542497674158, 604.1437051150134, 576.3164517484624, 588.1941667002739, 599.9577010136969, 609.5682791166874, 607.6371553602962, 585.9232424105052, 606.5640642466296, 597.0178158897337, 590.9114016761524, 584.8608822987452, 581.2153304217127, 563.53332719128, 579.7795688266542, 589.0318396879065, 555.4221268258547, 563.7385379517633, 585.4981891078113, 521.3289272159515, 529.4993126195792, 502.52045709194516, 473.97308369896854, 494.2804299448679, 424.03718627568696, '437.61', '404.38', '400.35', '394.31', '369.14', '389.28']",727.6,exponential,negative,low,datapoints_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,94,1043922,0.0-11.0-7.0-0.0-0.6,amrWtFuaQvSMbkuuP4XO,33ff78,5,j7hEHbar85x65X5rluCbBy0tlm,9NQkGZpdbchxeYbrc01Wfx5hZQ,1728.0,1080.0,,,,,,,,,,,,,,time_series_trial,,,,,,,,,,,,,,,,,,True,5423.0,"<canvas id=""myChart""></canvas>",,,,,,,False,0.0,6.0,,,,"[621.0743537881516, 592.7318611801808, 637.8917997142773, 615.3589056001147, 603.357788882596, 597.0587124011557, 603.6289815472146, 552.3711416217282, 558.5426826272686, 559.9526680215265, '570.52', '546.35', '554.41', '541.32', '537.29', '510.11']",727.6,exponential,negative,low,datapoints_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
