trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,trial_name,experiment_parameters,task_admc_dr,task_admc_a1,data_checkpoint,data_checkpoint_ind,view_history,rt,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,success,custom_timer_ended_trial,interval_id,response,question_order,admc_id,admc_response,stimulus,slider_start,slider_moved
call-function,2,803,0.0-2.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,3,804,0.0-3.0-0.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,4,982,0.0-5.0-1.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,5,4388,0.0-5.0-2.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,admc_a1_instructions,,,,,,"[{'page_index': 0, 'viewing_time': 3403}]",3403.0,,,,,,,,,,,,,,,False,38.0,,,,,,,
call-function,6,4388,0.0-5.0-3.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,7,6150,0.0-5.0-4.0-0.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,resistance_to_framing_trial,,,,,,,1761.0,,,,,,,,,,,,,,,False,57.0,6,,a1_1,6.0,"<p><b>Problem</b></p>
                                <p>Imagine that a type of condom has a 95% success rate. That is, if you have sex with someone who has the AIDS virus, there is a 95% chance that this type of condom will prevent you from being exposed to the AIDS virus.</p>
                                <p>Should the government allow this type of condom to be advertised as ""an effective method for lowering the risk of AIDS""?</p>",1.0,True
html-slider-response,8,7426,0.0-5.0-4.0-0.1,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,resistance_to_framing_trial,,,,,,,1270.0,,,,,,,,,,,,,,,False,77.0,6,,a1_2,6.0,"<p><b>Problem</b></p>
                                <p>Imagine the following situation. You are entertaining a special friend by inviting them for dinner. You are making your favorite lasagna dish with ground beef. Your roommate goes to the grocery store and purchases a package of ground beef for you. The label says 80% lean ground beef.</p>
                                <p>What's your evaluation of the quality of this ground beef?</p>",1.0,True
html-slider-response,9,8917,0.0-5.0-4.0-0.2,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,resistance_to_framing_trial,,,,,,,1488.0,,,,,,,,,,,,,,,False,98.0,6,,a1_3,6.0,"<p><b>Problem</b></p>
                                <p>In a recent confidential survey completed by graduating seniors, 35% of those completing the survey stated that they had never cheated during their college career.</p>
                                <p>Considering the results of the survey, how would you rate the incidence of cheating at your university?</p>",1.0,True
html-slider-response,10,10732,0.0-5.0-4.0-0.3,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,resistance_to_framing_trial,,,,,,,1812.0,,,,,,,,,,,,,,,False,120.0,6,,a1_4,6.0,"<p><b>Problem</b></p>
                                <p>As R&D manager, one of your project teams has come to you requesting an additional $100,000 in funds for a project you instituted several months ago. The project is already behind schedule and over budget, but the team still believes it can be successfully completed. You currently have $500,000 remaining in your budget unallocated, but which must carry you for the rest of the fiscal year. Lowering the balance by an additional $100,000 might jeopardize flexibility to respond to other opportunities.</p>
                                <p>Evaluating the situation, you believe there is a fair chance the project will not succeed, in which case the additional funding would be lost; if successful, however, the money would be well spent. You also noticed that of the projects undertaken by this team, 30 of the last 50 have been successful.</p>
                                <p>What is the likelihood you would fund the request?</p>",1.0,True
html-slider-response,11,12286,0.0-5.0-4.0-0.4,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,resistance_to_framing_trial,,,,,,,1551.0,,,,,,,,,,,,,,,False,142.0,6,,a1_5,6.0,"<p><b>Problem</b></p>
                                <p>Suppose a student got 90% correct in the mid-term exam and 70% correct in the final-term exam, what would be your evaluations of this student's performance?</p>",1.0,True
html-slider-response,12,13755,0.0-5.0-4.0-0.5,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,resistance_to_framing_trial,,,,,,,1462.0,,,,,,,,,,,,,,,False,164.0,6,,a1_6,6.0,"<p><b>Problem</b></p>
                                <p>Imagine that a woman parked illegally. After talking to her, you believe that there is a 20% chance that she did not know she parked illegally.</p>
                                <p>With this in mind, how much of a fine do you believe this woman deserves?</p>",1.0,True
html-slider-response,13,15008,0.0-5.0-4.0-0.6,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,resistance_to_framing_trial,,,,,,,1250.0,,,,,,,,,,,,,,,False,185.0,6,,a1_7,6.0,"<p><b>Problem</b></p>
                                <p>Imagine that a new technique has been developed to treat a particular kind of cancer. This technique has a 50% chance of success, and is available at the local hospital.</p>
                                <p>A member of your immediate family is a patient at the local hospital with this kind of cancer. Would you encourage him or her to undergo treatment using this technique?</p>",1.0,True
call-function,14,15010,0.0-5.0-5.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,15,17723,0.0-5.0-6.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,feedback_ADMC Framing A1,,,,,,,2712.0,,,,,,,,,,,,,,,,,5678,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,
call-function,16,17727,0.0-5.0-7.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,17,17729,0.0-5.0-9.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,async_data_save,,,,ADMC Framing A1__completed,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,18,17729,0.0-7.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,19,17730,0.0-8.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,async_data_save,,,,experiment__completed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,18,17729,0.0-7.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,19,17730,0.0-8.0,L6vGMED9U9T9pjpktVXS,all,,v1r7JeMlFucCFh33SSzmeygr0i,sM6FAvp4js77RSYD5Jlp2acjfl,async_data_save,,,,experiment__completed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
