trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_coherence_forecasting,task_shipley_vocab,task_admc_a2,task_time_series,task_admc_rc1,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rp,task_impossible_question,task_bayesian_update_easy,task_bayesian_update_hard,task_shipley_abstraction,task_leapfrog,task_graph_literacy,custom_timer_ended_trial,interval_id,response,moved_sliders,cfs_id,cfs_response,question_order,shipley_vocabulary_score,stimulus,slider_start,slider_moved,admc_id,admc_response,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,shipley_abstraction_score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13
call-function,654,5386943,0.0-29.0-1.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,655,5395876,0.0-29.0-2.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 8932}]",8932.0,,,,,,,,,,,,shipley_abstraction_instructions,,,,,,,,,,,,,,,,,,,False,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,656,5395879,0.0-29.0-3.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,657,6116889,0.0-29.0-4.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,721009.0,,,,,,,,,,,,shipley_abstraction_test_trial,,,,,,,,,,,,,,,,,,,True,1153.0,"{'shipley_abstraction_1_0': '6', 'shipley_abstraction_2_0': 'u', 'shipley_abstraction_2_1': 'p', 'shipley_abstraction_3_0': 'E', 'shipley_abstraction_4_0': '3', 'shipley_abstraction_5_0': 'W', 'shipley_abstraction_6_0': 'd', 'shipley_abstraction_6_1': 'o', 'shipley_abstraction_6_2': 'o', 'shipley_abstraction_6_3': 'm', 'shipley_abstraction_7_0': 'a', 'shipley_abstraction_7_1': 'p', 'shipley_abstraction_7_2': 'e', 'shipley_abstraction_8_0': 'o', 'shipley_abstraction_8_1': 'n', 'shipley_abstraction_9_0': 'S', 'shipley_abstraction_10_0': '5', 'shipley_abstraction_10_1': '4', 'shipley_abstraction_11_0': 'a', 'shipley_abstraction_11_1': 't', 'shipley_abstraction_12_0': '6', 'shipley_abstraction_12_1': '5', 'shipley_abstraction_12_2': '7', 'shipley_abstraction_12_3': '3', 'shipley_abstraction_12_4': '2', 'shipley_abstraction_13_0': 'g', 'shipley_abstraction_13_1': 'o', 'shipley_abstraction_13_2': 'a', 'shipley_abstraction_13_3': 't', 'shipley_abstraction_14_0': '8', 'shipley_abstraction_15_0': 'h', 'shipley_abstraction_15_1': 'i', 'shipley_abstraction_15_2': 't', 'shipley_abstraction_16_0': '', 'shipley_abstraction_16_1': '', 'shipley_abstraction_17_0': '3', 'shipley_abstraction_17_1': '6', 'shipley_abstraction_17_2': '4', 'shipley_abstraction_17_3': '2', 'shipley_abstraction_17_4': '5', 'shipley_abstraction_18_0': '', 'shipley_abstraction_19_0': 'r', 'shipley_abstraction_20_0': '9', 'shipley_abstraction_21_0': '', 'shipley_abstraction_22_0': '', 'shipley_abstraction_22_1': '', 'shipley_abstraction_23_0': 'c', 'shipley_abstraction_23_1': 'h', 'shipley_abstraction_23_2': 'a', 'shipley_abstraction_23_3': 'n', 'shipley_abstraction_23_4': 'g', 'shipley_abstraction_23_5': 'e', 'shipley_abstraction_24_0': '5', 'shipley_abstraction_25_0': 'w', 'shipley_abstraction_25_1': '', 'shipley_abstraction_25_2': 'e'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,
call-function,658,6116890,0.0-29.0-5.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,659,6116891,0.0-29.0-6.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,660,6116892,0.0-29.0-8.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,async_data_save,,Shipley (Abstraction)__completed,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,661,6122550,0.0-30.0-0.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 5657}]",5657.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,662,6122551,0.0-31.0-0.0-0.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,663,6122714,0.0-31.0-1.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,664,6198089,0.0-31.0-2.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 48370}, {'page_index': 1, 'viewing_time': 27003}]",75373.0,,,,,,,,,,,,leapfrog_instructions,,,,,,,,,,,,,,,,,,,False,1156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,665,6198092,0.0-31.0-3.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,666,6213596,0.0-31.0-4.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 15503}]",15503.0,,,,,,,,,,,,leapfrog_practice_trials_instructions,,,,,,,,,,,,,,,,,,,False,1159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,667,6215109,0.0-31.0-5.0-0.0-0.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,,,,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,,,,,,,,,,,,,,,,,
html-keyboard-response,668,6216121,0.0-31.0-5.0-0.0-1.0,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,669,6216537,0.0-31.0-5.0-0.0-0.1,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,415.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,,,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,10.0,B,,,,,,,,,,,,,,,
html-keyboard-response,670,6217551,0.0-31.0-5.0-0.0-1.1,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>10</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,671,6217869,0.0-31.0-5.0-0.0-0.2,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,317.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,,,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,
html-keyboard-response,672,6218884,0.0-31.0-5.0-0.0-1.2,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,673,6219316,0.0-31.0-5.0-0.0-0.3,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,431.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,,,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,
html-keyboard-response,674,6220318,0.0-31.0-5.0-0.0-1.3,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,675,6220567,0.0-31.0-5.0-0.0-0.4,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,248.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,,,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,10.0,B,,,,,,,,,,,,,,,
html-keyboard-response,676,6221583,0.0-31.0-5.0-0.0-1.4,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>10</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,677,6221804,0.0-31.0-5.0-0.0-0.5,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,221.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,,,,True,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,
html-keyboard-response,678,6222817,0.0-31.0-5.0-0.0-1.5,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,679,6223059,0.0-31.0-5.0-0.0-0.6,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,241.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,,,,True,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,
html-keyboard-response,680,6224066,0.0-31.0-5.0-0.0-1.6,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,681,6224282,0.0-31.0-5.0-0.0-0.7,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,215.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,,,,True,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,10.0,B,,,,,,,,,,,,,,,
html-keyboard-response,682,6225292,0.0-31.0-5.0-0.0-1.7,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>10</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,683,6225466,0.0-31.0-5.0-0.0-0.8,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,174.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,,,,True,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,
html-keyboard-response,684,6226468,0.0-31.0-5.0-0.0-1.8,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,685,6226717,0.0-31.0-5.0-0.0-0.9,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,248.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,,,,True,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,
html-keyboard-response,686,6227733,0.0-31.0-5.0-0.0-1.9,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,687,6227968,0.0-31.0-5.0-0.0-0.10,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,235.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,,,,True,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,,,,,,,,,,,,,,
html-keyboard-response,688,6228984,0.0-31.0-5.0-0.0-1.10,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,689,6229275,0.0-31.0-5.0-0.0-0.11,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,290.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,,,,True,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,10.0,B,,,,,,,,,,,,,,,
html-keyboard-response,690,6230288,0.0-31.0-5.0-0.0-1.11,zwsDBXQLvSb1N8KuyQmf,223301,3,9n3biqvITwZCJsdZ4OCbmhEo8z,lGfM67xQS4OdR1NKNr4ck74Xgg,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>10</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
