trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a1,task_admc_dr,task_time_series,task_raven_matrix,task_bayesian_update_easy,task_bayesian_update_hard,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_cognitive_reflection,task_number_series,task_admc_rc2,task_leapfrog,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,list_id,correct_answer,correct,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,response_choice,id,question_text,answer_1,answer_2,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction
html-keyboard-response,910,2403068,0.0-27.0-8.0-3.0-1.13,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,911,2403179,0.0-27.0-8.0-3.0-0.14,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,107.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,
html-keyboard-response,912,2404190,0.0-27.0-8.0-3.0-1.14,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,913,2404390,0.0-27.0-8.0-3.0-0.15,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,196.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,False,3.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,210.0,A,,
html-keyboard-response,914,2405398,0.0-27.0-8.0-3.0-1.15,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,915,2405599,0.0-27.0-8.0-3.0-0.16,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,198.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,
html-keyboard-response,916,2406610,0.0-27.0-8.0-3.0-1.16,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,917,2407137,0.0-27.0-8.0-3.0-0.17,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,524.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,
html-keyboard-response,918,2408141,0.0-27.0-8.0-3.0-1.17,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,919,2408421,0.0-27.0-8.0-3.0-0.18,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,277.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,
html-keyboard-response,920,2409428,0.0-27.0-8.0-3.0-1.18,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,921,2409601,0.0-27.0-8.0-3.0-0.19,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,137.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,
html-keyboard-response,922,2410612,0.0-27.0-8.0-3.0-1.19,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,923,2410832,0.0-27.0-8.0-3.0-0.20,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,216.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,220.0,220.0,B,,
html-keyboard-response,924,2411840,0.0-27.0-8.0-3.0-1.20,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,925,2412065,0.0-27.0-8.0-3.0-0.21,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,222.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,220.0,220.0,B,,
html-keyboard-response,926,2413074,0.0-27.0-8.0-3.0-1.21,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>220</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,927,2413587,0.0-27.0-8.0-3.0-0.22,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,509.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,
html-keyboard-response,928,2414595,0.0-27.0-8.0-3.0-1.22,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,929,2414995,0.0-27.0-8.0-3.0-0.23,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,396.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,
html-keyboard-response,930,2415999,0.0-27.0-8.0-3.0-1.23,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,931,2416386,0.0-27.0-8.0-3.0-0.24,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,383.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,
html-keyboard-response,932,2417394,0.0-27.0-8.0-3.0-1.24,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,933,2417689,0.0-27.0-8.0-3.0-0.25,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,292.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,
html-keyboard-response,934,2418695,0.0-27.0-8.0-3.0-1.25,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,935,2418839,0.0-27.0-8.0-3.0-0.26,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,140.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,False,3.0,146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,230.0,A,,
html-keyboard-response,936,2419850,0.0-27.0-8.0-3.0-1.26,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>230</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,937,2420070,0.0-27.0-8.0-3.0-0.27,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,185.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,
html-keyboard-response,938,2421085,0.0-27.0-8.0-3.0-1.27,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,939,2421094,0.0-27.0-8.0-3.0-0.28,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,3.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,
html-keyboard-response,940,2422103,0.0-27.0-8.0-3.0-1.28,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,941,2422765,0.0-27.0-8.0-3.0-0.29,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,659.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,149.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,240.0,240.0,B,,
html-keyboard-response,942,2423776,0.0-27.0-8.0-3.0-1.29,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,943,2424069,0.0-27.0-8.0-3.0-0.30,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,289.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,False,3.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,240.0,B,,
html-keyboard-response,944,2425076,0.0-27.0-8.0-3.0-1.30,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>240</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,945,2425453,0.0-27.0-8.0-3.0-0.31,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,374.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,False,3.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
html-keyboard-response,946,2426457,0.0-27.0-8.0-3.0-1.31,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,947,2426977,0.0-27.0-8.0-3.0-0.32,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,516.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,False,3.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,240.0,250.0,A,,
html-keyboard-response,948,2427986,0.0-27.0-8.0-3.0-1.32,7qLDDKDuB8YbLuP5HMQ3,33ff78,5,jjwzS0zNMFeDzQfHVswA5egXRm,8gv7mAr2uCZ0D6IAB8KgP7jcmM,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>250</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
