trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_impossible_question,task_leapfrog,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_a2,task_admc_rp,task_graph_literacy,task_coherence_forecasting,task_admc_rc1,task_time_series,task_shipley_vocab,task_bayesian_update_easy,task_bayesian_update_hard,task_shipley_abstraction,custom_timer_ended_trial,interval_id,response,response_choice,response_slider,slider_moved,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,stimulus,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,slider_start,admc_id,admc_response,moved_sliders,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,cfs_id,cfs_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints,question_order,shipley_vocabulary_score,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,shipley_abstraction_score
html-keyboard-response,927,1280984,0.0-9.0-7.0-0.0-2.45,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,928,1281288,0.0-9.0-7.0-0.0-0.46,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,929,1282765,0.0-9.0-7.0-0.0-1.46,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,1468.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1208.0,arrowleft,,,,False,0.0,46.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,B,harmony,both,both,large,small,0.14,0.1,400.0,10.0,56.0,1.0,344.0,9.0,left,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,930,1283768,0.0-9.0-7.0-0.0-2.46,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,931,1284072,0.0-9.0-7.0-0.0-0.47,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,932,1285723,0.0-9.0-7.0-0.0-1.47,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,1650.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,1211.0,arrowright,,,,False,0.0,47.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,B,conflict,both,both,small,large,0.3,0.2299999999999999,10.0,400.0,3.0,92.0,7.0,308.0,right,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,933,1286728,0.0-9.0-7.0-0.0-2.47,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,934,1286729,0.0-9.0-8.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,935,1292011,0.0-9.0-9.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,5282.0,,,,,,,,,,,,feedback_Denominator Neglect_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,936,1292019,0.0-9.0-10.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,937,1292025,0.0-9.0-12.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,async_data_save,,Denominator Neglect_B__completed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,938,1292182,0.0-11.0-1.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,939,1297651,0.0-11.0-2.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,"[{'page_index': 0, 'viewing_time': 5467}]",5468.0,,,,,,,,,,,,admc_a2_instructions,,,,,,,,,,,,,,,,,,,False,1214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,940,1297652,0.0-11.0-3.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,941,1316527,0.0-11.0-4.0-0.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,18852.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1215.0,3,,,True,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>As R&D manager, one of your project teams has come to you requesting an additional $100,000 in funds for a project you instituted several months ago. The project is already behind schedule and over budget, but the team still believes it can be successfully completed. You currently have $500,000 remaining in your budget unallocated, but which must carry you for the rest of the fiscal year. Lowering the balance by an additional $100,000 might jeopardize flexibility to respond to other opportunities.</p>
                                <p>Evaluating the situation, you believe there is a fair chance the project will not succeed, in which case the additional funding would be lost; if successful, however, the money would be well spent. You also noticed that of the projects undertaken by this team, 20 of the last 50 have been unsuccessful.</p>
                                <p>What is the likelihood you would fund the request?</p>",,,,,,,,,,,,,,,,,,,,,,,1.0,a2_1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,942,1329594,0.0-11.0-4.0-0.1,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,13061.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1216.0,6,,,True,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that a woman parked illegally. After talking to her, you believe that there is an 80% chance that she knew she parked illegally</p>
                                <p>With this in mind, how much of a fine do you believe this woman deserves?</p>",,,,,,,,,,,,,,,,,,,,,,,1.0,a2_2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,943,1339379,0.0-11.0-4.0-0.2,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,9778.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1217.0,4,,,True,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>In a recent confidential survey completed by graduating seniors, 65% of those completing the survey stated that they had cheated during their college career.</p>
                                <p>Considering the results of the survey, how would you rate the incidence of cheating at your university?</p>",,,,,,,,,,,,,,,,,,,,,,,1.0,a2_3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,944,1350755,0.0-11.0-4.0-0.3,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,11375.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1218.0,3,,,True,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that a new technique has been developed to treat a particular kind of cancer. This technique has a 50% chance of failure, and is available at the local hospital.</p>
                                <p>A member of your immediate family is a patient at the local hospital with this kind of cancer. How likely are you to encourage him or her to undergo treatment using this technique?</p>",,,,,,,,,,,,,,,,,,,,,,,1.0,a2_4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,945,1364978,0.0-11.0-4.0-0.4,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,14216.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1219.0,3,,,True,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine the following situation. You are entertaining a special friend by inviting them for dinner. You are making your favorite lasagna dish with ground beef. Your roommate goes to the grocery store and purchases a package of ground beef for you. The label says 20% fat ground beef.</p>
                                <p>What's your evaluation of the quality of this ground beef?</p>",,,,,,,,,,,,,,,,,,,,,,,1.0,a2_5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,946,1380139,0.0-11.0-4.0-0.5,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,15154.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1220.0,1,,,True,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>Imagine that a type of condom has a 5% failure rate. That is, if you have sex with someone who has the AIDS virus, there is a 5% chance that this type of condom will fail to prevent you from being exposed to the AIDS virus.</p>
                                <p>Should the government allow this type of condom to be advertised as ""an effective method for lowering the risk of AIDS""?</p>",,,,,,,,,,,,,,,,,,,,,,,1.0,a2_6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,947,1391603,0.0-11.0-4.0-0.6,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,11458.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,1221.0,4,,,True,,,,,,,,,,,"<p><b>Problem</b></p>
                                <p>Suppose a student got 10% incorrect in the mid-term exam and 30% incorrect in the final-term exam, what would be your evaluations of this student's performance?</p>",,,,,,,,,,,,,,,,,,,,,,,1.0,a2_7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,948,1391609,0.0-11.0-5.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,949,1393379,0.0-11.0-6.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,1769.0,,,,,,,,,,,,feedback_ADMC Framing A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,950,1393380,0.0-11.0-7.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,951,1393383,0.0-11.0-9.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,async_data_save,,ADMC Framing A2__completed,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,952,1393544,0.0-13.0-1.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,953,1406779,0.0-13.0-2.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,"[{'page_index': 0, 'viewing_time': 13233}]",13233.0,,,,,,,,,,,,admc_rp_instructions,,,,,,,,,,,,,,,,,,,False,1224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,954,1406784,0.0-13.0-3.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,955,1476396,0.0-13.0-4.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,69608.0,,,,,,,,,,,,admc_rp_a_trial,,,,,,,,,,,,,,,,,,,False,1225.0,"{'rp_a1': '30', 'rp_a2': '50', 'rp_a3': '18', 'rp_a4': '69', 'rp_a5': '0', 'rp_a6': '10', 'rp_a7': '0', 'rp_a8': '100', 'rp_a9': '100', 'rp_a10': '70'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['rp_a1', 'rp_a2', 'rp_a3', 'rp_a4', 'rp_a5', 'rp_a6', 'rp_a7', 'rp_a8', 'rp_a9', 'rp_a10']","['30', '50', '18', '69', '0', '10', '0', '100', '100', '70']","rp_a1_slider,rp_a2_slider,rp_a3_slider,rp_a4_slider,rp_a5_slider,rp_a6_slider,rp_a7_slider,rp_a8_slider,rp_a9_slider,rp_a10_slider,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,956,1521930,0.0-13.0-5.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,45523.0,,,,,,,,,,,,admc_rp_b_trial,,,,,,,,,,,,,,,,,,,False,1226.0,"{'rp_b1': '19', 'rp_b2': '89', 'rp_b3': '19', 'rp_b4': '78', 'rp_b5': '0', 'rp_b6': '10', 'rp_b7': '0', 'rp_b8': '100', 'rp_b9': '100', 'rp_b10': '70'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['rp_b1', 'rp_b2', 'rp_b3', 'rp_b4', 'rp_b5', 'rp_b6', 'rp_b7', 'rp_b8', 'rp_b9', 'rp_b10']","['19', '89', '19', '78', '0', '10', '0', '100', '100', '70']","rp_b1_slider,rp_b2_slider,rp_b3_slider,rp_b4_slider,rp_b6_slider,rp_b7_slider,rp_b8_slider,rp_b9_slider,rp_b10_slider,rp_b5_slider,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,957,1521940,0.0-13.0-6.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,958,1524146,0.0-13.0-7.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,2204.0,,,,,,,,,,,,feedback_ADMC Risk Perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,959,1524147,0.0-13.0-8.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,960,1524150,0.0-13.0-10.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,async_data_save,,ADMC Risk Perception__completed,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,961,1524155,0.0-15.0-0.0-0.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,962,1524311,0.0-15.0-1.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,963,1524311,0.0-15.0-2.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,964,1775365,0.0-15.0-3.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,251049.0,,,,,,,,,,,,gl_main_trial,,,,,,,,,,,,,,,,,,,False,1229.0,"{'Q1': '30', 'Q2': '15', 'Q3': '25', 'Q4': '25', 'Q5': '19', 'Q6': '4', 'Q7': '24', 'Q8': '40', 'Q9': '20', 'Q10': '3', 'Q11': '2', 'Q12': '3', 'Q13': '5'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,15.0,25.0,25.0,19.0,4.0,24.0,40.0,20.0,3.0,2.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,
call-function,965,1775374,0.0-15.0-4.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,966,1779043,0.0-15.0-5.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,3667.0,,,,,,,,,,,,feedback_Graph Literacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,967,1779044,0.0-15.0-6.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,968,1779047,0.0-15.0-8.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,async_data_save,,Graph Literacy__completed,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,969,1779200,0.0-17.0-1.0,TKO2Alhu9oJQR8IzF5eI,223301,5,6a7grifZTCWtkKHONY4ZBFNmNK,KmxKa6hs21bu1WmZ1csTuMw4jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
