trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc2,task_leapfrog,task_time_series,task_admc_a1,task_impossible_question,task_cognitive_reflection,task_bayesian_update_easy,task_bayesian_update_hard,task_number_series,task_raven_matrix,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_dr,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,ns_id,ns_response,list_id,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
survey-html-form,664,1454507,0.0-15.0-4.0-0.0-0.9,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,7816.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,916.0,,,"{'IQ_16': '1', 'IQ_16_slider': '92'}",True,,,False,0.0,9.0,,,,,,,,,,,,,1.0,92.0,IQ_16,What's the side effect of Grilpax's disease?,Change in hair color,Ability to sing beautifully,3.0,aig_B,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,665,1456193,0.0-15.0-4.0-0.0-1.9,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1683.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,917.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 10/30 questions completed. 75% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,666,1472767,0.0-15.0-4.0-0.0-0.10,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,16569.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,918.0,,,"{'GK_60': '2', 'GK_60_slider': '50'}",True,,,False,0.0,10.0,,,,,,,,,,,,,2.0,50.0,GK_60,Which is the only country to qualify for every FIFA World Cup (soccer) since inception in 1930?,Argentina,Brazil,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,667,1474215,0.0-15.0-4.0-0.0-1.10,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1444.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,919.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 11/30 questions completed. 78% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,668,1481639,0.0-15.0-4.0-0.0-0.11,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,7421.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,920.0,,,"{'GK_12': '2', 'GK_12_slider': '100'}",True,,,False,0.0,11.0,,,,,,,,,,,,,2.0,100.0,GK_12,Psychology is used to study the life cycle of animals and plants,True,False,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,669,1483019,0.0-15.0-4.0-0.0-1.11,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1379.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,921.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 12/30 questions completed. 80% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,670,1489348,0.0-15.0-4.0-0.0-0.12,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,6325.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,922.0,,,{'GK_83': '3'},False,,,False,0.0,12.0,,,,,,,,,,,,,3.0,,GK_83,Jupiter's largest moon Ganymede is smaller (in diameter) than the planet Mercury.,True,False,2.0,aig_B,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,671,1490696,0.0-15.0-4.0-0.0-1.12,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1345.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,923.0,<p>Progress: 13/30 questions completed. 80% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,672,1501456,0.0-15.0-4.0-0.0-0.13,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,10758.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,924.0,,,"{'GK_81': '2', 'GK_81_slider': '50'}",True,,,False,0.0,13.0,,,,,,,,,,,,,2.0,50.0,GK_81,"If you are standing on the Equator, your approximate rotational speed is:","Less than 1,000 km/h",Greater than 1000 km/h,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,673,1502715,0.0-15.0-4.0-0.0-1.13,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1256.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,925.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 14/30 questions completed. 82% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,674,1511983,0.0-15.0-4.0-0.0-0.14,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,9266.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,926.0,,,"{'IQ_17': '2', 'IQ_17_slider': '60'}",True,,,False,0.0,14.0,,,,,,,,,,,,,2.0,60.0,IQ_17,What is the Kraghold method used for?,Predicting stock market trends,Improving memory recall,3.0,aig_B,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,675,1513266,0.0-15.0-4.0-0.0-1.14,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1280.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,927.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 15/30 questions completed. 75% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,676,1519297,0.0-15.0-4.0-0.0-0.15,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,6028.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,928.0,,,"{'GK_9': '2', 'GK_9_slider': '100'}",True,,,False,0.0,15.0,,,,,,,,,,,,,2.0,100.0,GK_9,In which continent does Germany lie?,Asia,Europe,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,677,1520791,0.0-15.0-4.0-0.0-1.15,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1493.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,929.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 16/30 questions completed. 77% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,678,1531884,0.0-15.0-4.0-0.0-0.16,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,11090.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,930.0,,,"{'GK_62': '2', 'GK_62_slider': '59'}",True,,,False,0.0,16.0,,,,,,,,,,,,,2.0,59.0,GK_62,Which comes closest in meaning to the following word? Soporific,Pertaining to one's self,Sleep inducing,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,679,1533267,0.0-15.0-4.0-0.0-1.16,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1380.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,931.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 17/30 questions completed. 79% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,680,1537755,0.0-15.0-4.0-0.0-0.17,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,4486.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,932.0,,,"{'GK_82': '1', 'GK_82_slider': '100'}",True,,,False,0.0,17.0,,,,,,,,,,,,,1.0,100.0,GK_82,Plants use oxygen.,True,False,1.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,681,1539114,0.0-15.0-4.0-0.0-1.17,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1357.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,933.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 18/30 questions completed. 80% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,682,1547258,0.0-15.0-4.0-0.0-0.18,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,8143.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,934.0,,,"{'GK_88': '2', 'GK_88_slider': '80'}",True,,,False,0.0,18.0,,,,,,,,,,,,,2.0,80.0,GK_88,People with amnesia forget all details of their earlier life.,True,False,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,683,1548807,0.0-15.0-4.0-0.0-1.18,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1543.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,935.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 19/30 questions completed. 81% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,684,1554368,0.0-15.0-4.0-0.0-0.19,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,5560.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,936.0,,,"{'GK_15': '1', 'GK_15_slider': '100'}",True,,,False,0.0,19.0,,,,,,,,,,,,,1.0,100.0,GK_15,Which comes closest in meaning to the following word: Quick,Fast,Slow,1.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,685,1555914,0.0-15.0-4.0-0.0-1.19,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1545.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,937.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 20/30 questions completed. 82% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,686,1562825,0.0-15.0-4.0-0.0-0.20,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,6909.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,938.0,,,{'IQ_14': '3'},False,,,False,0.0,20.0,,,,,,,,,,,,,3.0,,IQ_14,What's the main purpose of a Tantrigon device?,To communicate with other dimensions,To teleport through space,3.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,687,1566986,0.0-15.0-4.0-0.0-1.20,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,4156.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,939.0,<p>Progress: 21/30 questions completed. 82% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,688,1573440,0.0-15.0-4.0-0.0-0.21,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,6452.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,940.0,,,{'GK_29': '3'},False,,,False,0.0,21.0,,,,,,,,,,,,,3.0,,GK_29,Who has a higher NBA career playoff points per game?,Kobe Bryant,Michael Jordan,2.0,aig_B,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,689,1575085,0.0-15.0-4.0-0.0-1.21,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1641.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,941.0,<p>Progress: 22/30 questions completed. 82% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,690,1585332,0.0-15.0-4.0-0.0-0.22,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,10246.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,942.0,,,"{'GK_16': '2', 'GK_16_slider': '100'}",True,,,False,0.0,22.0,,,,,,,,,,,,,2.0,100.0,GK_16,Which happened earlier in history?,World War 1,Construction of the Egyptian pyramids,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,691,1587164,0.0-15.0-4.0-0.0-1.22,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1827.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,943.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 23/30 questions completed. 83% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,692,1597351,0.0-15.0-4.0-0.0-0.23,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,10184.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,944.0,,,"{'GK_41': '1', 'GK_41_slider': '64'}",True,,,False,0.0,23.0,,,,,,,,,,,,,1.0,64.0,GK_41,Which comes closest in meaning to the following word? Zephyr,Breeze,Tide,1.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,693,1598670,0.0-15.0-4.0-0.0-1.23,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1314.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,945.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 24/30 questions completed. 84% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,694,1604305,0.0-15.0-4.0-0.0-0.24,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,5632.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,946.0,,,"{'GK_37': '2', 'GK_37_slider': '82'}",True,,,False,0.0,24.0,,,,,,,,,,,,,2.0,82.0,GK_37,Which champion boxer had the birth name Cassius Clay?,Mike Tyson,Muhammed Ali,2.0,aig_B,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,695,1605637,0.0-15.0-4.0-0.0-1.24,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1330.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,947.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 25/30 questions completed. 85% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,696,1613778,0.0-15.0-4.0-0.0-0.25,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,8140.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,948.0,,,"{'GK_58': '2', 'GK_58_slider': '50'}",True,,,False,0.0,25.0,,,,,,,,,,,,,2.0,50.0,GK_58,What light-sensitive cells in the eye detect colors?,Cones,Rods,1.0,aig_B,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,697,1615975,0.0-15.0-4.0-0.0-1.25,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,2194.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,949.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 26/30 questions completed. 81% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,698,1620711,0.0-15.0-4.0-0.0-0.26,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,4734.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,950.0,,,{'GK_93': '3'},False,,,False,0.0,26.0,,,,,,,,,,,,,3.0,,GK_93,Which country remained neutral throughout World War II?,Turkey,Afghanistan,2.0,aig_B,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,699,1626283,0.0-15.0-4.0-0.0-1.26,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,5571.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,951.0,<p>Progress: 27/30 questions completed. 81% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,700,1634175,0.0-15.0-4.0-0.0-0.27,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,7890.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,952.0,,,"{'IQ_13': '1', 'IQ_13_slider': '85'}",True,,,False,0.0,27.0,,,,,,,,,,,,,1.0,85.0,IQ_13,What are the ingredients of a traditional Zibrune stew?,Magical herbs and spices,Alien sea creatures,3.0,aig_B,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,701,1635746,0.0-15.0-4.0-0.0-1.27,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1569.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,953.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 28/30 questions completed. 77% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,702,1647251,0.0-15.0-4.0-0.0-0.28,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,11502.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,954.0,,,{'GK_44': '3'},False,,,False,0.0,28.0,,,,,,,,,,,,,3.0,,GK_44,Which happened earlier in history?,Julius Caesar getting assassinated,Alexander the Great conquering Egypt,2.0,aig_B,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,703,1648786,0.0-15.0-4.0-0.0-1.28,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1528.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,955.0,<p>Progress: 29/30 questions completed. 77% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,704,1655426,0.0-15.0-4.0-0.0-0.29,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,6637.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,False,956.0,,,"{'GK_87': '1', 'GK_87_slider': '82'}",True,,,False,0.0,29.0,,,,,,,,,,,,,1.0,82.0,GK_87,House flies have an average life span of less than 2 days.,True,False,2.0,aig_B,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,705,1656799,0.0-15.0-4.0-0.0-1.29,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1372.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,False,957.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 30/30 questions completed. 74% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,706,1656801,0.0-15.0-5.0,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,707,1658354,0.0-15.0-6.0,C97KNSD7eM6nPKVQs2xx,33ff78,5,KadtogaO5sDowMxjZu9To6Yw0r,a5faTFcXbUVVsymFE57lrf5Ryf,1360.0,765.0,,1552.0,,,,,,,,,,,,feedback_Impossible Question,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
