trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_graph_literacy,task_admc_rp,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rc1,task_impossible_question,task_shipley_vocab,task_time_series,task_shipley_abstraction,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_coherence_forecasting,task_leapfrog,task_admc_a2,response,custom_timer_ended_trial,interval_id,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,stimulus,moved_sliders,admc_id,admc_response,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,slider_start,slider_moved,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,question_order,shipley_vocabulary_score,y_axis_values,chart_height,func,direction,noise_condition,datapoints,shipley_abstraction_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,cfs_id,cfs_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction
html-keyboard-response,115,369519,0.0-27.0-5.0-2.0-1.19,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,116,376542,0.0-27.0-5.0-3.0-0.0-0.0,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,7020.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,,{'prediction': '3'},False,1216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0
html-keyboard-response,117,382199,0.0-27.0-5.0-3.0-0.0-1.0,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,5624.0,,,,,,,,,,,,pt_trial_after_interblock,,,,,,,,,,,,,,,,,,, ,False,1226.0,,,,,,,,,,,,,,"<p>You will now complete another 40 practice trials.</p>
                            <p>During these trials you will <b>NOT</b> be able to see the points of each option. You have to discover this on your own.</p>
                            <hr><p>Now, please <b>place your right hand on the left and right arrow keys</b>.</p>
                            <p><i>Press the <b>spacebar</b> with your left hand whenever you are ready to continue!</i></p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,118,382673,0.0-27.0-5.0-4.0-0.0,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,471.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,80.0,A,,
html-keyboard-response,119,383679,0.0-27.0-5.0-4.0-1.0,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,120,383746,0.0-27.0-5.0-4.0-0.1,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,65.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,80.0,A,,
html-keyboard-response,121,384750,0.0-27.0-5.0-4.0-1.1,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,122,385047,0.0-27.0-5.0-4.0-0.2,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,296.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,
html-keyboard-response,123,386056,0.0-27.0-5.0-4.0-1.2,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,124,386143,0.0-27.0-5.0-4.0-0.3,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,86.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,
html-keyboard-response,125,387150,0.0-27.0-5.0-4.0-1.3,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,126,387298,0.0-27.0-5.0-4.0-0.4,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,130.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,80.0,A,,
html-keyboard-response,127,388308,0.0-27.0-5.0-4.0-1.4,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,128,388426,0.0-27.0-5.0-4.0-0.5,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,115.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,
html-keyboard-response,129,389434,0.0-27.0-5.0-4.0-1.5,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,130,389555,0.0-27.0-5.0-4.0-0.6,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,119.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,
html-keyboard-response,131,390558,0.0-27.0-5.0-4.0-1.6,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,132,390785,0.0-27.0-5.0-4.0-0.7,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,224.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90.0,90.0,B,,
html-keyboard-response,133,391792,0.0-27.0-5.0-4.0-1.7,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,134,392004,0.0-27.0-5.0-4.0-0.8,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,210.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90.0,90.0,B,,
html-keyboard-response,135,393015,0.0-27.0-5.0-4.0-1.8,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,136,393029,0.0-27.0-5.0-4.0-0.9,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,12.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90.0,100.0,A,,
html-keyboard-response,137,394038,0.0-27.0-5.0-4.0-1.9,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,138,394185,0.0-27.0-5.0-4.0-0.10,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,145.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90.0,100.0,A,,
html-keyboard-response,139,395189,0.0-27.0-5.0-4.0-1.10,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,140,395271,0.0-27.0-5.0-4.0-0.11,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,81.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90.0,100.0,A,,
html-keyboard-response,141,396277,0.0-27.0-5.0-4.0-1.11,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,142,396339,0.0-27.0-5.0-4.0-0.12,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,60.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90.0,100.0,A,,
html-keyboard-response,143,397348,0.0-27.0-5.0-4.0-1.12,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,144,397473,0.0-27.0-5.0-4.0-0.13,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,102.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90.0,90.0,B,,
html-keyboard-response,145,398482,0.0-27.0-5.0-4.0-1.13,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,146,398604,0.0-27.0-5.0-4.0-0.14,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,120.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,90.0,100.0,A,,
html-keyboard-response,147,399607,0.0-27.0-5.0-4.0-1.14,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,148,399681,0.0-27.0-5.0-4.0-0.15,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,73.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.0,100.0,A,,
html-keyboard-response,149,400688,0.0-27.0-5.0-4.0-1.15,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,150,400696,0.0-27.0-5.0-4.0-0.16,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,6.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,110.0,100.0,A,,
html-keyboard-response,151,401703,0.0-27.0-5.0-4.0-1.16,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>100</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,152,401732,0.0-27.0-5.0-4.0-0.17,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,28.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,110.0,B,,
html-keyboard-response,153,402738,0.0-27.0-5.0-4.0-1.17,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,154,402808,0.0-27.0-5.0-4.0-0.18,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,68.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,arrowright,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,,True,2.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,110.0,110.0,B,,
html-keyboard-response,155,403820,0.0-27.0-5.0-4.0-1.18,KuF1bnZiEtnvisYYn4SW,223301,5,lxnTgAHSvvnbC8rGpXcl6oaedf,VS8owJNSdAKT80ueIjyltlZ64S,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
