trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_bayesian_update_easy,task_bayesian_update_hard,task_impossible_question,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_graph_literacy,task_admc_rc1,task_admc_a2,task_admc_rp,task_leapfrog,task_coherence_forecasting,task_shipley_vocab,task_shipley_abstraction,custom_timer_ended_trial,interval_id,stimulus,response,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,response_choice,slider_moved,id,question_text,answer_1,answer_2,correct_answer,correct,y_axis_values,chart_height,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,admc_id,admc_response,moved_sliders,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,cfs_id,cfs_response,question_order,shipley_vocabulary_score,shipley_abstraction_score
html-keyboard-response,999,3460687,0.0-27.0-8.0-2.0-0.14,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,346.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,2.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,130.0,130.0,B,,,,,,,
html-keyboard-response,1000,3461689,0.0-27.0-8.0-2.0-1.14,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1001,3461954,0.0-27.0-8.0-2.0-0.15,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,265.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,2.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,130.0,130.0,B,,,,,,,
html-keyboard-response,1002,3462957,0.0-27.0-8.0-2.0-1.15,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1003,3463387,0.0-27.0-8.0-2.0-0.16,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,428.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,2.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,130.0,130.0,B,,,,,,,
html-keyboard-response,1004,3464390,0.0-27.0-8.0-2.0-1.16,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1005,3464717,0.0-27.0-8.0-2.0-0.17,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,324.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,2.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,130.0,130.0,B,,,,,,,
html-keyboard-response,1006,3465720,0.0-27.0-8.0-2.0-1.17,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1007,3466113,0.0-27.0-8.0-2.0-0.18,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,391.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowright,,False,2.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,130.0,130.0,B,,,,,,,
html-keyboard-response,1008,3467116,0.0-27.0-8.0-2.0-1.18,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1009,3467525,0.0-27.0-8.0-2.0-0.19,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,407.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,130.0,140.0,A,,,,,,,
html-keyboard-response,1010,3468528,0.0-27.0-8.0-2.0-1.19,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1011,3468794,0.0-27.0-8.0-2.0-0.20,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,265.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,150.0,140.0,A,,,,,,,
html-keyboard-response,1012,3469797,0.0-27.0-8.0-2.0-1.20,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1013,3470147,0.0-27.0-8.0-2.0-0.21,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,348.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,150.0,140.0,A,,,,,,,
html-keyboard-response,1014,3471150,0.0-27.0-8.0-2.0-1.21,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1015,3471462,0.0-27.0-8.0-2.0-0.22,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,311.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,102.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,150.0,140.0,A,,,,,,,
html-keyboard-response,1016,3472465,0.0-27.0-8.0-2.0-1.22,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1017,3472812,0.0-27.0-8.0-2.0-0.23,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,345.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,150.0,140.0,A,,,,,,,
html-keyboard-response,1018,3473815,0.0-27.0-8.0-2.0-1.23,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1019,3474112,0.0-27.0-8.0-2.0-0.24,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,294.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,150.0,160.0,A,,,,,,,
html-keyboard-response,1020,3475115,0.0-27.0-8.0-2.0-1.24,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>160</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1021,3475489,0.0-27.0-8.0-2.0-0.25,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,372.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,170.0,160.0,A,,,,,,,
html-keyboard-response,1022,3476491,0.0-27.0-8.0-2.0-1.25,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>160</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1023,3476798,0.0-27.0-8.0-2.0-0.26,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,305.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,170.0,160.0,A,,,,,,,
html-keyboard-response,1024,3477801,0.0-27.0-8.0-2.0-1.26,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>160</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1025,3477998,0.0-27.0-8.0-2.0-0.27,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,196.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,170.0,160.0,A,,,,,,,
html-keyboard-response,1026,3479001,0.0-27.0-8.0-2.0-1.27,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>160</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1027,3479247,0.0-27.0-8.0-2.0-0.28,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,245.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,170.0,180.0,A,,,,,,,
html-keyboard-response,1028,3480249,0.0-27.0-8.0-2.0-1.28,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>180</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1029,3480946,0.0-27.0-8.0-2.0-0.29,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,695.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,170.0,180.0,A,,,,,,,
html-keyboard-response,1030,3481949,0.0-27.0-8.0-2.0-1.29,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>180</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1031,3482308,0.0-27.0-8.0-2.0-0.30,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,358.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,170.0,180.0,A,,,,,,,
html-keyboard-response,1032,3483311,0.0-27.0-8.0-2.0-1.30,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>180</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,1033,3483629,0.0-27.0-8.0-2.0-0.31,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,315.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",arrowleft,,False,2.0,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,190.0,180.0,A,,,,,,,
html-keyboard-response,1034,3484632,0.0-27.0-8.0-2.0-1.31,yNm6Ltol5DXjwjz2vfYi,223301,3,qLlVMx7CCKB9PkU5mLvqROaoEE,5uzTtIAJ9vgbcA3HMFe7cDgMn6,1536.0,864.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>180</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
