view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,custom_timer_ended_trial,interval_id,response,question_order,admc_id,admc_response,stimulus,response_choice,response_slider,slider_moved,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,slider_start,experiment_parameters,task_admc_dr,task_impossible_question,task_admc_rc2,task_admc_a1,task_leapfrog,task_cognitive_reflection,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_time_series,task_bayesian_update_easy,task_bayesian_update_hard,task_number_series,task_raven_matrix,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,y_axis_values,chart_height,func,direction,noise_condition,datapoints,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,ns_id,ns_response,list_id
,,html-keyboard-response,2,3,0.0-2.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,async_data_save,,experiment__save_session_params,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,browser-check,3,1143,0.0-3.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,1536.0,695.0,True,chrome,123.0.0,False,Windows 10,True,53.6,True,True,browser_check,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,4,1144,0.0-4.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,5,1145,0.0-5.0-0.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,6,1146,0.0-7.0-0.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,7,1301,0.0-9.0-1.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 944}]",944.0,instructions,8,2249,0.0-9.0-2.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,admc_rc2_instructions,,,,False,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,9,2249,0.0-9.0-3.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15805.0,html-slider-response,10,18055,0.0-9.0-4.0-0.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,resistance_to_framing_trial,,,,False,11.0,1,,rc2_1,1.0,"<p><b>Problem</b></p>
                                <p>Imagine a hospital is treating 32 injured soldiers, who are all expected to lose one leg. There are two doctors that can help the soldiers, but only one can be hired:</p>
                                <p style=""margin-left: 30px"">If Doctor A is hired, 12 soldiers will lose one leg.</p>
                                <p style=""margin-left: 30px"">If Doctor B is hired, there is a 63% chance that nobody loses a leg and a 37% chance that all lose a leg.</p>
                                <p>Which doctor do you recommend?</p>",,,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9131.0,html-slider-response,11,27190,0.0-9.0-4.0-0.1,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,resistance_to_framing_trial,,,,False,13.0,5,,rc2_2,5.0,"<p><b>Problem</b></p>
                                <p>Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimates of the consequences of the programs are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 400 people will die.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 33% chance that nobody will die, and a 67% chance that 600 people will die.</p>
                                <p>Which program do you recommend to use?</p>",,,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9223.0,html-slider-response,12,36413,0.0-9.0-4.0-0.2,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,resistance_to_framing_trial,,,,False,14.0,2,,rc2_3,2.0,"<p><b>Problem</b></p>
                                <p>Imagine that your client has $6,000 invested in the stock market. A downturn in the economy is occurring. You have two investment strategies that you can recommend under the existing circumstances to preserve your client's capital.</p>
                                <p style=""margin-left: 30px"">If strategy A is followed, $4,000 of your client's investment will be lost.</p>
                                <p style=""margin-left: 30px"">If strategy B is followed, there is a 33% chance that the nothing will be lost, and a 67% chance that $6,000 will be lost.</p>
                                <p>Which of these two strategies would you favor?</p>",,,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9411.0,html-slider-response,13,45827,0.0-9.0-4.0-0.3,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,resistance_to_framing_trial,,,,False,15.0,6,,rc2_4,6.0,"<p><b>Problem</b></p>
                                <p>Because of changes in tax laws, you may get back as much as $1200 in income tax. Your accountant has been exploring alternative ways to take advantage of this situation. He has developed two plans:</p>
                                <p style=""margin-left: 30px"">If Plan A is adopted, you will lose $800 of the possible $1200.</p>
                                <p style=""margin-left: 30px"">If Plan B is adopted, you have a 33% chance of losing none of the money, and a 67% chance of losing all $1200.</p>
                                <p>Which plan would you use?</p>",,,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6692.0,html-slider-response,14,52520,0.0-9.0-4.0-0.4,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,resistance_to_framing_trial,,,,False,16.0,1,,rc2_5,1.0,"<p><b>Problem</b></p>
                                <p>Imagine that recent evidence has shown that a pesticide is threatening the lives of 1,200 endangered animals. Two response options have been suggested:</p>
                                <p style=""margin-left: 30px"">If Option A is used, 600 animals will be lost for sure.</p>
                                <p style=""margin-left: 30px"">If Option B is used, there is a 75% chance that 400 animals will be lost, and a 25% chance that 1,200 animals will be lost.</p>
                                <p>Which option do you recommend to use?</p>",,,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7821.0,html-slider-response,15,60343,0.0-9.0-4.0-0.5,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,resistance_to_framing_trial,,,,False,17.0,1,,rc2_6,1.0,"<p><b>Problem</b></p>
                                <p>Imagine that your doctor tells you that you have a cancer that must be treated. Your choices are as follows:</p>
                                <p style=""margin-left: 30px"">Surgery: Of 100 people having surgery, 10 die because of the operation, and 66 die by the end of five years.</p>
                                <p style=""margin-left: 30px"">Radiation therapy: Of 100 people having radiation therapy, none die during the treatment, and 78 die by the end of five years.</p>
                                <p>Which treatment would you choose?</p>",,,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14795.0,html-slider-response,16,75140,0.0-9.0-4.0-0.6,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,resistance_to_framing_trial,,,,False,18.0,5,,rc2_7,5.0,"<p><b>Problem</b></p>
                                <p>Imagine that in one particular state it is projected that 1000 students will drop out of school during the next year. Two programs have been proposed to address this problem, but only one can be implemented. Based on other states' experiences with the programs, estimates of the outcomes that can be expected from each program can be made. Assume for purposes of this decision that these estimates of the outcomes are accurate and are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 600 of the 1000 students will drop out of school.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 40% chance that none of the 1000 students will drop out of school and 60% chance that all 1000 students will drop out of school.</p>
                                <p>Which program would you favor for implementation?</p>",,,True,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,17,75141,0.0-9.0-5.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3632.0,html-button-response,18,78775,0.0-9.0-6.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,feedback_ADMC Framing RC2,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,19,78775,0.0-9.0-7.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,20,78779,0.0-9.0-9.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,async_data_save,,ADMC Framing RC2__completed,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,21,78780,0.0-11.0-0.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,22,78784,0.0-13.0-0.0-0.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,23,78935,0.0-13.0-1.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 14799}, {'page_index': 1, 'viewing_time': 7585}]",22385.0,instructions,24,101323,0.0-13.0-2.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_instructions,,,,False,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,25,101326,0.0-13.0-3.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 4894}]",4894.0,instructions,26,106220,0.0-13.0-4.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_practice_trials_instructions,,,,False,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,981.0,html-keyboard-response,27,107203,0.0-13.0-5.0-0.0-0.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>10 points</div>
                                <div>20 points</div>
                            </div>",,,,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,28,108206,0.0-13.0-5.0-0.0-1.0,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,55.0,html-keyboard-response,29,108262,0.0-13.0-5.0-0.0-0.1,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>30 points</div>
                                <div>20 points</div>
                            </div>",,,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,30.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,30,109265,0.0-13.0-5.0-0.0-1.1,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,398.0,html-keyboard-response,31,109665,0.0-13.0-5.0-0.0-0.2,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,arrowleft,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>30 points</div>
                                <div>20 points</div>
                            </div>",,,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,30.0,20.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,32,110667,0.0-13.0-5.0-0.0-1.2,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,611.0,html-keyboard-response,33,111279,0.0-13.0-5.0-0.0-0.3,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,arrowleft,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>30 points</div>
                                <div>40 points</div>
                            </div>",,,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,30.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,34,112282,0.0-13.0-5.0-0.0-1.3,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,305.0,html-keyboard-response,35,112596,0.0-13.0-5.0-0.0-0.4,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>50 points</div>
                                <div>40 points</div>
                            </div>",,,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,36,113598,0.0-13.0-5.0-0.0-1.4,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,643.0,html-keyboard-response,37,114243,0.0-13.0-5.0-0.0-0.5,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>50 points</div>
                                <div>40 points</div>
                            </div>",,,,True,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,38,115245,0.0-13.0-5.0-0.0-1.5,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,340.0,html-keyboard-response,39,115586,0.0-13.0-5.0-0.0-0.6,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,arrowleft,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>50 points</div>
                                <div>40 points</div>
                            </div>",,,,True,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,50.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,40,116589,0.0-13.0-5.0-0.0-1.6,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,610.0,html-keyboard-response,41,117200,0.0-13.0-5.0-0.0-0.7,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,arrowleft,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>50 points</div>
                                <div>40 points</div>
                            </div>",,,,True,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,50.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,42,118201,0.0-13.0-5.0-0.0-1.7,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,298.0,html-keyboard-response,43,118501,0.0-13.0-5.0-0.0-0.8,c4Vl8k5Mz917NgkI3qRH,33ff78,5,jgWap8QiFYYUKpaMUNSO3A1kNj,QytYauIODG6LpUfXHTflZwxI5B,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>50 points</div>
                                <div>40 points</div>
                            </div>",,,,True,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,50.0,40.0,40.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
