trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rc2,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_number_series,task_admc_a1,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_dr,task_cognitive_reflection,task_raven_matrix,task_time_series,task_impossible_question,task_leapfrog,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,ns_id,ns_response,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,list_id,correct_answer,correct,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,id,question_text,answer_1,answer_2,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction
html-keyboard-response,417,724352,0.0-27.0-8.0-2.0-0.2,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,193.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,False,2.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,140.0,140.0,B,,
html-keyboard-response,418,725359,0.0-27.0-8.0-2.0-1.2,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,419,725855,0.0-27.0-8.0-2.0-0.3,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,495.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,False,2.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,140.0,140.0,B,,
html-keyboard-response,420,726858,0.0-27.0-8.0-2.0-1.3,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,421,727069,0.0-27.0-8.0-2.0-0.4,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,210.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,False,2.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,140.0,B,,
html-keyboard-response,422,728076,0.0-27.0-8.0-2.0-1.4,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,423,728267,0.0-27.0-8.0-2.0-0.5,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,191.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,False,2.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,140.0,B,,
html-keyboard-response,424,729276,0.0-27.0-8.0-2.0-1.5,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,425,729574,0.0-27.0-8.0-2.0-0.6,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,297.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,False,2.0,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,150.0,A,,
html-keyboard-response,426,730578,0.0-27.0-8.0-2.0-1.6,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,427,730735,0.0-27.0-8.0-2.0-0.7,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,156.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,False,2.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,150.0,A,,
html-keyboard-response,428,731744,0.0-27.0-8.0-2.0-1.7,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,429,731774,0.0-27.0-8.0-2.0-0.8,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,29.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,False,2.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,150.0,A,,
html-keyboard-response,430,732776,0.0-27.0-8.0-2.0-1.8,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,431,733134,0.0-27.0-8.0-2.0-0.9,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,357.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,False,2.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,140.0,B,,
html-keyboard-response,432,734141,0.0-27.0-8.0-2.0-1.9,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,433,734315,0.0-27.0-8.0-2.0-0.10,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,173.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,False,2.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,150.0,A,,
html-keyboard-response,434,735316,0.0-27.0-8.0-2.0-1.10,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,435,735738,0.0-27.0-8.0-2.0-0.11,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,422.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,False,2.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,150.0,A,,
html-keyboard-response,436,736748,0.0-27.0-8.0-2.0-1.11,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,437,737170,0.0-27.0-8.0-2.0-0.12,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,421.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,False,2.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,150.0,A,,
html-keyboard-response,438,738180,0.0-27.0-8.0-2.0-1.12,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,439,738418,0.0-27.0-8.0-2.0-0.13,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,237.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,False,2.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,140.0,B,,
html-keyboard-response,440,739422,0.0-27.0-8.0-2.0-1.13,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,441,739673,0.0-27.0-8.0-2.0-0.14,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,250.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,False,2.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,150.0,A,,
html-keyboard-response,442,740683,0.0-27.0-8.0-2.0-1.14,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,443,740741,0.0-27.0-8.0-2.0-0.15,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,57.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,False,2.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,160.0,150.0,A,,
html-keyboard-response,444,741743,0.0-27.0-8.0-2.0-1.15,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,445,741990,0.0-27.0-8.0-2.0-0.16,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,246.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,False,2.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,160.0,160.0,B,,
html-keyboard-response,446,743000,0.0-27.0-8.0-2.0-1.16,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>160</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,447,743092,0.0-27.0-8.0-2.0-0.17,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,90.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,False,2.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,160.0,160.0,B,,
html-keyboard-response,448,744096,0.0-27.0-8.0-2.0-1.17,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>160</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,449,744162,0.0-27.0-8.0-2.0-0.18,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,65.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,False,2.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,160.0,160.0,B,,
html-keyboard-response,450,745171,0.0-27.0-8.0-2.0-1.18,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>160</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,451,745174,0.0-27.0-8.0-2.0-0.19,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,2.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,False,2.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,160.0,160.0,B,,
html-keyboard-response,452,746180,0.0-27.0-8.0-2.0-1.19,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>160</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,453,746658,0.0-27.0-8.0-2.0-0.20,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,477.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,False,2.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,160.0,150.0,A,,
html-keyboard-response,454,747666,0.0-27.0-8.0-2.0-1.20,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,455,747855,0.0-27.0-8.0-2.0-0.21,vRyji87MB90B1qMDZPJN,33ff78,3,p3a9ib9kM5q0znweF37hqlW0Hz,TyKAD1MeHsKj4dNiWxwWS4EEdV,,,,188.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,False,2.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,160.0,160.0,B,,
