trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a2,task_graph_literacy,task_shipley_abstraction,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_coherence_forecasting,task_shipley_vocab,task_admc_rc1,task_bayesian_update_easy,task_bayesian_update_hard,task_leapfrog,task_admc_rp,task_impossible_question,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,shipley_abstraction_score,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,moved_sliders,cfs_id,cfs_response,question_order,shipley_vocabulary_score,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct
html-keyboard-response,882,2700544,0.0-29.0-8.0-1.0-1.12,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,883,2700863,0.0-29.0-8.0-1.0-0.13,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,317.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,,,,,False,1.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,70.0,80.0,A,,,,,,,,,
html-keyboard-response,884,2701866,0.0-29.0-8.0-1.0-1.13,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,885,2702241,0.0-29.0-8.0-1.0-0.14,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,373.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,,,,,False,1.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,70.0,80.0,A,,,,,,,,,
html-keyboard-response,886,2703244,0.0-29.0-8.0-1.0-1.14,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,887,2703592,0.0-29.0-8.0-1.0-0.15,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,344.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,,,,,False,1.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,
html-keyboard-response,888,2704595,0.0-29.0-8.0-1.0-1.15,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,889,2704961,0.0-29.0-8.0-1.0-0.16,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,363.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,,,,,False,1.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,
html-keyboard-response,890,2705965,0.0-29.0-8.0-1.0-1.16,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,891,2706338,0.0-29.0-8.0-1.0-0.17,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,364.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,,,,,False,1.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,
html-keyboard-response,892,2707342,0.0-29.0-8.0-1.0-1.17,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,893,2707705,0.0-29.0-8.0-1.0-0.18,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,360.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,,,,,False,1.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,
html-keyboard-response,894,2708707,0.0-29.0-8.0-1.0-1.18,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,895,2709083,0.0-29.0-8.0-1.0-0.19,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,373.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,,,,,False,1.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,80.0,A,,,,,,,,,
html-keyboard-response,896,2710086,0.0-29.0-8.0-1.0-1.19,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,897,2710453,0.0-29.0-8.0-1.0-0.20,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,364.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,,,,,False,1.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,
html-keyboard-response,898,2711457,0.0-29.0-8.0-1.0-1.20,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,899,2711896,0.0-29.0-8.0-1.0-0.21,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,437.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,,,,,False,1.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,
html-keyboard-response,900,2712899,0.0-29.0-8.0-1.0-1.21,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,901,2713291,0.0-29.0-8.0-1.0-0.22,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,389.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,,,,,False,1.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,80.0,A,,,,,,,,,
html-keyboard-response,902,2714294,0.0-29.0-8.0-1.0-1.22,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,903,2714662,0.0-29.0-8.0-1.0-0.23,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,365.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,,,,,False,1.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,
html-keyboard-response,904,2715665,0.0-29.0-8.0-1.0-1.23,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,905,2716034,0.0-29.0-8.0-1.0-0.24,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,365.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,,,,,False,1.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,
html-keyboard-response,906,2717043,0.0-29.0-8.0-1.0-1.24,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,907,2717408,0.0-29.0-8.0-1.0-0.25,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,363.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,,,,,False,1.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,80.0,A,,,,,,,,,
html-keyboard-response,908,2718411,0.0-29.0-8.0-1.0-1.25,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,909,2718712,0.0-29.0-8.0-1.0-0.26,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,299.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,,,,,False,1.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,
html-keyboard-response,910,2719716,0.0-29.0-8.0-1.0-1.26,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,911,2720084,0.0-29.0-8.0-1.0-0.27,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,365.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,,,,,False,1.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,
html-keyboard-response,912,2721088,0.0-29.0-8.0-1.0-1.27,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,913,2721454,0.0-29.0-8.0-1.0-0.28,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,364.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,,,,,False,1.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,
html-keyboard-response,914,2722456,0.0-29.0-8.0-1.0-1.28,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,915,2722807,0.0-29.0-8.0-1.0-0.29,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,347.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowleft,,,,,,,,,,,,,,,,,,,,False,1.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,80.0,A,,,,,,,,,
html-keyboard-response,916,2723810,0.0-29.0-8.0-1.0-1.29,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>80</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,917,2724202,0.0-29.0-8.0-1.0-0.30,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,389.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,arrowright,,,,,,,,,,,,,,,,,,,,False,1.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,90.0,90.0,B,,,,,,,,,
html-keyboard-response,918,2725206,0.0-29.0-8.0-1.0-1.30,HOO4ur5obRlBT92ilKG4,223301,5,ymf6SNAy9wIcgHQMBdKqiuIRCq,a7zbZ1mKgUa4zBNih3NNNzSycH,2560.0,1440.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>90</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
