view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_time_series,task_raven_matrix,task_admc_a1,task_impossible_question,task_cognitive_reflection,task_number_series,task_admc_rc2,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_dr,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_leapfrog,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,ns_id,ns_response,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,list_id,correct_answer,correct,response_choice,response_slider,id,question_text,answer_1,answer_2,aig_version,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction
,,html-keyboard-response,526,3462045,0.0-25.0-5.0-0.0-2.2,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,527,3462347,0.0-25.0-5.0-0.0-0.3,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,860.0,html-keyboard-response,528,3463211,0.0-25.0-5.0-0.0-1.3,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,38760.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,,,,,,,,,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.07,0.1,400.0,10.0,28.0,1.0,372.0,9.0,left,silver,,,,,,
,,html-keyboard-response,529,3464217,0.0-25.0-5.0-0.0-2.3,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,530,3464519,0.0-25.0-5.0-0.0-0.4,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,900.0,html-keyboard-response,531,3465423,0.0-25.0-5.0-0.0-1.4,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,38764.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,,,,,,,,,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.19,0.2,400.0,10.0,76.0,2.0,324.0,8.0,left,silver,,,,,,
,,html-keyboard-response,532,3466425,0.0-25.0-5.0-0.0-2.4,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,533,3466727,0.0-25.0-5.0-0.0-0.5,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,971.0,html-keyboard-response,534,3467702,0.0-25.0-5.0-0.0-1.5,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,38768.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,,,,,,,,,,True,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.2,0.13,10.0,400.0,2.0,52.0,8.0,348.0,left,silver,,,,,,
,,html-keyboard-response,535,3468704,0.0-25.0-5.0-0.0-2.5,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,536,3469006,0.0-25.0-5.0-0.0-0.6,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,823.0,html-keyboard-response,537,3469833,0.0-25.0-5.0-0.0-1.6,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,38772.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,,,,,,,,,,True,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.36,0.3,400.0,10.0,144.0,3.0,256.0,7.0,left,gold,,,,,,
,,html-keyboard-response,538,3470836,0.0-25.0-5.0-0.0-2.6,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,539,3471138,0.0-25.0-5.0-0.0-0.7,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,834.0,html-keyboard-response,540,3471988,0.0-25.0-5.0-0.0-1.7,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,38777.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,,,,,,,,,,True,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.2,0.25,10.0,400.0,2.0,100.0,8.0,300.0,left,silver,,,,,,
,,html-keyboard-response,541,3472990,0.0-25.0-5.0-0.0-2.7,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 3629}]",3629.0,instructions,542,3476622,0.0-25.0-6.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_test_trials_instructions,,,,,,,,,,,,,,,,,,False,38780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,543,3476925,0.0-25.0-7.0-0.0-0.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1223.0,html-keyboard-response,544,3478151,0.0-25.0-7.0-0.0-1.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,38786.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,,,,,,,,,,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.2,0.13,10.0,400.0,2.0,52.0,8.0,348.0,left,gold,,,,,,
,,html-keyboard-response,545,3479152,0.0-25.0-7.0-0.0-2.0,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,546,3479455,0.0-25.0-7.0-0.0-0.1,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,799.0,html-keyboard-response,547,3480257,0.0-25.0-7.0-0.0-1.1,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,38815.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,,,,,,,,,,False,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.3,0.25,10.0,400.0,3.0,100.0,7.0,300.0,left,silver,,,,,,
,,html-keyboard-response,548,3481266,0.0-25.0-7.0-0.0-2.1,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,549,3481574,0.0-25.0-7.0-0.0-0.2,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,838.0,html-keyboard-response,550,3482415,0.0-25.0-7.0-0.0-1.2,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,38819.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,,,,,,,,,,False,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.24,0.3,400.0,10.0,96.0,3.0,304.0,7.0,left,silver,,,,,,
,,html-keyboard-response,551,3483418,0.0-25.0-7.0-0.0-2.2,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,552,3483720,0.0-25.0-7.0-0.0-0.3,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,876.0,html-keyboard-response,553,3484600,0.0-25.0-7.0-0.0-1.3,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,38823.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,,,,,,,,,,False,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,large,small,0.14,0.1,400.0,10.0,56.0,1.0,344.0,9.0,left,silver,,,,,,
,,html-keyboard-response,554,3485602,0.0-25.0-7.0-0.0-2.3,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,555,3485904,0.0-25.0-7.0-0.0-0.4,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,914.0,html-keyboard-response,556,3486822,0.0-25.0-7.0-0.0-1.4,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,False,38827.0,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,arrowleft,,,,,,,,,,,,,,,,False,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.1,0.03,10.0,400.0,1.0,12.0,9.0,388.0,left,silver,,,,,,
,,html-keyboard-response,557,3487825,0.0-25.0-7.0-0.0-2.4,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,558,3488128,0.0-25.0-7.0-0.0-0.5,NS80TKIsEEKLQYESGAtd,33ff78,5,gMXhEF3bCS0R9oYzjN1TJhON91,N7E9CajptxpCIe6GfC51RTLZbx,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
