trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_cognitive_reflection,task_bayesian_update_easy,task_bayesian_update_hard,task_leapfrog,task_number_series,task_admc_dr,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_raven_matrix,task_admc_rc2,task_time_series,task_admc_a1,task_impossible_question,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,ns_id,ns_response,admc_id,admc_response,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,list_id,correct_answer,correct,slider_start,slider_moved,y_axis_values,chart_height,func,direction,noise_condition,datapoints,response_choice,id,question_text,answer_1,answer_2
html-keyboard-response,773,2039917,0.0-15.0-7.0-0.0-2.42,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,774,2040226,0.0-15.0-7.0-0.0-0.43,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,775,2041871,0.0-15.0-7.0-0.0-1.43,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,1643.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,14256.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,43.0,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.2,0.19,10.0,400.0,2.0,76.0,8.0,324.0,left,silver,,,,,,,,,,,,,,,,
html-keyboard-response,776,2042882,0.0-15.0-7.0-0.0-2.43,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,777,2043190,0.0-15.0-7.0-0.0-0.44,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,778,2043939,0.0-15.0-7.0-0.0-1.44,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,746.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,14264.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,44.0,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,small,large,0.3,0.38,10.0,400.0,3.0,152.0,7.0,248.0,right,gold,,,,,,,,,,,,,,,,
html-keyboard-response,779,2044954,0.0-15.0-7.0-0.0-2.44,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,780,2045261,0.0-15.0-7.0-0.0-0.45,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,781,2046514,0.0-15.0-7.0-0.0-1.45,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,1251.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,14312.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.3,0.2199999999999999,10.0,400.0,3.0,88.0,7.0,312.0,right,silver,,,,,,,,,,,,,,,,
html-keyboard-response,782,2047528,0.0-15.0-7.0-0.0-2.45,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,783,2047835,0.0-15.0-7.0-0.0-0.46,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,784,2048859,0.0-15.0-7.0-0.0-1.46,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,1020.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,14320.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,46.0,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.2,0.14,10.0,400.0,2.0,56.0,8.0,344.0,right,silver,,,,,,,,,,,,,,,,
html-keyboard-response,785,2049862,0.0-15.0-7.0-0.0-2.46,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,786,2050169,0.0-15.0-7.0-0.0-0.47,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,787,2051284,0.0-15.0-7.0-0.0-1.47,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,1112.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,14328.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,47.0,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,large,small,0.13,0.2,400.0,10.0,52.0,2.0,348.0,8.0,left,silver,,,,,,,,,,,,,,,,
html-keyboard-response,788,2052298,0.0-15.0-7.0-0.0-2.47,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,789,2052299,0.0-15.0-8.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,790,2052299,0.0-15.0-9.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,791,2052301,0.0-15.0-11.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,async_data_save,,Denominator Neglect_A__completed,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,792,2052304,0.0-17.0-0.0-0.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,793,2052455,0.0-17.0-1.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,794,2063972,0.0-17.0-2.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,"[{'page_index': 0, 'viewing_time': 11514}]",11514.0,,,,,,,,,,,,dn_general_instructions,,,,,,,,,,,,,,,,,,,,False,14338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,795,2063973,0.0-17.0-3.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,796,2066156,0.0-17.0-4.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,"[{'page_index': 0, 'viewing_time': 2182}]",2182.0,,,,,,,,,,,,dn_pt_trials_instructions,,,,,,,,,,,,,,,,,,,,False,14355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,797,2066467,0.0-17.0-5.0-0.0-0.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,798,2068973,0.0-17.0-5.0-0.0-1.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,2505.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,14363.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,B,conflict,both,both,small,large,0.2,0.13,10.0,400.0,2.0,52.0,8.0,348.0,right,silver,,,,,,,,,,,,,,,,
html-keyboard-response,799,2069988,0.0-17.0-5.0-0.0-2.0,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,800,2070304,0.0-17.0-5.0-0.0-0.1,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,801,2071973,0.0-17.0-5.0-0.0-1.1,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,1668.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,14372.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,large,small,0.36,0.3,400.0,10.0,144.0,3.0,256.0,7.0,left,gold,,,,,,,,,,,,,,,,
html-keyboard-response,802,2072978,0.0-17.0-5.0-0.0-2.1,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,803,2073286,0.0-17.0-5.0-0.0-0.2,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,804,2076525,0.0-17.0-5.0-0.0-1.2,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,3237.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,14421.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.1,0.13,10.0,400.0,1.0,52.0,9.0,348.0,left,silver,,,,,,,,,,,,,,,,
html-keyboard-response,805,2077540,0.0-17.0-5.0-0.0-2.2,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,806,2077856,0.0-17.0-5.0-0.0-0.3,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,807,2079429,0.0-17.0-5.0-0.0-1.3,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,1571.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,14431.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,B,harmony,both,both,small,large,0.3,0.38,10.0,400.0,3.0,152.0,7.0,248.0,right,silver,,,,,,,,,,,,,,,,
html-keyboard-response,808,2080444,0.0-17.0-5.0-0.0-2.3,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,809,2080746,0.0-17.0-5.0-0.0-0.4,1iA0dNdgH8mMbZ0tR4K6,33ff78,3,cKkeJYiCziXM6554fIW3JFeYcK,uJldUdDiaIk7ok5DOOWVwaROzp,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
