trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rp,task_shipley_vocab,task_bayesian_update_easy,task_bayesian_update_hard,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_coherence_forecasting,task_time_series,task_graph_literacy,task_admc_rc1,task_impossible_question,task_shipley_abstraction,task_leapfrog,task_admc_a2,custom_timer_ended_trial,interval_id,response,moved_sliders,admc_id,admc_response,question_order,shipley_vocabulary_score,stimulus,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,cfs_id,cfs_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,slider_moved,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,shipley_abstraction_score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction
html-keyboard-response,242,1172208,0.0-27.0-5.0-6.0-1.11,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,243,1172383,0.0-27.0-5.0-6.0-0.12,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,174.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,True,3.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,130.0,140.0,A,,
html-keyboard-response,244,1173384,0.0-27.0-5.0-6.0-1.12,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,245,1173498,0.0-27.0-5.0-6.0-0.13,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,114.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,True,3.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,130.0,140.0,A,,
html-keyboard-response,246,1174499,0.0-27.0-5.0-6.0-1.13,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,247,1174654,0.0-27.0-5.0-6.0-0.14,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,154.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,True,3.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,150.0,150.0,B,,
html-keyboard-response,248,1175656,0.0-27.0-5.0-6.0-1.14,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,249,1175797,0.0-27.0-5.0-6.0-0.15,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,141.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,True,3.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,150.0,150.0,B,,
html-keyboard-response,250,1176799,0.0-27.0-5.0-6.0-1.15,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,251,1176964,0.0-27.0-5.0-6.0-0.16,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,165.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,True,3.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,150.0,150.0,B,,
html-keyboard-response,252,1177980,0.0-27.0-5.0-6.0-1.16,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,253,1178178,0.0-27.0-5.0-6.0-0.17,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,197.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,True,3.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,150.0,150.0,B,,
html-keyboard-response,254,1179179,0.0-27.0-5.0-6.0-1.17,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,255,1179202,0.0-27.0-5.0-6.0-0.18,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,22.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,True,3.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,150.0,150.0,B,,
html-keyboard-response,256,1180203,0.0-27.0-5.0-6.0-1.18,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,257,1180332,0.0-27.0-5.0-6.0-0.19,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,128.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,True,3.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,170.0,170.0,B,,
html-keyboard-response,258,1181333,0.0-27.0-5.0-6.0-1.19,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>170</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,259,1185875,0.0-27.0-6.0-0.0,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,4541.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,,False,6714.0,{'prediction': '3'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,3.0
instructions,260,1218276,0.0-27.0-7.0,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,"[{'page_index': 0, 'viewing_time': 32399}]",32400.0,,,,,,,,,,,,leapfrog_test_trials_instructions,,,,,,,,,,,,,,,,,,,False,6746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,261,1218846,0.0-27.0-8.0-0.0-0.0,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,569.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,
html-keyboard-response,262,1219847,0.0-27.0-8.0-0.0-1.0,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,263,1220215,0.0-27.0-8.0-0.0-0.1,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,367.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,False,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,
html-keyboard-response,264,1221218,0.0-27.0-8.0-0.0-1.1,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,265,1221291,0.0-27.0-8.0-0.0-0.2,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,72.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,False,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,
html-keyboard-response,266,1222292,0.0-27.0-8.0-0.0-1.2,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,267,1222454,0.0-27.0-8.0-0.0-0.3,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,161.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,False,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,
html-keyboard-response,268,1223456,0.0-27.0-8.0-0.0-1.3,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,269,1223591,0.0-27.0-8.0-0.0-0.4,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,135.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,False,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,10.0,B,,
html-keyboard-response,270,1224593,0.0-27.0-8.0-0.0-1.4,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>10</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,271,1224751,0.0-27.0-8.0-0.0-0.5,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,157.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,False,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,
html-keyboard-response,272,1225752,0.0-27.0-8.0-0.0-1.5,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,273,1225810,0.0-27.0-8.0-0.0-0.6,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,58.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,False,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,10.0,B,,
html-keyboard-response,274,1226817,0.0-27.0-8.0-0.0-1.6,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>10</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,275,1226888,0.0-27.0-8.0-0.0-0.7,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,71.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,False,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,
html-keyboard-response,276,1227890,0.0-27.0-8.0-0.0-1.7,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,277,1228042,0.0-27.0-8.0-0.0-0.8,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,151.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,False,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,
html-keyboard-response,278,1229044,0.0-27.0-8.0-0.0-1.8,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,279,1229102,0.0-27.0-8.0-0.0-0.9,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,57.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,False,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,20.0,A,,
html-keyboard-response,280,1230103,0.0-27.0-8.0-0.0-1.9,w1mlcyU3jmDPqAIXSuV2,223301,3,XGcq1zzdjb5xZ161A8lDOGzrRZ,WnfGbLwohmK0GgDaQSzAZ336iU,,,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
