trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_cognitive_reflection,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rc2,task_admc_a1,task_number_series,task_admc_dr,task_leapfrog,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_raven_matrix,task_impossible_question,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,slider_start,slider_moved,admc_id,admc_response,ns_id,ns_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,y_axis_values,chart_height,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,list_id,correct_answer,correct,response_choice,id,question_text,answer_1,answer_2
html-keyboard-response,756,1452747,0.0-21.0-7.0-0.0-1.31,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,1153.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,21744.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,large,small,0.13,0.1,400.0,10.0,52.0,1.0,348.0,9.0,right,gold,,,,,,,,
html-keyboard-response,757,1453749,0.0-21.0-7.0-0.0-2.31,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,758,1454050,0.0-21.0-7.0-0.0-0.32,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,759,1455446,0.0-21.0-7.0-0.0-1.32,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,1394.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,21816.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.3399999999999999,0.3,400.0,10.0,136.0,3.0,264.0,7.0,left,gold,,,,,,,,
html-keyboard-response,760,1456449,0.0-21.0-7.0-0.0-2.32,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,761,1456750,0.0-21.0-7.0-0.0-0.33,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,762,1459443,0.0-21.0-7.0-0.0-1.33,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,2691.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,21878.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,small,large,0.1,0.08,10.0,400.0,1.0,32.0,9.0,368.0,left,silver,,,,,,,,
html-keyboard-response,763,1460446,0.0-21.0-7.0-0.0-2.33,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,764,1460747,0.0-21.0-7.0-0.0-0.34,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,765,1461485,0.0-21.0-7.0-0.0-1.34,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,735.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,21891.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,small,large,0.3,0.31,10.0,400.0,3.0,124.0,7.0,276.0,right,silver,,,,,,,,
html-keyboard-response,766,1462487,0.0-21.0-7.0-0.0-2.34,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,767,1462789,0.0-21.0-7.0-0.0-0.35,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,768,1464200,0.0-21.0-7.0-0.0-1.35,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,1408.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,21900.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.2,0.15,10.0,400.0,2.0,60.0,8.0,340.0,left,gold,,,,,,,,
html-keyboard-response,769,1465202,0.0-21.0-7.0-0.0-2.35,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,770,1465504,0.0-21.0-7.0-0.0-0.36,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,771,1467124,0.0-21.0-7.0-0.0-1.36,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,1617.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,21974.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.16,0.1,400.0,10.0,64.0,1.0,336.0,9.0,right,silver,,,,,,,,
html-keyboard-response,772,1468126,0.0-21.0-7.0-0.0-2.36,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,773,1468428,0.0-21.0-7.0-0.0-0.37,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,774,1469167,0.0-21.0-7.0-0.0-1.37,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,737.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,21985.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,small,large,0.2,0.28,10.0,400.0,2.0,112.0,8.0,288.0,right,silver,,,,,,,,
html-keyboard-response,775,1470170,0.0-21.0-7.0-0.0-2.37,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,776,1470472,0.0-21.0-7.0-0.0-0.38,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,777,1471570,0.0-21.0-7.0-0.0-1.38,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,1096.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,21994.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,large,small,0.17,0.1,400.0,10.0,68.0,1.0,332.0,9.0,left,silver,,,,,,,,
html-keyboard-response,778,1472571,0.0-21.0-7.0-0.0-2.38,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,779,1472873,0.0-21.0-7.0-0.0-0.39,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,780,1473740,0.0-21.0-7.0-0.0-1.39,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,865.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,22005.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,text,large,small,0.29,0.3,400.0,10.0,116.0,3.0,284.0,7.0,left,silver,,,,,,,,
html-keyboard-response,781,1474742,0.0-21.0-7.0-0.0-2.39,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,782,1475045,0.0-21.0-7.0-0.0-0.40,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,783,1475817,0.0-21.0-7.0-0.0-1.40,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,771.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowleft,,False,22014.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,small,large,0.2,0.23,10.0,400.0,2.0,92.0,8.0,308.0,left,silver,,,,,,,,
html-keyboard-response,784,1476820,0.0-21.0-7.0-0.0-2.40,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,785,1477122,0.0-21.0-7.0-0.0-0.41,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,786,1478530,0.0-21.0-7.0-0.0-1.41,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,1405.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,arrowright,,False,22023.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,False,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,text,large,small,0.11,0.1,400.0,10.0,44.0,1.0,356.0,9.0,right,silver,,,,,,,,
html-keyboard-response,787,1479532,0.0-21.0-7.0-0.0-2.41,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,788,1479834,0.0-21.0-7.0-0.0-0.42,3kFgrHerUTRPCEMhprpx,33ff78,3,rssncKaxKeflyZzAQGsA4l4OoK,M9ipWCqeXhXaoxAITiKsOpy8Xf,,,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
