trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_impossible_question,task_admc_rp,task_bayesian_update_easy,task_bayesian_update_hard,task_coherence_forecasting,task_leapfrog,task_shipley_abstraction,task_graph_literacy,task_admc_rc1,task_shipley_vocab,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_time_series,task_admc_a2,custom_timer_ended_trial,interval_id,response,response_choice,response_slider,slider_moved,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,stimulus,moved_sliders,admc_id,admc_response,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,cfs_id,cfs_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,shipley_abstraction_score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,question_order,shipley_vocabulary_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,y_axis_values,chart_height,func,direction,noise_condition,datapoints
call-function,844,2912307,0.0-23.0-5.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,845,2913282,0.0-23.0-6.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,974.0,,,,,,,,,,,,feedback_ADMC Framing RC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,846,2913282,0.0-23.0-7.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,847,2913283,0.0-23.0-9.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing RC1__completed,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,848,2913284,0.0-25.0-0.0-0.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,849,2913449,0.0-25.0-1.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,850,2921322,0.0-25.0-2.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,"[{'page_index': 0, 'viewing_time': 7871}]",7871.0,,,,,,,,,,,,shipley_vocab_instructions,,,,,,,,,,,,,,,,,,,False,11312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,851,2921323,0.0-25.0-3.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,852,3141364,0.0-25.0-4.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,220038.0,,,,,,,,,,,,shipley_vocab_test_trial,,,,,,,,,,,,,,,,,,,False,11321.0,"{'shipley_vocab_1': 'speak', 'shipley_vocab_2': 'sofa', 'shipley_vocab_3': 'recall', 'shipley_vocab_4': 'forgive', 'shipley_vocab_5': 'dreadful', 'shipley_vocab_6': 'large', 'shipley_vocab_7': 'likely', 'shipley_vocab_8': 'pretender', 'shipley_vocab_9': 'enchant', 'shipley_vocab_10': 'obvious', 'shipley_vocab_11': 'tell', 'shipley_vocab_12': 'pull', 'shipley_vocab_13': 'laughter', 'shipley_vocab_14': 'uninformed', 'shipley_vocab_15': 'heading', 'shipley_vocab_16': 'signify', 'shipley_vocab_17': 'serious', 'shipley_vocab_18': 'strengthen', 'shipley_vocab_19': 'deserve', 'shipley_vocab_20': 'fame', 'shipley_vocab_21': 'help', 'shipley_vocab_22': 'charm', 'shipley_vocab_23': 'barren', 'shipley_vocab_24': 'affable', 'shipley_vocab_25': 'waste', 'shipley_vocab_26': 'notched', 'shipley_vocab_27': 'pilfer', 'shipley_vocab_28': 'hole', 'shipley_vocab_29': 'unspoiled', 'shipley_vocab_30': 'harmless', 'shipley_vocab_31': 'humorous', 'shipley_vocab_32': 'lament', 'shipley_vocab_33': 'relentless', 'shipley_vocab_34': 'dispossess', 'shipley_vocab_35': 'mitigate', 'shipley_vocab_36': 'complaining', 'shipley_vocab_37': 'ensue', 'shipley_vocab_38': 'disuse', 'shipley_vocab_39': 'traverse', 'shipley_vocab_40': 'everyday'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]",38.0,,,,,,,,,,,,,,,,,,,,,,
call-function,853,3141374,0.0-25.0-5.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,854,3142857,0.0-25.0-6.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,1482.0,,,,,,,,,,,,feedback_Shipley (Vocabulary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,855,3142858,0.0-25.0-7.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,856,3142859,0.0-25.0-9.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,async_data_save,,Shipley (Vocabulary)__completed,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,857,3142860,0.0-27.0-0.0-0.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,858,3143011,0.0-27.0-1.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,859,3170354,0.0-27.0-2.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,"[{'page_index': 0, 'viewing_time': 9630}, {'page_index': 1, 'viewing_time': 17712}]",27343.0,,,,,,,,,,,,dn_general_instructions,,,,,,,,,,,,,,,,,,,False,11547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,860,3170355,0.0-27.0-3.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,861,3174630,0.0-27.0-4.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,"[{'page_index': 0, 'viewing_time': 4274}]",4274.0,,,,,,,,,,,,dn_pt_trials_instructions,,,,,,,,,,,,,,,,,,,False,11584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,862,3174933,0.0-27.0-5.0-0.0-0.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,863,3179868,0.0-27.0-5.0-0.0-1.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,4930.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,11592.0,arrowleft,,,,True,0.0,0.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,array,array,large,small,0.28,0.2,400.0,10.0,112.0,2.0,288.0,8.0,left,silver,,,,,,
html-keyboard-response,864,3180872,0.0-27.0-5.0-0.0-2.0,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,865,3181195,0.0-27.0-5.0-0.0-0.1,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,866,3184701,0.0-27.0-5.0-0.0-1.1,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,3502.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,11602.0,arrowleft,,,,True,0.0,1.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.13,0.1,400.0,10.0,52.0,1.0,348.0,9.0,left,silver,,,,,,
html-keyboard-response,867,3185702,0.0-27.0-5.0-0.0-2.1,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,868,3186005,0.0-27.0-5.0-0.0-0.2,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,869,3189396,0.0-27.0-5.0-0.0-1.2,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,3387.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,11611.0,arrowright,,,,True,0.0,2.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,text,array,small,large,0.2,0.16,10.0,400.0,2.0,64.0,8.0,336.0,right,gold,,,,,,
html-keyboard-response,870,3190399,0.0-27.0-5.0-0.0-2.2,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: gold; line-height: 2em;"">You drew a <b>gold coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,871,3190702,0.0-27.0-5.0-0.0-0.3,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,872,3192507,0.0-27.0-5.0-0.0-1.3,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,1802.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,11641.0,arrowright,,,,True,0.0,3.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,array,large,small,0.21,0.2,400.0,10.0,84.0,2.0,316.0,8.0,right,silver,,,,,,
html-keyboard-response,873,3193514,0.0-27.0-5.0-0.0-2.3,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,874,3193816,0.0-27.0-5.0-0.0-0.4,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,875,3197748,0.0-27.0-5.0-0.0-1.4,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,3928.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,11648.0,arrowleft,,,,True,0.0,4.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" "">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,conflict,array,text,small,large,0.1,0.08,10.0,400.0,1.0,32.0,9.0,368.0,left,silver,,,,,,
html-keyboard-response,876,3198751,0.0-27.0-5.0-0.0-2.4,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,877,3199058,0.0-27.0-5.0-0.0-0.5,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,878,3201739,0.0-27.0-5.0-0.0-1.5,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,2678.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,11657.0,arrowleft,,,,True,0.0,5.0,,,,,,,,"<div id=""lottery_labels_container"">
                            <div>Lottery 1</div>
                            <div>Lottery 2</div>
                        </div>
                        <div id=""lottery_text_desc_container"">
                            <div id=""lottery_left_text"" class=""lottery_text""></div>
                            <div id=""lottery_right_text"" class=""lottery_text""></div>
                        </div>
                        <div id=""lotteries_container"">
                            <div id=""lottery_left_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_left"" class=""lottery""></div>
                            </div>
                            <div id=""lottery_right_parent"" class=""lottery_parent"" style='visibility: hidden'"">
                                <div id=""lottery_right"" class=""lottery""></div>
                            </div>
                        </div>
                        <div id=""lottery_choices"">
                            <div class=""lottery_choice""><span>Draw from Lottery 1</span><br><span><i>left arrow</i></span></div>
                            <div class=""lottery_choice""><span>Draw from Lottery 2</span><br><span><i>right arrow</i></span></div>
                        </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,harmony,text,text,large,small,0.26,0.2,400.0,10.0,104.0,2.0,296.0,8.0,left,silver,,,,,,
html-keyboard-response,879,3202742,0.0-27.0-5.0-0.0-2.5,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,dn_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: white; line-height: 2em;"">You drew a <b>silver coin</b>.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,880,3203051,0.0-27.0-5.0-0.0-0.6,qKSTkUdYD2WOZ5b95Iae,223301,5,e1IjFhSnEhfjaIg72vyFQIypfp,02ISz3UCRwtXb85Go5AamvRn5L,1920.0,1080.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
