trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_cognitive_reflection,task_leapfrog,task_admc_dr,task_bayesian_update_easy,task_bayesian_update_hard,task_impossible_question,task_admc_a1,task_raven_matrix,task_number_series,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rc2,response,question_order,custom_timer_ended_trial,interval_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,stimulus,pt_trial,block,trial,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,admc_id,admc_response,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,response_choice,slider_moved,id,question_text,answer_1,answer_2,correct_answer,correct,slider_start,list_id,ns_id,ns_response,y_axis_values,chart_height,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn
survey-multi-choice,838,6604312,0.0-21.0-7.0-0.0-0.1,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,14988.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,7,[0],False,48698.0,,,,,,,,B3_1,False,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,839,6632203,0.0-21.0-7.0-0.0-0.2,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,27885.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,5,[0],False,48773.0,,,,,,,,C4_1,False,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,False,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,840,6652680,0.0-21.0-7.0-0.0-0.3,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,20469.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,6,[0],False,48866.0,,,,,,,,D5_1,False,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,841,6663427,0.0-21.0-7.0-0.0-0.4,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,10739.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,8,[0],False,48912.0,,,,,,,,E1_1,False,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,842,6676405,0.0-21.0-7.0-0.0-0.5,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,12970.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,2,[0],False,48937.0,,,,,,,,D1E3,False,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,843,6682970,0.0-21.0-7.0-0.0-0.6,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,6558.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,3,[0],False,48966.0,,,,,,,,A2B4,False,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,844,6703989,0.0-21.0-7.0-0.0-0.7,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,21013.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,6,[0],False,48983.0,,,,,,,,A3C5,False,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,845,6717906,0.0-21.0-7.0-0.0-0.8,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,13908.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,7,[0],False,49032.0,,,,,,,,A4D1,False,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,846,6737785,0.0-21.0-7.0-0.0-0.9,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,19871.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,2,[0],False,49061.0,,,,,,,,B1C3,False,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,847,6751523,0.0-21.0-7.0-0.0-0.10,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,13730.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,4,[0],False,49104.0,,,,,,,,B2D4,False,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,848,6766540,0.0-21.0-7.0-0.0-0.11,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,15010.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,5,[0],False,49135.0,,,,,,,,B3E5,False,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,849,6788461,0.0-21.0-7.0-0.0-0.12,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,21915.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,8,[0],False,49170.0,,,,,,,,C4D1,False,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,850,6815416,0.0-21.0-7.0-0.0-0.13,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,26949.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,5,[0],False,49216.0,,,,,,,,C5E2,False,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,851,6846424,0.0-21.0-7.0-0.0-0.14,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,31000.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,4,[0],True,49273.0,,,,,,,,X_6,False,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,852,6876719,0.0-21.0-7.0-0.0-0.15,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,30287.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,8,[0],False,49338.0,,,,,,,,Y_6,False,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,853,6905290,0.0-21.0-7.0-0.0-0.16,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,28567.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,5,[0],False,49404.0,,,,,,,,Z_6,False,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,854,6936294,0.0-21.0-7.0-0.0-0.17,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,30997.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,7,[0],True,49465.0,,,,,,,,A3B2D1_2,False,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,855,6950698,0.0-21.0-7.0-0.0-0.18,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,14397.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,3,[0],False,49532.0,,,,,,,,A1B3E2,False,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,856,6980232,0.0-21.0-7.0-0.0-0.19,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,29525.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,2,[0],False,49565.0,,,,,,,,B1C4E2,False,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,857,6993216,0.0-21.0-7.0-0.0-0.20,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,12976.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,8,[0],False,49628.0,,,,,,,,A2B1D5,False,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,858,7019937,0.0-21.0-7.0-0.0-0.21,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,26713.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,1,[0],False,49657.0,,,,,,,,B1C2E3,False,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,859,7050941,0.0-21.0-7.0-0.0-0.22,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,30998.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,6,[0],True,49714.0,,,,,,,,A3B5D2,False,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,860,7078518,0.0-21.0-7.0-0.0-0.23,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,27571.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,3,[0],False,49779.0,,,,,,,,A3B1C4,False,0.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,861,7090532,0.0-21.0-7.0-0.0-0.24,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,12009.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,4,[0],False,49839.0,,,,,,,,A3B2D5,False,0.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,False,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,862,7111475,0.0-21.0-7.0-0.0-0.25,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,20935.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,1,[0],False,49868.0,,,,,,,,A4B1E3,False,0.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,863,7127114,0.0-21.0-7.0-0.0-0.26,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,15634.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,6,[0],False,49912.0,,,,,,,,B4C5D2,False,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,864,7154996,0.0-21.0-7.0-0.0-0.27,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,27874.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,6,[0],False,49947.0,,,,,,,,B5C1D3,False,0.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,865,7182450,0.0-21.0-7.0-0.0-0.28,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,27447.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,6,[0],False,50006.0,,,,,,,,A1B5E4,False,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,866,7201411,0.0-21.0-7.0-0.0-0.29,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,18953.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,1,[0],False,50065.0,,,,,,,,C3D4E2,False,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,867,7226864,0.0-21.0-7.0-0.0-0.30,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,25444.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,6,[0],False,50106.0,,,,,,,,B2C3E5,False,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,868,7257867,0.0-21.0-7.0-0.0-0.31,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,30999.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,6,[0],True,50162.0,,,,,,,,A1D4E3,False,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,869,7287087,0.0-21.0-7.0-0.0-0.32,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,29213.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,6,[0],False,50227.0,,,,,,,,A3B5C4_2,False,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,False,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,870,7315054,0.0-21.0-7.0-0.0-0.33,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,27958.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,8,[0],False,50292.0,,,,,,,,A4B3D5_2,False,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,871,7343918,0.0-21.0-7.0-0.0-0.34,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,28855.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,3,[0],False,50351.0,,,,,,,,A4B5E3_2,False,0.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,872,7365120,0.0-21.0-7.0-0.0-0.35,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,21194.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,3,[0],False,50412.0,,,,,,,,A3C4D5_2,False,0.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,873,7383529,0.0-21.0-7.0-0.0-0.36,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,18402.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,3,[0],False,50459.0,,,,,,,,A3C5E4_2,False,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,874,7399896,0.0-21.0-7.0-0.0-0.37,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,16361.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,1,[0],False,50501.0,,,,,,,,A4D3E5_2,False,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,875,7429150,0.0-21.0-7.0-0.0-0.38,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,29247.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,7,[0],False,50538.0,,,,,,,,B5C4D3_1,False,0.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,876,7448488,0.0-21.0-7.0-0.0-0.39,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,19330.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,4,[0],False,50601.0,,,,,,,,B3C4E5_1,False,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,877,7473326,0.0-21.0-7.0-0.0-0.40,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,24830.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,2,[0],False,50644.0,,,,,,,,B3D5E4_1,False,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
survey-multi-choice,878,7488594,0.0-21.0-7.0-0.0-0.41,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,15261.0,,,,,,,,,,,,raven_trial,,,,,,,,,,,,,,,,,,3,[0],False,50697.0,,,,,,,,C4D3E5_1,False,0.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,True,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
call-function,879,7488599,0.0-21.0-8.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,880,7488600,0.0-21.0-9.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,881,7488604,0.0-21.0-11.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,,,,,,,,,,,,,async_data_save,,Raven Matrices__completed,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,882,7496832,0.0-22.0-0.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 8225}]",8225.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,883,7496987,0.0-23.0-1.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,884,7548901,0.0-23.0-2.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,"[{'page_index': 0, 'viewing_time': 51912}]",51913.0,,,,,,,,,,,,number_series_instructions,,,,,,,,,,,,,,,,,,,,False,50738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,885,7548904,0.0-23.0-3.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-text,886,7572608,0.0-23.0-4.0-0.0-0.0,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,23689.0,,,,,,,,,,,,number_series_test_trial,,,,,,,,,,,,,,,,,,{'NS_1': '-2'},,False,50845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS_1,-2.0,,,,,,,,,,,,,,,,,,,,,,
survey-text,887,7582969,0.0-23.0-4.0-0.0-0.1,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,10355.0,,,,,,,,,,,,number_series_test_trial,,,,,,,,,,,,,,,,,,{'NS_2': '28'},,False,50896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS_2,28.0,,,,,,,,,,,,,,,,,,,,,,
survey-text,888,7613974,0.0-23.0-4.0-0.0-0.2,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,31001.0,,,,,,,,,,,,number_series_test_trial,,,,,,,,,,,,,,,,,,{'NS_3': ''},,True,50921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS_3,,,,,,,,,,,,,,,,,,,,,,,
survey-text,889,7643395,0.0-23.0-4.0-0.0-0.3,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,29414.0,,,,,,,,,,,,number_series_test_trial,,,,,,,,,,,,,,,,,,{'NS_4': '27'},,False,50985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS_4,27.0,,,,,,,,,,,,,,,,,,,,,,
survey-text,890,7674403,0.0-23.0-4.0-0.0-0.4,roz2c3opqAFnyNPbzR3h,33ff78,3,w60cS6neqxIeGWakQSBs9CadYz,AD01kZQlWrNONRZ9tDPN6aeo5v,1280.0,720.0,,30999.0,,,,,,,,,,,,number_series_test_trial,,,,,,,,,,,,,,,,,,{'NS_5': '1/7'},,True,51049.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS_5,1.0,,,,,,,,,,,,,,,,,,,,,,
