trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_rp,task_admc_rc1,task_bayesian_update_easy,task_bayesian_update_hard,task_coherence_forecasting,task_shipley_vocab,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_shipley_abstraction,task_admc_a2,task_leapfrog,task_impossible_question,task_graph_literacy,task_time_series,custom_timer_ended_trial,interval_id,response,moved_sliders,admc_id,admc_response,stimulus,slider_start,slider_moved,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,cfs_id,cfs_response,question_order,shipley_vocabulary_score,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,shipley_abstraction_score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q13,y_axis_values,chart_height,func,direction,noise_condition,datapoints
html-keyboard-response,707,5107767,0.0-27.0-5.0-6.0-1.4,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,708,5107804,0.0-27.0-5.0-6.0-0.5,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,36.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,709,5108823,0.0-27.0-5.0-6.0-1.5,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,710,5109228,0.0-27.0-5.0-6.0-0.6,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,404.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,120.0,110.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,711,5110246,0.0-27.0-5.0-6.0-1.6,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>110</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,712,5110740,0.0-27.0-5.0-6.0-0.7,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,492.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,120.0,120.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,713,5111758,0.0-27.0-5.0-6.0-1.7,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>120</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,714,5112100,0.0-27.0-5.0-6.0-0.8,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,341.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,140.0,140.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,715,5113118,0.0-27.0-5.0-6.0-1.8,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,716,5113459,0.0-27.0-5.0-6.0-0.9,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,342.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,140.0,130.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,717,5114478,0.0-27.0-5.0-6.0-1.9,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,718,5114827,0.0-27.0-5.0-6.0-0.10,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,348.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,140.0,140.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,719,5115845,0.0-27.0-5.0-6.0-1.10,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,720,5116163,0.0-27.0-5.0-6.0-0.11,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,316.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,140.0,140.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,721,5117180,0.0-27.0-5.0-6.0-1.11,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,722,5117563,0.0-27.0-5.0-6.0-0.12,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,381.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,140.0,130.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,723,5118582,0.0-27.0-5.0-6.0-1.12,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>130</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,724,5118731,0.0-27.0-5.0-6.0-0.13,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,148.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,140.0,140.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,725,5119748,0.0-27.0-5.0-6.0-1.13,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,726,5120042,0.0-27.0-5.0-6.0-0.14,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,294.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,140.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,727,5121061,0.0-27.0-5.0-6.0-1.14,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,728,5121378,0.0-27.0-5.0-6.0-0.15,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,315.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,140.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,729,5122396,0.0-27.0-5.0-6.0-1.15,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,730,5122763,0.0-27.0-5.0-6.0-0.16,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,365.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,140.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,731,5123780,0.0-27.0-5.0-6.0-1.16,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,732,5124578,0.0-27.0-5.0-6.0-0.17,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,796.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,140.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,733,5125596,0.0-27.0-5.0-6.0-1.17,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>140</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,734,5126141,0.0-27.0-5.0-6.0-0.18,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,544.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,150.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,735,5127159,0.0-27.0-5.0-6.0-1.18,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,736,5127922,0.0-27.0-5.0-6.0-0.19,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,761.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div>",,,,True,3.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,140.0,150.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,737,5128940,0.0-27.0-5.0-6.0-1.19,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>150</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,738,5140689,0.0-27.0-6.0-0.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,11746.0,,,,,,,,,,,,leapfrog_pt_trial_interblock_question,,,,,,,,,,,,,,,,,,,False,2218.0,{'prediction': '80'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,80.0,,,,,,,,,,,,,,,,,,,,,,,
instructions,739,5167302,0.0-27.0-7.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,"[{'page_index': 0, 'viewing_time': 26611}]",26611.0,,,,,,,,,,,,leapfrog_test_trials_instructions,,,,,,,,,,,,,,,,,,,False,2222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,740,5168052,0.0-27.0-8.0-0.0-0.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,747.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,10.0,A,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,741,5169070,0.0-27.0-8.0-0.0-1.0,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>10</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,742,5169787,0.0-27.0-8.0-0.0-0.1,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,716.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,743,5170805,0.0-27.0-8.0-0.0-1.1,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,744,5171147,0.0-27.0-8.0-0.0-0.2,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,342.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,745,5172166,0.0-27.0-8.0-0.0-1.2,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,746,5172515,0.0-27.0-8.0-0.0-0.3,V9CWpVTofFjjCUwhRmVJ,223301,3,dlaCYtCc5YRUeSJTGLOwcCPyvW,JL7onmpFgxEsPwKfUtAH3azHTm,1920.0,1080.0,,348.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,,False,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,20.0,20.0,B,,,,,,,,,,,,,,,,,,,,,,,,,
