trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a2,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rc1,task_leapfrog,task_admc_rp,task_time_series,task_bayesian_update_easy,task_bayesian_update_hard,task_shipley_abstraction,task_graph_literacy,task_coherence_forecasting,task_shipley_vocab,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,response_choice,response_slider,pt_trial,block,trial,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,moved_sliders,y_axis_values,chart_height,func,direction,noise_condition,datapoints,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,shipley_abstraction_score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q13,cfs_id,cfs_response,question_order,shipley_vocabulary_score
survey-html-form,49,482164,0.0-9.0-4.0-0.0-0.13,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,6458.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,40.0,,,"{'GK_36': '1', 'GK_36_slider': '89'}",True,,,1.0,89.0,False,0.0,13.0,GK_36,Ocean currents carry heat from the equator toward the north and south poles.,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,50,483353,0.0-9.0-4.0-0.0-1.13,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1186.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,41.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 14/30 questions completed. 43% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,51,488974,0.0-9.0-4.0-0.0-0.14,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,5620.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,42.0,,,"{'GK_22': '1', 'GK_22_slider': '90'}",True,,,1.0,90.0,False,0.0,14.0,GK_22,China has over 1 billion mobile cellular connections,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,52,490216,0.0-9.0-4.0-0.0-1.14,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1241.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,43.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 15/30 questions completed. 47% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,53,500156,0.0-9.0-4.0-0.0-0.15,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,9937.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,44.0,,,"{'GK_21': '2', 'GK_21_slider': '81'}",True,,,2.0,81.0,False,0.0,15.0,GK_21,The number of weeks in a year is approximately:,500,52,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,54,501332,0.0-9.0-4.0-0.0-1.15,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1174.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,45.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 16/30 questions completed. 50% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,55,510310,0.0-9.0-4.0-0.0-0.16,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,8977.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,46.0,,,"{'GK_42': '2', 'GK_42_slider': '82'}",True,,,2.0,82.0,False,0.0,16.0,GK_42,Which happened earlier in history?,Chinese issue the first paper money,European sailors begin to use the magnetic compass,1.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,56,511865,0.0-9.0-4.0-0.0-1.16,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1554.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,47.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 17/30 questions completed. 47% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,57,523199,0.0-9.0-4.0-0.0-0.17,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,11330.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,48.0,,,"{'GK_55': '1', 'GK_55_slider': '80'}",True,,,1.0,80.0,False,0.0,17.0,GK_55,Autism has become an epidemic.,True,False,2.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,58,524287,0.0-9.0-4.0-0.0-1.17,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1085.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,49.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 18/30 questions completed. 44% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,59,539111,0.0-9.0-4.0-0.0-0.18,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,14821.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,50.0,,,"{'GK_75': '1', 'GK_75_slider': '79'}",True,,,1.0,79.0,False,0.0,18.0,GK_75,"In 2006, the status of the then planet Pluto was reduced to 'dwarf Planet' so that it was no longer officially the ninth planet in our Solar system. The reason for this was because its' gravitational force was not enough to",Maintain its regular orbit around the sun,Clear its neighbouring region of planetesimals and asteroids etc.,2.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,60,540415,0.0-9.0-4.0-0.0-1.18,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1301.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,51.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 19/30 questions completed. 42% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,61,553041,0.0-9.0-4.0-0.0-0.19,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,12625.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,52.0,,,"{'GK_14': '1', 'GK_14_slider': '79'}",True,,,1.0,79.0,False,0.0,19.0,GK_14,"Methane, Carbon Dioxide and Water vapor in the atmosphere are all good at trapping heat from the Earth's surface",True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,62,554380,0.0-9.0-4.0-0.0-1.19,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1337.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,53.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 20/30 questions completed. 45% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,63,564936,0.0-9.0-4.0-0.0-0.20,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,10557.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,54.0,,,"{'GK_86': '1', 'GK_86_slider': '80'}",True,,,1.0,80.0,False,0.0,20.0,GK_86,The velocity of a radio wave and a visible light wave in a vacuum are the same.,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,64,566279,0.0-9.0-4.0-0.0-1.20,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1340.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,55.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 21/30 questions completed. 48% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,65,574245,0.0-9.0-4.0-0.0-0.21,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,7962.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,56.0,,,"{'IQ_5': '2', 'IQ_5_slider': '80'}",True,,,2.0,80.0,False,0.0,21.0,IQ_5,What is the Parlichev method?,A way of extracting minerals from soil,A way of determining the distance to a star,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,66,575635,0.0-9.0-4.0-0.0-1.21,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1389.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,57.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 22/30 questions completed. 45% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,67,597188,0.0-9.0-4.0-0.0-0.22,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,21551.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,True,58.0,,,{},False,,,,,False,0.0,22.0,GK_70,"A man bought a car for $10,000. He sold the car once the price fell by 17%, and invested the money so that he then got back $10,000. His profit on the invested amount is approximately:",0.17,0.2,2.0,anchor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,68,599347,0.0-9.0-4.0-0.0-1.22,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,2158.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,59.0,<p>Progress: 23/30 questions completed. 45% correct.</p>,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,69,605415,0.0-9.0-4.0-0.0-0.23,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,6064.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,60.0,,,"{'IQ_3': '1', 'IQ_3_slider': '79'}",True,,,1.0,79.0,False,0.0,23.0,IQ_3,What is the population of Synomle?,"More than 10,000","Less than 10,000",3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,70,606857,0.0-9.0-4.0-0.0-1.23,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1438.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,61.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 24/30 questions completed. 43% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,71,615642,0.0-9.0-4.0-0.0-0.24,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,8784.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,62.0,,,"{'GK_4': '2', 'GK_4_slider': '100'}",True,,,2.0,100.0,False,0.0,24.0,GK_4,Which comes closest in meaning to the following word? Easy,Complex,Simple,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,72,617059,0.0-9.0-4.0-0.0-1.24,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1416.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,63.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 25/30 questions completed. 46% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,73,623769,0.0-9.0-4.0-0.0-0.25,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,6706.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,64.0,,,"{'GK_23': '1', 'GK_23_slider': '100'}",True,,,1.0,100.0,False,0.0,25.0,GK_23,Not all metals are attracted to magnets,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,74,624972,0.0-9.0-4.0-0.0-1.25,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1201.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,65.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 26/30 questions completed. 48% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,75,632481,0.0-9.0-4.0-0.0-0.26,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,7507.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,66.0,,,"{'IQ_4': '1', 'IQ_4_slider': '80'}",True,,,1.0,80.0,False,0.0,26.0,IQ_4,What is the most prominent symptom of Seradot's disease?,A fever,A rash,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,76,633707,0.0-9.0-4.0-0.0-1.26,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1223.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,67.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 27/30 questions completed. 46% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,77,644090,0.0-9.0-4.0-0.0-0.27,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,10378.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,68.0,,,"{'GK_80': '2', 'GK_80_slider': '80'}",True,,,2.0,80.0,False,0.0,27.0,GK_80,Most diamonds are not formed from coal.,True,False,1.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,78,645297,0.0-9.0-4.0-0.0-1.27,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1203.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,69.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 28/30 questions completed. 44% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,79,651532,0.0-9.0-4.0-0.0-0.28,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,6234.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,70.0,,,"{'GK_64': '1', 'GK_64_slider': '80'}",True,,,1.0,80.0,False,0.0,28.0,GK_64,Human children have more bones than adults.,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,80,652900,0.0-9.0-4.0-0.0-1.28,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1366.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,71.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 29/30 questions completed. 46% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,81,660748,0.0-9.0-4.0-0.0-0.29,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,7845.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,72.0,,,"{'GK_61': '1', 'GK_61_slider': '80'}",True,,,1.0,80.0,False,0.0,29.0,GK_61,Which comes closest in meaning to the following word? Intransigent,Transitory,Inflexible,2.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,82,661835,0.0-9.0-4.0-0.0-1.29,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,1083.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,73.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 30/30 questions completed. 45% correct.</p>",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,83,661849,0.0-9.0-5.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,84,661850,0.0-9.0-6.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,85,661883,0.0-9.0-8.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,,,,,,,,,,,,,async_data_save,,Impossible Question__completed,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,86,661896,0.0-11.0-0.0-0.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,87,662058,0.0-11.0-1.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,88,705534,0.0-11.0-2.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 14888}, {'page_index': 1, 'viewing_time': 28584}]",43472.0,,,,,,,,,,,,dn_general_instructions,,,,,,,,,,,,,,,,,,,False,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,89,705534,0.0-11.0-3.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,90,718566,0.0-11.0-4.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 13031}]",13031.0,,,,,,,,,,,,dn_pt_trials_instructions,,,,,,,,,,,,,,,,,,,False,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,91,718875,0.0-11.0-5.0-0.0-0.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,,,,,,,,,,,,,,fixation_cross,,,,,,,,,,,,,,,,,,,,,"<div class=""fixation-cross"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,92,719856,0.0-11.0-5.0-0.0-1.0,lky9gKMGZreLqNRfLQb0,223301,3,uV6VvoCcmnGk1eOfQxVBU2SQAP,SXWQhpqguXAXwonlYJNHiWMwRt,1536.0,864.0,"[{'page_index': 0, 'viewing_time': 696996}]",696997.0,,,,,,,,,,,,dn_main_trial_version_A,,,,,,,,,,,,,,,,,,,False,79.0,,,,,,,,,True,0.0,0.0,,,,,,,,A,harmony,array,array,small,large,0.3,0.3399999999999999,10.0,400.0,3.0,136.0,7.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
