trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_shipley_vocab,task_time_series,task_leapfrog,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rp,task_bayesian_update_easy,task_bayesian_update_hard,task_graph_literacy,task_admc_rc1,task_coherence_forecasting,task_admc_a2,task_shipley_abstraction,custom_timer_ended_trial,interval_id,response,question_order,shipley_vocabulary_score,stimulus,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,moved_sliders,admc_id,admc_response,response_slider,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,slider_moved,cfs_id,cfs_response,shipley_abstraction_score
html-keyboard-response,524,344606919,0.0-11.0-8.0-3.0-0.32,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,314.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,3.0,152.0,,,,,200.0,190.0,200.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,525,344607925,0.0-11.0-8.0-3.0-1.32,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>200</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,526,344608051,0.0-11.0-8.0-3.0-0.33,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,116.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,3.0,153.0,,,,,200.0,190.0,190.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,527,344609057,0.0-11.0-8.0-3.0-1.33,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>190</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,528,344609391,0.0-11.0-8.0-3.0-0.34,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,333.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,3.0,154.0,,,,,200.0,210.0,200.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,529,344610406,0.0-11.0-8.0-3.0-1.34,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>200</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,530,344610715,0.0-11.0-8.0-3.0-0.35,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,308.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,3.0,155.0,,,,,200.0,210.0,200.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,531,344611727,0.0-11.0-8.0-3.0-1.35,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>200</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,532,344611743,0.0-11.0-8.0-3.0-0.36,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,15.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,3.0,156.0,,,,,200.0,210.0,200.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,533,344612747,0.0-11.0-8.0-3.0-1.36,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>200</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,534,344613364,0.0-11.0-8.0-3.0-0.37,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,616.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,3.0,157.0,,,,,200.0,210.0,200.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,535,344614382,0.0-11.0-8.0-3.0-1.37,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>200</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,536,344614779,0.0-11.0-8.0-3.0-0.38,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,396.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,3.0,158.0,,,,,200.0,210.0,200.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,537,344615791,0.0-11.0-8.0-3.0-1.38,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>200</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,538,344615854,0.0-11.0-8.0-3.0-0.39,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,62.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,3.0,159.0,,,,,200.0,210.0,200.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,539,344616860,0.0-11.0-8.0-3.0-1.39,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>200</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,540,344616863,0.0-11.0-8.0-4.0-0.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,1.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,4.0,160.0,,,,,200.0,210.0,200.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,541,344617866,0.0-11.0-8.0-4.0-1.0,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>200</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,542,344618417,0.0-11.0-8.0-4.0-0.1,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,550.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,4.0,161.0,,,,,200.0,210.0,210.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,543,344619437,0.0-11.0-8.0-4.0-1.1,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,544,344619928,0.0-11.0-8.0-4.0-0.2,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,490.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,4.0,162.0,,,,,200.0,210.0,210.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,545,344620935,0.0-11.0-8.0-4.0-1.2,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,546,344621228,0.0-11.0-8.0-4.0-0.3,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,293.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,4.0,163.0,,,,,200.0,210.0,210.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,547,344622231,0.0-11.0-8.0-4.0-1.3,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,548,344622667,0.0-11.0-8.0-4.0-0.4,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,435.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,4.0,164.0,,,,,200.0,210.0,210.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,549,344623692,0.0-11.0-8.0-4.0-1.4,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,550,344623711,0.0-11.0-8.0-4.0-0.5,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,18.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,4.0,165.0,,,,,200.0,210.0,210.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,551,344624714,0.0-11.0-8.0-4.0-1.5,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,552,344624969,0.0-11.0-8.0-4.0-0.6,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,254.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,4.0,166.0,,,,,200.0,210.0,210.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,553,344625979,0.0-11.0-8.0-4.0-1.6,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,554,344626015,0.0-11.0-8.0-4.0-0.7,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,35.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,4.0,167.0,,,,,200.0,210.0,210.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,555,344627018,0.0-11.0-8.0-4.0-1.7,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,556,344627251,0.0-11.0-8.0-4.0-0.8,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,232.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowleft,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,4.0,168.0,,,,,200.0,210.0,200.0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,557,344628259,0.0-11.0-8.0-4.0-1.8,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>200</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,558,344628395,0.0-11.0-8.0-4.0-0.9,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,135.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,4.0,169.0,,,,,200.0,210.0,210.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,559,344629409,0.0-11.0-8.0-4.0-1.9,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,560,344629761,0.0-11.0-8.0-4.0-0.10,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,340.0,,,,,,,,,,,,leapfrog_trial,,,,,,,,,,,,,,,,,,,,,arrowright,,,"<div style=""font-size:3em; color: choose;"">CHOOSE</div>
                        <div style=""display: flex; justify-content: space-around; font-size: 2em; margin-top: 2em;"">
                            <div>OPTION A<br><span style=""font-size: 0.5em""><i>(left arrow)</i></span></div>
                            <div>OPTION B<br><span style=""font-size: 0.5em""><i>(right arrow)</i></span></div>
                        </div>",,,False,4.0,170.0,,,,,200.0,210.0,210.0,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,561,344630777,0.0-11.0-8.0-4.0-1.10,vw1A3VymLejMEXi1H8Wf,223301,5,B1SSc0glBTG6Irp2d0fpn73Ymo,GxfuvHHO968DsM4fFpyISona59,1536.0,960.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>210</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
