trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_shipley_vocab,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rc1,task_admc_a2,task_shipley_abstraction,task_leapfrog,task_impossible_question,task_time_series,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_graph_literacy,task_admc_rp,task_coherence_forecasting,custom_timer_ended_trial,interval_id,response,question_order,shipley_vocabulary_score,stimulus,response_slider,pt_trial,block,trial,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,aig_version,score,slider_start,slider_moved,admc_id,admc_response,shipley_abstraction_score,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,response_choice,id,question_text,answer_1,answer_2,correct_answer,correct,y_axis_values,chart_height,func,direction,noise_condition,datapoints,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,moved_sliders,cfs_id,cfs_response
html-button-response,147,1038798,0.0-11.0-7.0-0.0-0.38,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,4018.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,623.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",53.0,False,0.0,38.0,7.0,3.0,"[30, 70]",blue,red,red,['red'],"[['red'], ['red'], ['blue']]",hard,aig,0.2647794069032847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,148,1043477,0.0-11.0-7.0-0.0-0.39,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,4678.0,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,,False,629.0,0,,,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",50.0,False,0.0,39.0,7.0,4.0,"[30, 70]",blue,red,red,['blue'],"[['red'], ['red'], ['blue'], ['red']]",hard,aig,0.1195451506497824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,149,1045589,0.0-11.0-7.0-0.0-1.39-0.39,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,"[{'page_index': 0, 'viewing_time': 2111}]",2111.0,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,,False,635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,150,1045589,0.0-11.0-8.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,151,1045590,0.0-11.0-9.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,152,1045591,0.0-11.0-11.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,async_data_save,,Bayesian Update_hard__completed,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,153,1048201,0.0-12.0-0.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,"[{'page_index': 0, 'viewing_time': 2609}]",2609.0,,,,,,,,,,,,break_trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,154,1048352,0.0-13.0-1.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,155,1054252,0.0-13.0-2.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,"[{'page_index': 0, 'viewing_time': 5900}]",5900.0,,,,,,,,,,,,admc_rc1_instructions,,,,,,,,,,,,,,,,,,,False,637.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,156,1054252,0.0-13.0-3.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,157,1075750,0.0-13.0-4.0-0.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,21496.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,638.0,2,,,"<p><b>Problem</b></p>
                                <p>Imagine that recent evidence has shown that a pesticide is threatening the lives of 1,200 endangered animals. Two response options have been suggested:</p>
                                <p style=""margin-left: 30px"">If Option A is used, 600 animals will be saved for sure.</p>
                                <p style=""margin-left: 30px"">If Option B is used, there is a 75% chance that 800 animals will be saved, and a 25% chance that no animals will be saved.</p>
                                <p>Which option do you recommend to use?</p>",,,,,,,,,,,,,,,,1.0,True,rc1_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,158,1092124,0.0-13.0-4.0-0.1,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,16373.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,639.0,2,,,"<p><b>Problem</b></p>
                                <p>Because of changes in tax laws, you may get back as much as $1200 in income tax. Your accountant has been exploring alternative ways to take advantage of this situation. He has developed two plans:</p>
                                <p style=""margin-left: 30px"">If Plan A is adopted, you will get back $400 of the possible $1200.</p>
                                <p style=""margin-left: 30px"">If Plan B is adopted, you have a 33% chance of getting back all $1200, and a 67% chance of getting back no money.</p>
                                <p>Which plan would you use?</p>",,,,,,,,,,,,,,,,1.0,True,rc1_2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,159,1113066,0.0-13.0-4.0-0.2,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,20941.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,640.0,2,,,"<p><b>Problem</b></p>
                                <p>Imagine that in one particular state it is projected that 1000 students will drop out of school during the next year. Two programs have been proposed to address this problem, but only one can be implemented. Based on other states' experiences with the programs, estimates of the outcomes that can be expected from each program can be made. Assume for purposes of this decision that these estimates of the outcomes are accurate and are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 400 of the 1000 students will stay in school.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 40% chance that all 1000 students will stay in school and 60% chance that none of the 1000 students will stay in school.</p>
                                <p>Which program would you favor for implementation?</p>",,,,,,,,,,,,,,,,1.0,True,rc1_3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,160,1134959,0.0-13.0-4.0-0.3,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,21891.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,641.0,2,,,"<p><b>Problem</b></p>
                                <p>Imagine that the U.S. is preparing for the outbreak of an unusual disease, which is expected to kill 600 people. Two alternative programs to combat the disease have been proposed. Assume that the exact scientific estimates of the consequences of the programs are as follows:</p>
                                <p style=""margin-left: 30px"">If Program A is adopted, 200 people will be saved.</p>
                                <p style=""margin-left: 30px"">If Program B is adopted, there is a 33% chance that 600 people will be saved, and a 67% chance that no people will be saved.</p>
                                <p>Which program do you recommend to use?</p>",,,,,,,,,,,,,,,,1.0,True,rc1_4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,161,1164584,0.0-13.0-4.0-0.4,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,29625.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,642.0,4,,,"<p><b>Problem</b></p>
                                <p>Imagine that your doctor tells you that you have a cancer that must be treated. Your choices are as follows:</p>
                                <p style=""margin-left: 30px"">Surgery: Of 100 people having surgery, 90 live through the operation, and 34 are alive at the end of five years.</p>
                                <p style=""margin-left: 30px"">Radiation therapy: Of 100 people having radiation therapy, all live through the treatment, and 22 are alive at the end of five years.</p>
                                <p>Which treatment would you choose?</p>",,,,,,,,,,,,,,,,1.0,True,rc1_5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,162,1189692,0.0-13.0-4.0-0.5,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,25107.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,643.0,3,,,"<p><b>Problem</b></p>
                                <p>Imagine that your client has $6,000 invested in the stock market. A downturn in the economy is occurring. You have two investment strategies that you can recommend under the existing circumstances to preserve your client's capital.</p>
                                <p style=""margin-left: 30px"">If strategy A is followed, $2,000 of your client's investment will be saved.</p>
                                <p style=""margin-left: 30px"">If strategy B is followed, there is a 33% chance that the entire $6,000 will be saved, and a 67% chance that none of the principal will be saved.</p>
                                <p>Which of these two strategies would you favor?</p>",,,,,,,,,,,,,,,,1.0,True,rc1_6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,163,1221568,0.0-13.0-4.0-0.6,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,31874.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,644.0,4,,,"<p><b>Problem</b></p>
                                <p>Imagine a hospital is treating 32 injured soldiers, who are all expected to lose one leg. There are two doctors that can help the soldiers, but only one can be hired:</p>
                                <p style=""margin-left: 30px"">If Doctor A is hired, 20 soldiers will keep both legs.</p>
                                <p style=""margin-left: 30px"">If Doctor B is hired, there is a 63% chance that all soldiers keep both legs and a 37% chance that nobody will save both legs.</p>
                                <p>Which doctor do you recommend?</p>",,,,,,,,,,,,,,,,1.0,True,rc1_7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,164,1221568,0.0-13.0-5.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,165,1221569,0.0-13.0-6.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,166,1221570,0.0-13.0-8.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing RC1__completed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,167,1221721,0.0-15.0-1.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,168,1229098,0.0-15.0-2.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,"[{'page_index': 0, 'viewing_time': 7376}]",7376.0,,,,,,,,,,,,admc_a2_instructions,,,,,,,,,,,,,,,,,,,False,646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,169,1229099,0.0-15.0-3.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,170,1270352,0.0-15.0-4.0-0.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,41252.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,647.0,2,,,"<p><b>Problem</b></p>
                                <p>As R&D manager, one of your project teams has come to you requesting an additional $100,000 in funds for a project you instituted several months ago. The project is already behind schedule and over budget, but the team still believes it can be successfully completed. You currently have $500,000 remaining in your budget unallocated, but which must carry you for the rest of the fiscal year. Lowering the balance by an additional $100,000 might jeopardize flexibility to respond to other opportunities.</p>
                                <p>Evaluating the situation, you believe there is a fair chance the project will not succeed, in which case the additional funding would be lost; if successful, however, the money would be well spent. You also noticed that of the projects undertaken by this team, 20 of the last 50 have been unsuccessful.</p>
                                <p>What is the likelihood you would fund the request?</p>",,,,,,,,,,,,,,,,1.0,True,a2_1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,171,1279976,0.0-15.0-4.0-0.1,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,9623.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,648.0,5,,,"<p><b>Problem</b></p>
                                <p>Imagine that a woman parked illegally. After talking to her, you believe that there is an 80% chance that she knew she parked illegally</p>
                                <p>With this in mind, how much of a fine do you believe this woman deserves?</p>",,,,,,,,,,,,,,,,1.0,True,a2_2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,172,1299087,0.0-15.0-4.0-0.2,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,19111.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,649.0,5,,,"<p><b>Problem</b></p>
                                <p>In a recent confidential survey completed by graduating seniors, 65% of those completing the survey stated that they had cheated during their college career.</p>
                                <p>Considering the results of the survey, how would you rate the incidence of cheating at your university?</p>",,,,,,,,,,,,,,,,1.0,True,a2_3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,173,1315716,0.0-15.0-4.0-0.3,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,16627.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,650.0,5,,,"<p><b>Problem</b></p>
                                <p>Imagine that a new technique has been developed to treat a particular kind of cancer. This technique has a 50% chance of failure, and is available at the local hospital.</p>
                                <p>A member of your immediate family is a patient at the local hospital with this kind of cancer. How likely are you to encourage him or her to undergo treatment using this technique?</p>",,,,,,,,,,,,,,,,1.0,True,a2_4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,174,1331312,0.0-15.0-4.0-0.4,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,15595.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,651.0,4,,,"<p><b>Problem</b></p>
                                <p>Imagine the following situation. You are entertaining a special friend by inviting them for dinner. You are making your favorite lasagna dish with ground beef. Your roommate goes to the grocery store and purchases a package of ground beef for you. The label says 20% fat ground beef.</p>
                                <p>What's your evaluation of the quality of this ground beef?</p>",,,,,,,,,,,,,,,,1.0,True,a2_5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,175,1349968,0.0-15.0-4.0-0.5,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,18655.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,652.0,4,,,"<p><b>Problem</b></p>
                                <p>Imagine that a type of condom has a 5% failure rate. That is, if you have sex with someone who has the AIDS virus, there is a 5% chance that this type of condom will fail to prevent you from being exposed to the AIDS virus.</p>
                                <p>Should the government allow this type of condom to be advertised as ""an effective method for lowering the risk of AIDS""?</p>",,,,,,,,,,,,,,,,1.0,True,a2_6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-slider-response,176,1364386,0.0-15.0-4.0-0.6,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,14417.0,,,,,,,,,,,,resistance_to_framing_trial,,,,,,,,,,,,,,,,,,,False,653.0,4,,,"<p><b>Problem</b></p>
                                <p>Suppose a student got 10% incorrect in the mid-term exam and 30% incorrect in the final-term exam, what would be your evaluations of this student's performance?</p>",,,,,,,,,,,,,,,,1.0,True,a2_7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,177,1364386,0.0-15.0-5.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,178,1364387,0.0-15.0-6.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,179,1364388,0.0-15.0-8.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,async_data_save,,ADMC Framing A2__completed,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,180,1364390,0.0-17.0-0.0-0.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,181,1364540,0.0-17.0-1.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,182,1393527,0.0-17.0-2.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,"[{'page_index': 0, 'viewing_time': 28987}]",28987.0,,,,,,,,,,,,shipley_abstraction_instructions,,,,,,,,,,,,,,,,,,,False,656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,183,1393528,0.0-17.0-3.0,oO4EVyNmcCaw95OzZ81f,223301,3,3DkYm4TofR4RvQQmb7OLo9CNbF,otGUgWVukP1kIoHNgCZfESMjNQ,2752.0,1152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
