view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_admc_a1,task_time_series,task_admc_dr,task_impossible_question,task_leapfrog,task_raven_matrix,task_bayesian_update_easy,task_bayesian_update_hard,task_admc_rc2,task_cognitive_reflection,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_number_series,custom_timer_ended_trial,interval_id,stimulus,slider_start,response,slider_moved,admc_id,admc_response,question_order,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response_choice,response_slider,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,list_id,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,ns_id,ns_response
,5636.0,html-button-response,800,2324907,0.0-15.0-7.0-0.0-0.37,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,65021.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,False,0.0,37.0,,,,,,45.0,,,,,,aig,,,,,,,,,7.0,2.0,"[40, 60]",blue,red,blue,['red'],"[['blue'], ['blue']]",easy,1.4415570397949398,,,,,,,,,,,,,,,,,,,,,,,,,
,13235.0,html-button-response,801,2338145,0.0-15.0-7.0-0.0-0.38,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,65458.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,False,0.0,38.0,,,,,,35.0,,,,,,aig,,,,,,,,,7.0,3.0,"[40, 60]",blue,red,blue,['blue'],"[['blue'], ['blue'], ['red']]",easy,1.7424884202212718,,,,,,,,,,,,,,,,,,,,,,,,,
,7568.0,html-button-response,802,2345719,0.0-15.0-7.0-0.0-0.39,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,65948.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that this draw was from the left vs right box?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% left, 50% right</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely left box</div>
                                <div>Equally likely to be either left or right</div>
                                <div>Definitely right box</div>
                            </div>
                        </div>
                        ",,0,,,,,,,False,0.0,39.0,,,,,,45.0,,,,,,aig,,,,,,,,,7.0,4.0,"[40, 60]",blue,red,blue,['red'],"[['blue'], ['blue'], ['red'], ['blue']]",easy,1.4415570397949398,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 1638}]",1638.0,instructions,803,2347359,0.0-15.0-7.0-0.0-1.39-0.39,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,False,66397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,804,2347360,0.0-15.0-8.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1226.0,html-button-response,805,2348588,0.0-15.0-9.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,feedback_Bayesian Update_easy,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,806,2348591,0.0-15.0-10.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,807,2348600,0.0-15.0-12.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,async_data_save,,Bayesian Update_easy__completed,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,html-keyboard-response,808,2348604,0.0-17.0-0.0-0.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,809,2348758,0.0-17.0-1.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 6477}, {'page_index': 1, 'viewing_time': 98971}]",105449.0,instructions,810,2454211,0.0-17.0-2.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_general_instructions,,,,,,,,,,,,,,,,,,False,66463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,call-function,811,2454218,0.0-17.0-3.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 1455}]",1456.0,instructions,812,2455675,0.0-17.0-4.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_pt_trials_instructions,,,,,,,,,,,,,,,,,,False,66863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4854.0,html-button-response,813,2460531,0.0-17.0-5.0-0.0-0.0,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,66886.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,,,True,0.0,0.0,,,,,,50.0,,,,,,aig,,,,,,,,,0.0,0.0,"[40, 60]",red,blue,red,['blue'],[],hard,0.0259754864032608,,,,,,,,,,,,,,,,,,,,,,,,,
,12903.0,html-button-response,814,2473437,0.0-17.0-5.0-0.0-0.1,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,67301.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,,,True,0.0,1.0,,,,,,55.0,,,,,,aig,,,,,,,,,0.0,1.0,"[40, 60]",red,blue,red,['blue'],[['blue']],hard,0.013730192811902,,,,,,,,,,,,,,,,,,,,,,,,,
,5534.0,html-button-response,815,2478977,0.0-17.0-5.0-0.0-0.2,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,67756.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,,,True,0.0,2.0,,,,,,65.0,,,,,,aig,,,,,,,,,0.0,2.0,"[40, 60]",red,blue,red,['blue'],"[['blue'], ['blue']]",hard,0.0995328837876711,,,,,,,,,,,,,,,,,,,,,,,,,
,7065.0,html-button-response,816,2486045,0.0-17.0-5.0-0.0-0.3,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,68202.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,,,True,0.0,3.0,,,,,,70.0,,,,,,aig,,,,,,,,,0.0,3.0,"[40, 60]",red,blue,red,['blue'],"[['blue'], ['blue'], ['blue']]",hard,0.1292441406129026,,,,,,,,,,,,,,,,,,,,,,,,,
,14009.0,html-button-response,817,2500064,0.0-17.0-5.0-0.0-0.4,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,68657.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>60 <span style=""color: red;"">red</span>, 40 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>60 <span style=""color: blue;"">blue</span>, 40 <span style=""color: red;"">red</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,,,True,0.0,4.0,,,,,,60.0,,,,,,aig,,,,,,,,,0.0,4.0,"[40, 60]",red,blue,red,['blue'],"[['blue'], ['blue'], ['blue'], ['blue']]",hard,0.0249078879129625,,,,,,,,,,,,,,,,,,,,,,,,,
"[{'page_index': 0, 'viewing_time': 5411}]",5411.0,instructions,818,2505478,0.0-17.0-5.0-0.0-1.4-0.4,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_between_unique_trials_trial,,,,,,,,,,,,,,,,,,False,69153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6137.0,html-button-response,819,2511619,0.0-17.0-5.0-0.0-0.5,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,69209.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,,,True,0.0,5.0,,,,,,50.0,,,,,,aig,,,,,,,,,1.0,0.0,"[30, 70]",blue,red,blue,['blue'],[],hard,0.0964602661875622,,,,,,,,,,,,,,,,,,,,,,,,,
,14784.0,html-button-response,820,2526408,0.0-17.0-5.0-0.0-0.6,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,69630.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,,,True,0.0,6.0,,,,,,60.0,,,,,,aig,,,,,,,,,1.0,1.0,"[30, 70]",blue,red,blue,['blue'],[['blue']],hard,0.0378702740554101,,,,,,,,,,,,,,,,,,,,,,,,,
,11408.0,html-button-response,821,2537822,0.0-17.0-5.0-0.0-0.7,076BrNISK0IP8PsESVQX,33ff78,5,w21EvJIk4xb9ybonSwJRhD4pvm,bvpuicWHlLXoZq83akgYidLLOM,,,,,,,,,,,,,,bayesian_update_test_trial,,,,,,,,,,,,,,,,,,False,70156.0,"<div id=""draws_container"">
                            <div id=""current_draw_container"">
                                <div>CURRENT DRAW</div>
                                <div id=""curr_draw_balls""></div>
                            </div>
                            <div id=""past_draws_container"">
                                <div>PAST DRAWS</div>
                                <div id=""past_draw_balls""></div>
                            </div>
                        </div>
                        <div id=""boxes_container"">
                            <div id=""left_box_label"">Left box<br><span>70 <span style=""color: blue;"">blue</span>, 30 <span style=""color: red;"">red</span></span></div>
                            <div id=""right_box_label"">Right box<br><span>70 <span style=""color: red;"">red</span>, 30 <span style=""color: blue;"">blue</span></span></div>
                            <div id=""left_box"" class=""box""></div>
                            <div id=""black_box"" class=""box""><div id=""black_box_top_border""></div></div>
                            <div id=""right_box"" class=""box""></div>
                        </div>
                        <div id=""question_container"">What is the probability that the next drawn ball will be blue?</div>
                        <div id=""slider_and_labels_container"">
                            <div id=""slider_current_selection_container"">
                                <div id=""slider_current_selection_text"">50% blue</div>
                            </div>
                            <div id=""slider_container"">
                                <input name=""response_slider"" id=""response_slider"" type=""range"" min=""0"" max=""100"" step=""1"" value=""50"" class=""jspsych-slider"" style=""width: 100%"">
                            </div>	
                            <div id=""slider_labels_container"">
                                <div>Definitely NOT blue</div>
                                <div>Equally likely to be blue as not blue</div>
                                <div>Definitely blue</div>
                            </div>
                        </div>
                        ",,0,,,,,,,True,0.0,7.0,,,,,,70.0,,,,,,aig,,,,,,,,,1.0,2.0,"[30, 70]",blue,red,blue,['blue'],"[['blue'], ['blue']]",hard,0.0252739619266063,,,,,,,,,,,,,,,,,,,,,,,,,
