trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_impossible_question,task_graph_literacy,task_admc_rc1,task_admc_a2,task_shipley_abstraction,task_admc_rp,task_time_series,task_shipley_vocab,task_coherence_forecasting,task_leapfrog,task_bayesian_update_easy,task_bayesian_update_hard,custom_timer_ended_trial,interval_id,stimulus,response,pt_trial,block,trial,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,response_choice,response_slider,slider_moved,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,slider_start,admc_id,admc_response,shipley_abstraction_score,moved_sliders,y_axis_values,chart_height,func,direction,noise_condition,datapoints,question_order,shipley_vocabulary_score,cfs_id,cfs_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score
survey-html-form,378,586624,0.0-11.0-4.0-0.0-0.7,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,12034.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,395.0,,"{'IQ_6': '2', 'IQ_6_slider': '56'}",False,0.0,7.0,,,,,,,,,,,,,,,,,2.0,56.0,True,IQ_6,Resistance Configuration Theory is a psychological theory that explains:,How people avoid blame and why they do not recognize when something is their fault,Why certain people do not try new experiences,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,379,587556,0.0-11.0-4.0-0.0-1.7,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,930.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,396.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 8/30 questions completed. 43% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,380,592617,0.0-11.0-4.0-0.0-0.8,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,5059.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,397.0,,"{'GK_84': '2', 'GK_84_slider': '74'}",False,0.0,8.0,,,,,,,,,,,,,,,,,2.0,74.0,True,GK_84,How many gold medals did Michael Phelps win at the Beijing Olympics?,4,8,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,381,593687,0.0-11.0-4.0-0.0-1.8,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,1069.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,398.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 9/30 questions completed. 50% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,382,599153,0.0-11.0-4.0-0.0-0.9,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,5464.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,399.0,,"{'IQ_3': '2', 'IQ_3_slider': '51'}",False,0.0,9.0,,,,,,,,,,,,,,,,,2.0,51.0,True,IQ_3,What is the population of Synomle?,"More than 10,000","Less than 10,000",3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,383,600224,0.0-11.0-4.0-0.0-1.9,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,1069.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,400.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 10/30 questions completed. 44% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,384,604464,0.0-11.0-4.0-0.0-0.10,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,4238.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,401.0,,"{'GK_55': '2', 'GK_55_slider': '56'}",False,0.0,10.0,,,,,,,,,,,,,,,,,2.0,56.0,True,GK_55,Autism has become an epidemic.,True,False,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,385,605365,0.0-11.0-4.0-0.0-1.10,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,901.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,402.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 11/30 questions completed. 50% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,386,618698,0.0-11.0-4.0-0.0-0.11,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,13331.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,403.0,,"{'GK_75': '1', 'GK_75_slider': '57'}",False,0.0,11.0,,,,,,,,,,,,,,,,,1.0,57.0,True,GK_75,"In 2006, the status of the then planet Pluto was reduced to 'dwarf Planet' so that it was no longer officially the ninth planet in our Solar system. The reason for this was because its' gravitational force was not enough to",Maintain its regular orbit around the sun,Clear its neighbouring region of planetesimals and asteroids etc.,2.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,387,620347,0.0-11.0-4.0-0.0-1.11,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,1647.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,404.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 12/30 questions completed. 45% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,388,638465,0.0-11.0-4.0-0.0-0.12,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,18115.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,405.0,,"{'GK_90': '2', 'GK_90_slider': '57'}",False,0.0,12.0,,,,,,,,,,,,,,,,,2.0,57.0,True,GK_90,The reason we experience seasons is because the distance between the earth and sun changes.,True,False,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,389,639333,0.0-11.0-4.0-0.0-1.12,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,867.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,406.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 13/30 questions completed. 50% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,390,648121,0.0-11.0-4.0-0.0-0.13,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,8787.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,407.0,,"{'GK_53': '1', 'GK_53_slider': '76'}",False,0.0,13.0,,,,,,,,,,,,,,,,,1.0,76.0,True,GK_53,The top 10 car manufacturing countries produced approximately how many new cars in 2014?,50 milion,10 million,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,391,649143,0.0-11.0-4.0-0.0-1.13,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,1020.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,408.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 14/30 questions completed. 54% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,392,660763,0.0-11.0-4.0-0.0-0.14,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,11619.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,409.0,,"{'IQ_5': '2', 'IQ_5_slider': '54'}",False,0.0,14.0,,,,,,,,,,,,,,,,,2.0,54.0,True,IQ_5,What is the Parlichev method?,A way of extracting minerals from soil,A way of determining the distance to a star,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,393,662165,0.0-11.0-4.0-0.0-1.14,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,1401.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,410.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 15/30 questions completed. 50% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,394,666480,0.0-11.0-4.0-0.0-0.15,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,4313.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,411.0,,"{'GK_22': '1', 'GK_22_slider': '99'}",False,0.0,15.0,,,,,,,,,,,,,,,,,1.0,99.0,True,GK_22,China has over 1 billion mobile cellular connections,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,395,667598,0.0-11.0-4.0-0.0-1.15,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,1116.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,412.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 16/30 questions completed. 53% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,396,674811,0.0-11.0-4.0-0.0-0.16,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,7211.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,413.0,,"{'GK_42': '1', 'GK_42_slider': '56'}",False,0.0,16.0,,,,,,,,,,,,,,,,,1.0,56.0,True,GK_42,Which happened earlier in history?,Chinese issue the first paper money,European sailors begin to use the magnetic compass,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,397,675655,0.0-11.0-4.0-0.0-1.16,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,841.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,414.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 17/30 questions completed. 56% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,398,685961,0.0-11.0-4.0-0.0-0.17,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,10304.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,415.0,,"{'GK_4': '2', 'GK_4_slider': '99'}",False,0.0,17.0,,,,,,,,,,,,,,,,,2.0,99.0,True,GK_4,Which comes closest in meaning to the following word? Easy,Complex,Simple,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,399,686878,0.0-11.0-4.0-0.0-1.17,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,914.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,416.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 18/30 questions completed. 59% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,400,695950,0.0-11.0-4.0-0.0-0.18,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,9070.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,417.0,,"{'GK_69': '2', 'GK_69_slider': '76'}",False,0.0,18.0,,,,,,,,,,,,,,,,,2.0,76.0,True,GK_69,Which is the smallest independent country?,Monaco,Vatican City,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,401,696892,0.0-11.0-4.0-0.0-1.18,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,941.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,418.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 19/30 questions completed. 61% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,402,702276,0.0-11.0-4.0-0.0-0.19,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,5382.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,419.0,,"{'GK_3': '1', 'GK_3_slider': '99'}",False,0.0,19.0,,,,,,,,,,,,,,,,,1.0,99.0,True,GK_3,Apples are classified as:,Fruits,Vegetables,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,403,703185,0.0-11.0-4.0-0.0-1.19,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,907.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,420.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 20/30 questions completed. 63% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,404,710769,0.0-11.0-4.0-0.0-0.20,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,7584.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,421.0,,"{'GK_72': '1', 'GK_72_slider': '65'}",False,0.0,20.0,,,,,,,,,,,,,,,,,1.0,65.0,True,GK_72,The total number of cinema visits in USA in 2018 were approximately how much?,130 million,1.3 billion,2.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,405,711631,0.0-11.0-4.0-0.0-1.20,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,859.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,422.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 21/30 questions completed. 60% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,406,716389,0.0-11.0-4.0-0.0-0.21,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,4756.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,423.0,,"{'IQ_4': '2', 'IQ_4_slider': '56'}",False,0.0,21.0,,,,,,,,,,,,,,,,,2.0,56.0,True,IQ_4,What is the most prominent symptom of Seradot's disease?,A fever,A rash,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,407,717510,0.0-11.0-4.0-0.0-1.21,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,1119.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,424.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 22/30 questions completed. 57% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,408,723081,0.0-11.0-4.0-0.0-0.22,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,5569.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,425.0,,"{'GK_80': '1', 'GK_80_slider': '73'}",False,0.0,22.0,,,,,,,,,,,,,,,,,1.0,73.0,True,GK_80,Most diamonds are not formed from coal.,True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,409,723973,0.0-11.0-4.0-0.0-1.22,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,891.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,426.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 23/30 questions completed. 59% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,410,731648,0.0-11.0-4.0-0.0-0.23,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,7673.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,427.0,,"{'GK_21': '2', 'GK_21_slider': '100'}",False,0.0,23.0,,,,,,,,,,,,,,,,,2.0,100.0,True,GK_21,The number of weeks in a year is approximately:,500,52,2.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,411,732759,0.0-11.0-4.0-0.0-1.23,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,1109.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,428.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 24/30 questions completed. 61% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,412,738047,0.0-11.0-4.0-0.0-0.24,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,5287.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,429.0,,"{'GK_2': '1', 'GK_2_slider': '75'}",False,0.0,24.0,,,,,,,,,,,,,,,,,1.0,75.0,True,GK_2,The radius of the Earth is approximately...,4000 miles,200 miles,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,413,739801,0.0-11.0-4.0-0.0-1.24,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,1753.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,430.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 25/30 questions completed. 63% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,414,746299,0.0-11.0-4.0-0.0-0.25,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,6495.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,431.0,,"{'IQ_1': '2', 'IQ_1_slider': '70'}",False,0.0,25.0,,,,,,,,,,,,,,,,,2.0,70.0,True,IQ_1,When did the battle of Kavkav take place?,Before 1647,After 1647,3.0,anchor,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,415,747208,0.0-11.0-4.0-0.0-1.25,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,908.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,432.0,"<p>Your answer was <span style=""color: red""><b>incorrect</b></span>.</p><p>Progress: 26/30 questions completed. 60% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,416,753518,0.0-11.0-4.0-0.0-0.26,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,6309.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,433.0,,"{'GK_6': '1', 'GK_6_slider': '100'}",False,0.0,26.0,,,,,,,,,,,,,,,,,1.0,100.0,True,GK_6,Which of the following is found in plant cells but not animal cells?,Chloroplasts,Ribosome,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,417,754370,0.0-11.0-4.0-0.0-1.26,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,851.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,434.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 27/30 questions completed. 62% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey-html-form,418,760705,0.0-11.0-4.0-0.0-0.27,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,6333.0,,,,,,,,,,,,iqc_test_trial,,,,,,,,,,,,,,,,,,,False,435.0,,"{'GK_14': '1', 'GK_14_slider': '76'}",False,0.0,27.0,,,,,,,,,,,,,,,,,1.0,76.0,True,GK_14,"Methane, Carbon Dioxide and Water vapor in the atmosphere are all good at trapping heat from the Earth's surface",True,False,1.0,anchor,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,419,761810,0.0-11.0-4.0-0.0-1.27,3t2nEqai6BrZR8VAubQP,223301,3,HbdrZHD6UiidrG6X6oFefKIGai,f5bpQ2A90NR0LyKdNkQ0yJd2lk,1470.0,920.0,,1103.0,,,,,,,,,,,,iqc_test_trial_feedback,,,,,,,,,,,,,,,,,,,False,436.0,"<p>Your answer was <span style=""color: green""><b>correct</b></span>.</p><p>Progress: 28/30 questions completed. 63% correct.</p>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
