trial_type,trial_index,time_elapsed,internal_node_id,subject_id,form,wave,session_id,session_restart_id,FULLSCREEN_SCREEN_WIDTH,FULLSCREEN_SCREEN_HEIGHT,view_history,rt,width,height,webaudio,browser,browser_version,mobile,os,fullscreen,vsync_rate,webcam,microphone,trial_name,success,data_checkpoint,data_checkpoint_ind,experiment_parameters,task_time_series,task_impossible_question,task_denominator_neglect_version_A,task_denominator_neglect_version_B,task_admc_rc2,task_number_series,task_leapfrog,task_admc_dr,task_bayesian_update_easy,task_bayesian_update_hard,task_raven_matrix,task_cognitive_reflection,task_admc_a1,custom_timer_ended_trial,interval_id,stimulus,response,y_axis_values,chart_height,pt_trial,block,trial,func,direction,noise_condition,datapoints,response_choice,response_slider,slider_moved,id,question_text,answer_1,answer_2,correct_answer,aig_version,correct,task_version,choice_type,left_lottery_display_type,right_lottery_display_type,left_lottery_type,right_lottery_type,left_lottery_gold_prop,right_lottery_gold_prop,left_lottery_total_coins,right_lottery_total_coins,left_lottery_gold_coins,right_lottery_gold_coins,left_lottery_silver_coins,right_lottery_silver_coins,selected_lottery,coin_drawn,slider_start,admc_id,admc_response,ns_id,ns_response,optionA_reward,optionB_reward,points_won,option_selected,curr_block_ind,pt_trial_prediction,question_order,unique_trial,unique_trial_draw_number,ball_split,left_box_majority_color,right_box_majority_color,selected_box_majority_color,current_draw,past_draws,version,score,list_id,crt_1,crt_2,crt_3,crt_4,crt_5,crt_6,crt_7
survey-text,486,1278380,0.0-17.0-4.0-0.0-0.8,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,31001.0,,,,,,,,,,,,number_series_test_trial,,,,,,,,,,,,,,,,,,True,479.0,,{'NS_9': '10'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS_9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,487,1278382,0.0-17.0-5.0,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-button-response,488,1280242,0.0-17.0-6.0,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,1859.0,,,,,,,,,,,,feedback_Number Series,,,,,,,,,,,,,,,,,,,,"
                    <p class=""instructions-title"">Feedback?</p>
                    <p>If something went wrong during the last task or you think we can improve it, please leave any and all comments you have here.</p>
                    <div style=""margin-bottom: 3vh"">
                        <textarea id=""task_feedback"" style=""width: 50vw; height: 15vh;""></textarea>
                    </div>
                ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,489,1280242,0.0-17.0-7.0,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,490,1280244,0.0-17.0-9.0,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,async_data_save,,Number Series__completed,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,491,1280246,0.0-19.0-0.0-0.0,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,492,1280398,0.0-19.0-1.0,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,493,1285563,0.0-19.0-2.0,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,"[{'page_index': 0, 'viewing_time': 2942}, {'page_index': 1, 'viewing_time': 2223}]",5165.0,,,,,,,,,,,,leapfrog_instructions,,,,,,,,,,,,,,,,,,False,482.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
call-function,494,1285565,0.0-19.0-3.0,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
instructions,495,1288040,0.0-19.0-4.0,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,"[{'page_index': 0, 'viewing_time': 2474}]",2475.0,,,,,,,,,,,,leapfrog_practice_trials_instructions,,,,,,,,,,,,,,,,,,False,483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,496,1289544,0.0-19.0-5.0-0.0-0.0,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>10 points</div>
                            </div>",,,,True,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,497,1290550,0.0-19.0-5.0-0.0-1.0,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: red;"">X<br><br>TOO SLOW</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,498,1291633,0.0-19.0-5.0-0.0-0.1,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,1081.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>20 points</div>
                                <div>30 points</div>
                            </div>",arrowleft,,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,30.0,20.0,A,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,499,1292637,0.0-19.0-5.0-0.0-1.1,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>20</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,500,1293062,0.0-19.0-5.0-0.0-0.2,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,423.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",arrowleft,,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,501,1294065,0.0-19.0-5.0-0.0-1.2,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,502,1294622,0.0-19.0-5.0-0.0-0.3,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,556.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",arrowleft,,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,503,1295632,0.0-19.0-5.0-0.0-1.3,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,504,1295995,0.0-19.0-5.0-0.0-0.4,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,358.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",arrowleft,,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,40.0,A,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,505,1296998,0.0-19.0-5.0-0.0-1.4,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,506,1297174,0.0-19.0-5.0-0.0-0.5,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,174.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>30 points</div>
                            </div>",arrowright,,,True,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,30.0,B,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,507,1298176,0.0-19.0-5.0-0.0-1.5,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>30</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,508,1298614,0.0-19.0-5.0-0.0-0.6,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,437.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",arrowleft,,,True,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,50.0,40.0,A,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,509,1299617,0.0-19.0-5.0-0.0-1.6,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,510,1300079,0.0-19.0-5.0-0.0-0.7,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,452.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",arrowright,,,True,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,511,1301082,0.0-19.0-5.0-0.0-1.7,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,512,1301417,0.0-19.0-5.0-0.0-0.8,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,333.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",arrowleft,,,True,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,50.0,40.0,A,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,513,1302420,0.0-19.0-5.0-0.0-1.8,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,514,1302928,0.0-19.0-5.0-0.0-0.9,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,506.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",arrowleft,,,True,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,50.0,40.0,A,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,515,1303931,0.0-19.0-5.0-0.0-1.9,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>40</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,516,1304211,0.0-19.0-5.0-0.0-0.10,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,279.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>40 points</div>
                                <div>50 points</div>
                            </div>",arrowright,,,True,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,517,1305214,0.0-19.0-5.0-0.0-1.10,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,518,1305651,0.0-19.0-5.0-0.0-0.11,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,435.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>50 points</div>
                            </div>",arrowright,,,True,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,50.0,50.0,B,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,519,1306653,0.0-19.0-5.0-0.0-1.11,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>50</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,520,1306944,0.0-19.0-5.0-0.0-0.12,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,289.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>70 points</div>
                            </div>",arrowleft,,,True,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,60.0,A,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,521,1307946,0.0-19.0-5.0-0.0-1.12,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>60</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,522,1308258,0.0-19.0-5.0-0.0-0.13,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,309.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>70 points</div>
                            </div>",arrowright,,,True,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,70.0,B,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,523,1309261,0.0-19.0-5.0-0.0-1.13,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,524,1309479,0.0-19.0-5.0-0.0-0.14,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,216.0,,,,,,,,,,,,leapfrog_pt_trial,,,,,,,,,,,,,,,,,,,,"<div style=""font-size:3em;"">CHOOSE</div>
                        <div id=""leapfrog_options_container"">
                            <div id=""option_A"">OPTION A<br><span>(left arrow)</span></div>
                            <div id=""option_B"">OPTION B<br><span>(right arrow)</span></div>
                        </div><div style=""display: flex; justify-content: space-around; font-size: 1em; margin-top: 1em; font-style: italic"">
                                <div>60 points</div>
                                <div>70 points</div>
                            </div>",arrowright,,,True,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,70.0,70.0,B,,,,,,,,,,,,,,,,,,,,,
html-keyboard-response,525,1310481,0.0-19.0-5.0-0.0-1.14,AhirSY1w8dBzmuo2t48W,33ff78,5,MOvg58yLa03NKUr9vTqF7jjDMY,QQtMvWOi8s9p4a4Tvh9r0mmfdL,1440.0,900.0,,,,,,,,,,,,,,leapfrog_trial_feedback,,,,,,,,,,,,,,,,,,,,"<p style=""font-size: 3em; color: green;"">You won <b>70</b> points.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
