"subject_id","Format","qorder","Frame","item","form","wave","1","2","3","4","5","resolution","0.05","0.25","0.5","0.75","0.95","total_score","sscore_standardized"
"B4xA73Nldb5hoCj3RnM2","List","descending","Negative","G1461",1,1,417,418,419,422,425,419.84,0.141999999999999,0.459999999999994,0.419999999999987,0.540000000000006,0.258000000000002,1.81999999999999,-0.327479415616731
"B4xA73Nldb5hoCj3RnM2","List","descending","Negative","G181",1,1,300,350,400,450,500,192,102.6,118.5,104,64.5,15.4,405,0.442958282977386
"B4xA73Nldb5hoCj3RnM2","List","descending","Negative","G1948",1,1,2e+06,2300000,2400000,2750000,3e+06,2104825,5241.25,146381.25,147587.5,161293.75,44758.75,505262.5,-0.453538351796975
"B4xA73Nldb5hoCj3RnM2","List","descending","Negative","G410",1,1,11000,13000,15000,17500,20000,35719,1235.95,5679.75,10359.5,13664.25,14933.05,45872.5,0.049373899921075
"B4xA73Nldb5hoCj3RnM2","List","descending","Negative","M1571",1,1,3e+05,350000,4e+05,450000,5e+05,411719409.546,20570970.4773,102842352.3865,205659704.773,308452057.1595,390658439.0687,1028183523.865,0.627795298156322
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","G1472",3,1,3.5,4.1,5.3,6,10,4.3,0.04,0.05,0.5,0.425,0.285,1.3,-0.857719099702796
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","G1588",3,1,3,3.4,3.8,5,10,3.8,0.04,0.1,0,0.3,0.31,0.75,-0.319136931882169
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","G1920",3,1,2e+08,3e+08,5e+08,6.5e+08,7e+08,472874941,13643747.05,43218735.25,13562529.5,44281264.75,11356252.95,126062529.5,-1.1892417888294
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","M3028",3,1,1000,1400,1650,2000,3000,1931,46.55,132.75,140.5,17.25,53.45,390.5,-1.40652277600806
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","M3701",3,1,0.6,0.8,0.9,1,1.2,1.47,0.0435,0.1675,0.285,0.3525,0.2565,1.105,-0.386010884996189
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","M5839",3,1,320,340,350,360,400,17,287.85,242.25,166.5,85.75,19.15,801.5,5
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","C1084",1,1,5,15,18,20,25,12,0.35,2.25,3,2,0.650000000000001,8.25,-0.410197747123728
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","G1189",1,1,13000,14500,15000,15500,16000,14968.77,98.4385,117.1925,15.6149999999998,132.8075,51.5615,415.615,-0.62068753125881
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","G1210",1,1,90,92,94.5,98,102,96.615,0.33075,1.15375,1.0575,0.346250000000001,0.26925,3.1575,-0.375313936690104
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","G1294",1,1,7000,9000,9500,10000,12000,18535,576.75,2383.75,4517.5,6401.25,6208.25,20087.5,-1.03543148502195
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","G1461",1,1,400,415,420,430,450,419.84,0.991999999999999,1.20999999999999,0.0800000000000125,2.54000000000001,1.508,6.33000000000001,-0.222148063342293
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","G181",1,1,30,40,47,60,75,192,8.1,38,72.5,99,111.15,328.75,0.0271262841266103
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","G1948",1,1,2e+06,2100000,2300000,2500000,2600000,2104825,5241.25,1206.25,97587.5,98793.75,24758.75,227587.5,-0.569682076708964
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","G410",1,1,20000,30000,34000,38000,40000,35719,785.95,1429.75,859.5,570.25,214.05,3859.5,-0.828443039087131
"hgHAiY89xQA0EOPof2AH","Separate","descending","Negative","M1571",1,1,3.6e+08,3.7e+08,3.8e+08,4e+08,4.2e+08,411719409.546,2585970.4773,10429852.3865,15859704.773,8789557.1595,414029.5227,38079114.319,-0.785188309245762
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","G1472",3,1,0,0,50,0,0,4.3,0.215,1.075,22.85,3.225,4.085,31.45,5
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","G1588",3,1,0,25,0,0,0,3.8,0.19,15.9,1.9,2.85,3.61,24.45,5
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","G1920",3,1,0,0,0,75,0,472874941,23643747.05,118218735.25,236437470.5,354656149.5,449231193.95,1182187296.25,0.65740650305924
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","M3028",3,1,0,0,0,75,0,1931,96.55,482.75,965.5,1392,1834.45,4771.25,0.431097566249211
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","M3701",3,1,0,0,50,0,0,1.47,0.0735,0.3675,24.265,1.1025,1.3965,27.205,5
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","M5839",3,1,0,0,50,0,0,17,0.85,4.25,16.5,12.75,16.15,50.5,0.187783559734651
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","G1190",2,1,0,25,0,0,0,3.837,0.19185,15.87225,1.9185,2.87775,3.64515,24.5055,5
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","G1799",2,1,0,0,50,0,0,1358,67.9,339.5,654,1018.5,1290.1,3370,1.33077216800265
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","G2268",2,1,5,0,8,0,0,269735,13486.5,67433.75,134863.5,202301.25,256248.25,674333.25,1.08662178332119
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","G2346",2,1,0,0,50,0,0,114.2,5.71,28.55,32.1,85.65,108.49,260.5,3.38588127556167
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","G794",2,1,0,25,0,0,0,55,2.75,7.5,27.5,41.25,52.25,131.25,1.22257008255061
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","G938",2,1,0,25,0,0,0,15948,797.4,3980.75,7974,11961,15150.6,39863.75,0.41575905964414
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","M5680",2,1,0,25,0,0,0,3.2,0.16,16.35,1.6,2.4,3.04,23.55,-0.296794698903178
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","M811",2,1,0,0,50,0,0,118,5.9,29.5,34,88.5,112.1,270,0.406451555495294
"V5Tx1jP6c8trEn2lrAlC","List","descending","Negative","M8907",2,1,0,0,0,75,0,120856,6042.8,30214,60428,90585.75,114813.2,302083.75,0.549052272744595
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","G1472",3,1,5,5.1,5.3,6,9.8,4.3,0.665,0.6,0.5,0.425,0.275,2.465,-0.413448919824458
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","G1588",3,1,3.5,4,4.5,4.8,5.9,3.8,0.015,0.15,0.35,0.25,0.105,0.87,-0.274635238410487
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","G1920",3,1,140000,280000,508000,550000,6e+05,472874941,23636747.05,118148735.25,236183470.5,354243705.75,448661193.95,1180873852.5,0.655109929080681
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","M3028",3,1,24054,25000,26000,27000,28000,1931,21016.85,17301.75,12034.5,6267.25,1303.45,57923.8,5
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","M3701",3,1,0,0.5,1,1.5,2,1.47,0.0735,0.2425,0.235,0.00750000000000001,0.0265,0.585,-0.562701747102246
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","M5839",3,1,6,8,9,10,15,17,0.55,2.25,4,5.25,1.9,13.95,-0.481779770388928
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","C1084",1,1,6,9,12,16,20,12,0.3,0.75,0,1,0.4,2.45,-0.503837641000661
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","G1189",1,1,12500,14000,15000,16000,17500,14968.77,123.4385,242.1925,15.6149999999998,257.8075,126.5615,765.615,-0.404915065120945
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","G1210",1,1,88,90,97.9,98,100,96.615,0.43075,1.65375,0.642500000000005,0.346250000000001,0.16925,3.24250000000001,-0.369854698593544
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","G1294",1,1,3000,4500,6000,8000,10000,18535,776.75,3508.75,6267.5,7901.25,8108.25,26562.5,-0.540821913741063
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","G1461",1,1,419.64,419.74,419.84,419.94,420,419.84,0.00999999999999943,0.0249999999999915,0,0.0250000000000057,0.00800000000000126,0.0679999999999979,-0.368397493041302
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","G181",1,1,1,2,3,5,6,192,9.55,47.5,94.5,140.25,176.7,468.5,0.789257718085901
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","G1948",1,1,808000,9e+05,1e+06,150000,2143982,2104825,64841.25,301206.25,552412.5,1466118.75,1957.85,2386536.6,0.333346249101373
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","G410",1,1,12310,13500,13000,14000,15009,35719,1170.45,5554.75,11359.5,16289.25,19674.5,54048.45,0.22020167709681
"i7tXFpSRGtKMAse1e8Ho","List","ascending","Negative","M1571",1,1,360,360,370,390,400,411719409.546,20585952.4773,102929762.3865,205859519.773,308789264.6595,391133059.0687,1029297558.365,0.629385143097324
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","G1472",3,1,4.9,5.1,5.3,5.5,5.8,4.3,0.570000000000001,0.6,0.5,0.3,0.0750000000000001,2.045,-0.573614993256992
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","G1588",3,1,3.4,3.5,3.6,3.8,4,3.8,0.02,0.075,0.0999999999999999,0,0.01,0.205,-0.521248789732726
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","G1920",3,1,45000,49000,50000,1e+05,2e+05,472874941,23641497.05,118206485.25,236412470.5,354581205.75,449041193.95,1181882852.5,0.656874179087098
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","M3028",3,1,1500,1725,1800,2000,2250,1931,21.55,51.5,65.5,17.25,15.95,171.75,-1.4982831937148
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","M3701",3,1,0.5,1,1.25,1.75,2,1.47,0.0485,0.1175,0.11,0.07,0.0265,0.3725,-0.634907147482125
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","M5839",3,1,6,8,10,15,22,17,0.55,2.25,3.5,1.5,0.25,8.05,-0.589862496728986
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","G1190",2,1,3.5,3.6,3.7,3.81,3.87,3.837,0.01685,0.05925,0.0685,0.0202500000000001,0.00165,0.1665,-0.498440144685538
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","G1799",2,1,1300,1350,1425,1525,1650,1358,2.9,2,33.5,41.75,14.6,94.75,-0.566257106787244
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","G2268",2,1,1e+05,150000,2e+05,250000,275000,269735,8486.75,29933.75,34867.5,14801.25,263.25,88352.5,-0.760296170680064
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","G2346",2,1,108,110,114,115,118,114.2,0.31,1.05,0.100000000000001,0.199999999999999,0.19,1.85,-0.513803830160875
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","G794",2,1,40,55,70,99,120,55,0.75,0,7.5,11,3.25,22.5,-0.726249913171483
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","G938",2,1,15807,15808,15810,15815,15825,15948,7.05,35,69,99.75,116.85,327.65,-1.29648688443811
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","M5680",2,1,0.5,1,2,3,4,3.2,0.135,0.55,0.6,0.15,0.04,1.475,-0.535569811888862
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","M811",2,1,10,25,30,40,50,118,5.4,23.25,44,58.5,64.6,195.75,-0.170745911252314
"0m8Mvtx03NTVAaAm2cLu","List","descending","Positive","M8907",2,1,150,197,204,245,275,120856,6035.3,30164.75,60326,90458.25,114551.95,301536.25,0.545646274435236
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","G1472",3,1,5,5.1,5.2,5.3,5.4,4.3,0.665,0.6,0.45,0.25,0.0550000000000001,2.02,-0.583148688104166
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","G1588",3,1,3.6,3.65,3.7,3.75,3.8,3.8,0.00999999999999999,0.0375,0.0499999999999998,0.0374999999999999,0,0.135,-0.54720811092454
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","G1920",3,1,320000,340000,350000,370000,375000,472874941,23627747.05,118133735.25,236262470.5,354378705.75,448874943.95,1181277602.5,0.655815891360256
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","M3028",3,1,1000,1200,1400,1600,1800,1931,46.55,182.75,265.5,248.25,124.45,867.5,-1.20643263088298
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","M3701",3,1,0.3,0.35,0.4,0.45,0.5,1.47,0.0585,0.28,0.535,0.765,0.9215,2.56,0.108383738781337
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","M5839",3,1,150,170,190,210,230,17,126.35,114.75,86.5,48.25,10.65,386.5,5
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","G1190",2,1,3.7,3.73,3.76,3.78,3.8,3.837,0.00685,0.0267500000000001,0.0385000000000002,0.0427500000000003,0.0351500000000003,0.150000000000001,-0.516669412584842
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","G1799",2,1,1300,1350,1400,1450,1500,1358,2.9,2,21,23,7.10000000000001,56,-0.58870115972919
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","G2268",2,1,2e+05,210000,215000,220000,225000,269735,3486.75,14933.75,27367.5,37301.25,42498.25,125587.5,-0.64293738369391
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","G2346",2,1,100,105,110,112,114,114.2,0.71,2.3,2.1,1.65,0.190000000000003,6.95000000000001,-0.43691075442461
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","G794",2,1,60,65,70,75,80,55,4.75,7.5,7.5,5,1.25,26,-0.663529269631001
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","G938",2,1,600,610,620,630,640,15948,767.4,3834.5,7664,11488.5,14542.6,38297,0.347905595774641
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","M5680",2,1,0.6,0.9,1.2,1.5,1.8,3.2,0.13,0.575,1,1.275,1.33,4.31,-0.504904921953894
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","M811",2,1,35,53,60,70,80,118,4.15,16.25,29,36,36.1,121.5,-0.747943377999921
"GY6SDF2bu3vayneZIZA7","List","descending","Positive","M8907",2,1,240000,242000,244000,246000,248000,120856,113186.8,90858,61572,31286,6357.20000000001,303260,0.556369725733424
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","G1472",3,1,6.3,6.5,6.6,6.8,7,4.3,1.9,1.65,1.15,0.625,0.135,5.46,0.728687722867062
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","G1588",3,1,6,6,5,4,3,3.8,2.09,1.65,0.6,0.05,0.76,5.15,1.31259182874618
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","G1920",3,1,5.5e+08,6e+08,6.66e+08,6.85e+08,7e+08,472874941,73268806.05,95343794.25,96562529.5,53031264.75,11356252.95,329562647.5,-0.833419108465352
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","M3028",3,1,2600,2700,2800,2900,3000,1931,635.55,576.75,434.5,242.25,53.45,1942.5,-0.75549572100988
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","M3701",3,1,1,1,2,2,3,1.47,0.0235,0.1175,0.265,0.1325,0.0765000000000001,0.615,-0.552508043519204
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","M5839",3,1,5,10,12,13,15,17,0.6,1.75,2.5,3,1.9,9.75,-0.558720016258122
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","C1084",1,1,11,12,13,14,15,12,0.05,0,0.5,0.5,0.15,1.2,-0.524018652612069
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","G1189",1,1,15200,15300,15500,15800,16000,14968.77,219.6685,248.4225,265.615,207.8075,51.5615,993.074999999999,-0.264687621841749
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","G1210",1,1,98,97,97,96,96,96.615,1.31575,0.288750000000004,0.192500000000003,0.461249999999996,0.584249999999995,2.8425,-0.39554523081265
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","G1294",1,1,790,793,794,795,800,18535,887.25,4435.5,8870.5,13305,16848.25,44346.5,0.817654783658054
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","G1461",1,1,419.63,419.64,419.65,419.66,419.67,419.84,0.010499999999999,0.0499999999999972,0.0949999999999989,0.134999999999962,0.161499999999961,0.451999999999919,-0.359429147304412
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","G181",1,1,70,75,80,85,100,192,6.1,29.25,56,80.25,87.4,259,-0.35325774105164
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","G1948",1,1,2300000,2500000,2600000,2800000,3e+06,2104825,185416.25,296381.25,247587.5,173793.75,44758.75,947937.5,-0.268379718771263
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","G410",1,1,55000,50000,46000,45000,40000,35719,18316.95,10710.75,5140.5,2320.25,214.05,36702.5,-0.142223494473642
"3JKW5zSXGkFMU7hy3Uim","Separate","descending","Negative","M1571",1,1,3.6e+08,3.85e+08,4e+08,4.05e+08,4.15e+08,411719409.546,2585970.4773,6679852.3865,5859704.773,5039557.1595,164029.5227,20329114.319,-0.810519434720587
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","G1472",3,1,1,3,7,9,1,4.3,0.165,0.325,1.35,1.175,3.135,6.15,0.991817700649081
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","G1588",3,1,3,5,8,9,1,3.8,0.04,0.9,2.1,1.3,2.66,7,1.99865960310127
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","G1920",3,1,2,5,3,2,0.1,472874941,23643746.95,118218734,236437469,354656204.25,449231193.855,1182187348.055,0.657406593640976
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","M3028",3,1,1,3,45,69,1,1931,96.5,482,943,1396.5,1833.5,4751.5,0.422812911393403
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","M3701",3,1,56,66,14,53,52,1.47,51.8035,48.3975,6.265,12.8825,2.5265,121.875,5
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","M5839",3,1,51,2,3,5,1,17,32.3,3.75,7,9,15.2,67.25,0.494628587903459
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","C1084",1,1,1,2,42,81,2,12,0.55,2.5,15,17.25,9.5,44.8,0.179895032393839
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","G1189",1,1,1,2,51,3,2,14968.77,748.3885,3741.6925,7458.885,11224.3275,14218.4315,37391.725,5
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","G1210",1,1,5.1,1,4,3,2,96.615,4.57575,23.90375,46.3075,70.21125,89.88425,234.8825,5
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","G1294",1,1,2,2,6,7,1,18535,926.65,4633.25,9264.5,13896,17607.3,46327.7,0.968993854333218
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","G1461",1,1,95,5,94,93,3,419.84,16.242,103.71,162.92,245.13,395.998,924,5
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","G181",1,1,1,2,51,52,5,192,9.55,47.5,70.5,105,177.65,410.2,0.471316661915406
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","G1948",1,1,1,3,5,9,1,2104825,105241.2,526205.5,1052410,1578612,1999582.8,5262051.5,1.53609410730223
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","G410",1,1,1,3,2,6,1,35719,1785.9,8929,17858.5,26784.75,33932.1,89290.25,0.956541595720555
"fgiIxNtSoCbPYjX7tbLD","Separate","ascending","Positive","M1571",1,1,10,14,26,29,30,411719409.546,20585969.9773,102929848.8865,205859691.773,308789535.4095,391133410.5687,1029298456.615,0.629386424994984
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","G1472",3,1,1,1,3,4,5,4.3,0.165,0.825,0.65,0.225,0.035,1.9,-0.628910423370605
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","G1588",3,1,3,4,55,8,1,3.8,0.04,0.15,25.6,1.05,2.66,29.5,5
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","G1920",3,1,8,71,61,8,21,472874941,23643746.65,118218717.5,236437440,354656199.75,449231174,1182187277.9,0.657406470974019
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","M3028",3,1,57,1,8,21,1,1931,93.7,482.5,961.5,1432.5,1833.5,4803.7,0.44470956878445
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","M3701",3,1,2,5,3,1,1,1.47,0.5035,2.6475,0.765,0.3525,0.4465,4.715,0.84063144616317
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","M5839",3,1,21,54,3,51,1,17,3.8,27.75,7,8.5,15.2,62.25,0.4030330571068
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","C1084",1,1,23,31,48,25,79,12,10.45,14.25,18,3.25,3.35,49.3,0.252546674194908
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","G1189",1,1,32451,32451,57931,32761,28651,14968.77,16608.1185,13111.6725,21481.115,4448.0575,684.111500000001,56333.075,5
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","G1210",1,1,2,98,54,51,2,96.615,4.73075,1.03875,21.3075,34.21125,89.88425,151.1725,5
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","G1294",1,1,93,4,54,5,6,18535,922.1,4632.75,9240.5,13897.5,17602.55,46295.4,0.966526535545207
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","G1461",1,1,419.12,419.43,419.56,419.91,124,419.84,0.0359999999999985,0.102499999999992,0.139999999999986,0.0175000000000125,281.048,281.344,5
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","G181",1,1,54,3910,43,57,3,192,6.9,2788.5,74.5,101.25,179.55,3150.7,5
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","G1948",1,1,11121,12421,12361,65324,57321,2104825,104685.2,523101,1046232,1529625.75,1945128.8,5148772.75,1.4887127586811
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","G410",1,1,21,23,65,6,1,35719,1784.9,8924,17827,26784.75,33932.1,89252.75,0.955758073115342
"73VBziJ6ymu76O873xzH","Separate","ascending","Positive","M1571",1,1,42,22,32,82,3,411719409.546,20585968.3773,102929846.8865,205859688.773,308789495.6595,391133436.2187,1029298435.915,0.629386395453896
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","G1472",3,1,4,4.5,5,5.5,6,4.3,0.015,0.15,0.35,0.3,0.0850000000000001,0.9,-1.01025821725759
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","G1588",3,1,6,5.5,5,4.5,4,3.8,2.09,1.275,0.6,0.175,0.01,4.15,0.941744383148824
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","G1920",3,1,3e+08,3.25e+08,3.5e+08,3.75e+08,4e+08,472874941,8643747.05,36968735.25,61437470.5,73406205.75,69231193.95,249687352.5,-0.973082130979024
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","M3028",3,1,1750,2000,2300,2400,2500,1931,9.05,51.75,184.5,117.25,28.45,391,-1.40631303791045
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","M3701",3,1,2,2.25,2.5,2.75,3,1.47,0.5035,0.585,0.515,0.32,0.0765000000000001,2,-0.0818987281021095
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","M5839",3,1,350,360,370,380,390,17,316.35,257.25,176.5,90.75,18.65,859.5,5
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","C1084",1,1,3,4,5,6,7,12,0.45,2,3.5,4.5,4.75,15.2,-0.2979913225643
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","G1189",1,1,14700,14800,14900,15000,15100,14968.77,13.4385,42.1925000000001,34.3850000000002,7.80749999999989,6.56149999999998,104.385,-0.812558573076203
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","G1210",1,1,100.5,99.5,98.5,97.5,96.5,96.615,3.69075,2.16375,0.942500000000003,0.221250000000001,0.109249999999995,7.12750000000001,-0.120335404415482
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","G1294",1,1,73000,76000,79000,82000,85000,18535,51741.75,43098.75,30232.5,15866.25,3323.25,144262.5,5
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","G1461",1,1,419.5,419.53,419.57,419.6,419.63,419.84,0.0169999999999987,0.0775000000000006,0.134999999999991,0.179999999999964,0.199499999999981,0.608999999999935,-0.355762401781776
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","G181",1,1,600,650,700,750,800,192,387.6,343.5,254,139.5,30.4,1155,4.53310909134567
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","G1948",1,1,2250000,2300000,2350000,2400000,2450000,2104825,137916.25,146381.25,122587.5,73793.75,17258.75,497937.5,-0.456602195445054
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","G410",1,1,17500,18000,18500,19000,19500,35719,910.95,4429.75,8609.5,12539.25,15408.05,41897.5,-0.0336794962314877
"D6ZdysxiWVeqdB4X9BML","List","descending","Negative","M1571",1,1,3.1e+08,3.2e+08,3.3e+08,3.4e+08,3.5e+08,411719409.546,5085970.4773,22929852.3865,40859704.773,53789557.1595,58633439.0687,181298523.865,-0.580799079181535
"gdcaQlSlTYPXtURldtrQ","Separate","descending","Positive","G1472",3,1,5.6,5.8,0.7,0.9,0.5,4.3,1.235,1.125,1.8,2.55,3.61,10.32,2.58203800115781
"gdcaQlSlTYPXtURldtrQ","Separate","descending","Positive","G1588",3,1,5,2.7,5.6,0.4,0.3,3.8,1.14,0.275,0.9,2.55,3.325,8.19,2.43996806336212
"gdcaQlSlTYPXtURldtrQ","Separate","descending","Positive","G1920",3,1,56000,70000,50000,65000,45000,472874941,23640947.05,118201235.25,236412470.5,354607455.75,449188443.95,1182050552.5,0.657167404781921
"gdcaQlSlTYPXtURldtrQ","Separate","descending","Positive","M3028",3,1,4,7,6,8,1,1931,96.35,481,962.5,1442.25,1833.5,4815.6,0.449701335507696
"gdcaQlSlTYPXtURldtrQ","Separate","descending","Positive","M3701",3,1,0.1,0.2,5.2,0.3,0.4,1.47,0.0685,0.3175,1.865,0.8775,1.0165,4.145,0.646951078085377
"gdcaQlSlTYPXtURldtrQ","Separate","descending","Positive","M5839",3,1,1,2,3,5,6,17,0.8,3.75,7,9,10.45,31,-0.16943901037232
"gdcaQlSlTYPXtURldtrQ","Separate","descending","Positive","C1084",1,1,31,51,51,81,2,12,18.05,29.25,19.5,17.25,9.5,93.55,0.966954485238747
"gdcaQlSlTYPXtURldtrQ","Separate","descending","Positive","G1189",1,1,51,850851,200251,61,500561,14968.77,745.8885,626911.6725,92641.115,11180.8275,24279.6115,755759.115,5
"gdcaQlSlTYPXtURldtrQ","Separate","descending","Positive","G1210",1,1,9.65,9.72,9.45,9.35,9.24,96.615,4.34825,21.72375,43.5825,65.44875,83.00625,218.1095,5
